,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
4554,"""Despite what you may have heard about Wisconsin’s finances, Wisconsin is on track to have a budget surplus this year.""",meter-false,2011,February,17
4555,"For thousands of public employees, Wisconsin Gov. Scott Walker’s budget-repair bill would ""take away any say they have in the workplace, and eliminate their union.""",meter-mostly-true,2011,February,17
4556,"The Obama administration ""actually cut out the democracy in Egypt funds inside the State Department.""",meter-mostly-true,2011,February,13
4557,"""Between Austin, San Antonio, Houston and Dallas over 8,000 same-sex couples are raising children.""",meter-mostly-true,2011,February,9
4558,Says the foreman of the jury that convicted him was a Greenpeace activist.,meter-mostly-true,2011,January,13
4559,"Fox News ""said the New Black Panther Party decided the election for Barack Obama.""",meter-false,2010,December,15
4560,"""In the past, President Obama has refused to meet with representatives from Cuban exile organizations.""",meter-false,2011,January,25
4561,"Secure Communities ""has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security.""",meter-mostly-true,2011,January,11
4562,"""Since taking office, President Obama has signed into law spending increases of nearly 25 percent for domestic government agencies, an 84 percent increase when you include the failed stimulus.""",meter-mostly-true,2011,January,25
4563,Members of Congress and their families and staff are exempt from repaying student loans.,meter-false,2011,January,7
4564,"Wisconsin’s lawsuit rules are so anti-business that the state’s system is ""one of the most promiscuous"" in America.",meter-false,2011,January,4
4565,"""The Greenest County in America.""",meter-mostly-false,2010,December,23
4566,"Sheldon Whitehouse and 18 other senators ""voted to censor the internet.""",meter-false,2010,November,18
4567,"""Over half of the foreign-born population in Rhode Island is white.""",meter-mostly-true,2010,November,20
4568,"""It’s gotten to a point where the average federal worker makes twice as much as the average private sector worker.""",meter-false,2010,November,10
4569,Says Steve Spinnett has court judgments against him for trespass and harassment.,meter-mostly-true,2010,October,30
4570,"""Liberal out-of-state special interests are spending millions on 5 and 6 to change the way Florida draws its congressional and legislative districts.""",meter-mostly-true,2010,October,28
4571,"""Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.""",meter-false,2010,October,13
4572,"Says Republican candidates in Oregon are ""advocating violence"" against gays.",meter-false,2010,October,12
4573,"""Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.""",meter-true,2010,October,25
4574,"The lawyer who brought the case against NationsBank said ""publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didn't know about the problems.""",meter-mostly-true,2010,October,25
4575,"Says ""John Loughlin voted to let people accused of domestic violence keep their guns.""",meter-mostly-true,2010,October,19
4576,"""We haven't yet taken out a negative ad.""",meter-false,2010,October,14
4577,"Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded ""means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.""",meter-mostly-true,2010,October,10
4578,Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia/HCA hospital chain,meter-mostly-true,2010,October,10
4579,"In ad attacking Rick Scott, says three executives of the Columbia/HCA hospital chain he ran were indicted.",meter-mostly-true,2010,October,10
4580,"Arkansas Democratic congressional candidate Chad Causey ""was a Washington, D.C. bureaucrat.""",meter-false,2010,October,3
4581,"Candidate for governor Roy Barnes has been ""fighting hard"" to let illegal immigrants vote.",meter-false,2010,September,9
4582,"Jeff Weems' ""legal record is one of defending BP, Enron and just about every big oil company against the working man.""",meter-mostly-true,2010,July,28
4583,"""The Republicans have 2 percent of the Muslim vote.''",meter-mostly-true,2010,August,18
4584,"""Reporters have uncovered another Scott company accused of criminal acts. But Scott won't come clean.""",meter-false,2010,August,17
4585,"""In Cobb County, every meeting opened with a prayer. The ACLU objected. Sued ... [Sam] Olens took on the ACLU and won!""",meter-mostly-true,2010,July,6
4586,"""(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.""",meter-true,2010,July,26
4587,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,meter-true,2010,July,25
4588,"Because of union rules, cooks helpers moved into DMV jobs they were not trained for",meter-mostly-true,2010,July,11
4589,"""Attorney General Eric Holder is involved in the dismissal of the criminal charges"" against the New Black Panther Party for voter intimidation",meter-false,2010,July,17
4590,"""Ken Hodges badly botched this investigation and, as a result, justice wasn't done in this case.""",meter-false,2010,July,13
4591,"""As Washington debates cracking down on the big Wall Street banks, I’ve passed legislation that does so.""",meter-mostly-false,2010,June,17
4592,"Thurbert Baker kept a teen in jail ""who didn't even commit a felony.""",meter-false,2010,June,10
4593,"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""",meter-true,2010,June,10
4594,"""Across the country, more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama.""",meter-mostly-false,2010,June,7
4595,"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",meter-true,2010,May,18
4596,"Elena Kagan ""has published five scholarly review articles, mostly on administrative law and the First Amendment. These articles were mostly on technical and procedural issues.""",meter-mostly-true,2010,May,10
4597,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",meter-mostly-true,2010,April,30
4598,"""What the Arizona law does is make a state crime out of something that already is... a federal crime.""",meter-mostly-true,2010,April,25
4599,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",meter-mostly-true,2010,April,26
4600,"""When you look at the nearly 150 men and women who have served us on the Texas Supreme Court, more than half of them had zero prior judicial experience.""",meter-false,2010,March,25
4601,“This race will be the Democrats’ top target this November.”,meter-false,2010,April,5
4602,"Charlie Crist ""worked with Acorn"" to give felons voting rights.",meter-false,2010,March,28
4603,"""The Massachusetts Supreme Court...defined marriage as simply, quote, the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.""",meter-false,2010,March,14
4604,"""Her opponent: zero times a judge, zero rulings, zero experience on the bench.""",meter-true,2010,January,20
4605,"""A Democratic poll operation shows that Fox News is the most trusted news operation in the country.""",meter-true,2010,February,3
4606,"""We've excluded lobbyists from policymaking jobs.""",meter-false,2010,January,27
4607,Says Bill White is for gay marriage.,meter-false,2009,December,2
4608,"Health care reform plans being consided in Congress ""will finally reduce the costs of health care.""",meter-mostly-true,2009,December,15
4609,The Senate health care bill does not contain limits on medical malpractice lawsuits.,meter-true,2009,December,1
4610,"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus.""",meter-false,2009,September,9
4611,"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies.",meter-true,2009,October,11
4612,"About 750,000 people die in China each year from auto emissions.",meter-mostly-false,2009,October,5
4613,"""Health care mandate will require imprisonment and fines for Americans who can’t afford to purchase insurance or pay hefty government penalties.""",meter-mostly-false,2009,September,29
4614,"Health insurance companies deny ""1 out of 5 treatments prescribed by doctors.""",meter-false,2009,September,15
4615,Obama used to be a lawyer for ACORN.,meter-mostly-true,2009,September,16
4616,"Van Jones ""is an avowed, self-avowed radical revolutionary communist.""",meter-mostly-false,2009,September,1
4617,"""Obama's Justice-designate Sotomayor threw out (the New Haven firefighters') lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of 'talk to the hand.'""",meter-false,2009,July,1
4618,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.""",meter-mostly-false,2009,June,10
4619,"""The Department of Justice, under the Obama administration, disagrees with the decision"" Judge Sotomayor made in the Ricci vs. DeStefano case.",meter-mostly-true,2009,May,31
4620,"Sotomayor ""ruled against the white firefighter — Ricci and other white firefighters — just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.""",meter-mostly-false,2009,May,26
4621,"""Walking in the door (Sonia Sotomayor) would bring more experience on the bench, and more varied experience on the bench, than anyone currently serving on the United States Supreme Court had when they were appointed.""",meter-mostly-true,2009,May,26
4622,"""The president of the United States ... agrees with me"" that marriage should be between a man and a woman.",meter-true,2009,May,12
4623,"It is ""the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts.""",meter-mostly-false,2009,April,15
4624,"""AIG insures the pension trust of the United States Congress!""",meter-false,2009,March,18
4625,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",meter-false,2009,February,5
4626,"""Obama taps porn lawyer for #2 at Justice.""",meter-mostly-true,2009,February,3
4627,"""Mr. Warren compared same-sex couples to incest.""",meter-mostly-false,2008,December,21
4628,"""Barack Obama has consistently voted against tougher penalties for criminals.""",meter-false,2008,October,20
4629,"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",meter-false,2008,October,10
4630,"Barack Obama was ""a trial attorney for ACORN.""",meter-mostly-true,2008,October,10
4631,"""Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.""",meter-true,2008,October,15
4632,"Holding up a BlackBerry, McCain campaign adviser says, ""you’re looking at the miracle John McCain helped create.""",meter-false,2008,September,16
4633,"John McCain ""took on the drug industry.""",meter-mostly-true,2008,September,8
4634,"""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.""",meter-mostly-true,2008,August,23
4635,"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",meter-false,2008,August,1
4636,"""I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.""",meter-true,2008,August,1
4637,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",meter-mostly-true,2008,July,14
4638,Says Obama flip-flopped on warrantless wiretapping.,meter-true,2008,July,9
4639,"""The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.""",meter-true,2008,June,29
4640,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",meter-false,2008,April,24
4641,"""John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.""",meter-true,2008,April,5
4642,"""The board of a nonprofit organization on which Obama served as a paid director ... granted funding to a controversial Arab group.""",meter-mostly-false,2008,February,25
4643,"""I helped to bring peace to Northern Ireland.""",meter-mostly-true,2008,March,5
4644,"""I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.""",meter-true,2008,February,26
4645,"""We have seen hate crimes skyrocket in the wake of the immigration debate.""",meter-mostly-true,2008,February,21
4646,"""Hillary's main extracurricular activity in law school was helping the Black Panthers, on trial in Connecticut for torturing and killing a federal agent.""",meter-false,2008,January,24
4647,"""Hillary interned with Bob Treuhaft, the head of the California Communist Party.""",meter-mostly-false,2008,January,24
4648,"""Senator Obama has, in fact, never had a serious Republican challenger.""",meter-true,2008,February,11
4649,"""You said you would vote against the Patriot Act, then you came to the Senate, you voted for it.""",meter-mostly-true,2008,January,5
4650,"""I saw my father march with Martin Luther King.""",meter-mostly-false,2007,December,6
4651,"""I saved the taxpayers $2-billion on a bogus Air Force Boeing tanker deal where people went to jail.""",meter-true,2007,November,28
4652,"""I have not changed my position on the (gay) marriage amendment or anything else related to marriage.""",meter-mostly-true,2007,September,14
4653,"""I've cast a couple of 99-1 votes"" and been the lone dissenter.",meter-true,2007,September,7
4654,"English ""is our national language...if it becomes official, that means in a place like New York City you can't print ballots in any other language.""",meter-false,2007,June,3
4655,"""The failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct.""",meter-mostly-true,2007,March,21
4656,The FBI took over the investigation into the attack on Paul Pelosi because San Francisco authorities weren’t sticking to Nancy Pelosi’s talking points.,meter-false,2022,November,2
4657,"""Raphael Warnock and Stacey Abrams are radical communists and, if they get their way, gun owners here in Georgia will be completely disarmed.""",meter-false,2022,October,30
4658,"At the Pelosi house, “the glass it seems was broken from the inside to the out, so it wasn’t a break-in, it was a breakout.”",meter-false,2022,November,1
4659,"“Over the past 5 years, natural gas costs have gone up over 200%” in the United States.",meter-mostly-true,2022,September,20
4660,"Video footage showing Chuck Schumer and Nancy Pelosi hiding on Jan. 6, 2021, shows the U.S. Capitol attack “was a setup.”",meter-false,2022,October,14
4661,Antony Blinken “confesses that Biden” is responsible for the Nord Stream pipeline leaks.,meter-false,2022,October,4
4662,"“America now has a government that forbids border agents from using deadly force, but is training IRS agents to use SWAT-team tactics on law-abiding citizens.”",meter-false,2022,August,21
4663,Three court rulings since May 2022 “have made it clear that it is unconstitutional to ban someone between the ages of 18 and 20 from being able to buy an AR.”,meter-mostly-false,2022,August,31
4664,"As a mayor, ""John Fetterman chased down an innocent, unarmed Black man,"" wielded a shotgun and ""falsely accused the man, triggering a confrontation with police.""",meter-mostly-true,2022,September,1
4665,"""Last year the IRS audited Americans earning less than $25,000 a year at five times the rate of other groups.""",meter-mostly-true,2022,August,7
4666,Video shows former President Barack Obama sharing how to mislead the public.,meter-false,2022,April,30
4667,"""The IRS is about to double in size, with 87,000 new armed agents and an additional $80 billion in order to primarily enhance IRS enforcement and operations.”",meter-mostly-false,2022,August,16
4668,Video shows Ron DeSantis arguing with Sean Hannity,meter-false,2022,August,11
4669,The government is arming up the IRS because “Joe Biden is raising taxes and disarming Americans.”,meter-false,2022,August,4
4670,"""President Barack Hussein Obama kept 33 million pages of documents, much of them classified. How many of them pertained to nuclear? Word is, lots!""",meter-false,2022,August,12
4671,"A ""Delta Force” seized a shipment of weapons headed to the IRS.",meter-false,2022,August,8
4672,“North Carolina is among some of the top states in the country for the number of ghost guns that are seized as crime guns.”,meter-mostly-true,2022,July,12
4673,"Nancy Pelosi and Democrats ""want to turn 150 million Americans into felons overnight"" with HR 1808.",meter-false,2022,July,28
4674,"John Fetterman wants to “eliminate life sentences for murderers.""",meter-mostly-false,2022,July,28
4675,"“‘Monkeypox’ is only circulating in countries where the Pfizer vaccine has been distributed and is being used to advance a Technocratic Great Reset.""",meter-false,2022,July,24
4676,“Biden threatens to assassinate Ukraine president.”,meter-false,2022,July,18
4677,"Shooter in Highland Park, Illinois, “bought the gun illegally.”",meter-false,2022,July,5
4678,This is the 911 call placed by the migrants trapped in the truck found in San Antonio.,meter-false,2022,June,28
4679,"The Supreme Court decision overturning Roe v. Wade ""made the United States an outlier among developed nations in the world"" on abortion rights.",meter-mostly-true,2022,June,24
4680,"“U.S. House of Reps. votes 226-194 to criminalize disassembling, cleaning, and re-assembling your gun without a firearm manufacturer’s license, including 8 Republicans!”",meter-false,2022,June,8
4681,"The Pentagon ""finally comes clean"" and ""admits...that there are 46 U.S. military-funded biolabs in Ukraine""",meter-false,2022,June,12
4682,“Not a single person in the crowd on January 6 was found to be carrying a firearm. Not one.”,meter-false,2022,June,10
4683,"The Jan. 6, 2021, attack on the U.S. Capitol “was a dust-up.”",meter-false,2022,June,8
4684,The U.S. Justice Department “conservatively estimated that guns are used 1.5 million times per year to save lives.”,meter-false,2022,June,2
4685,"""More people die from hands, fists, feet, than rifles.”",meter-mostly-true,2022,May,25
4686,“There hasn't been a single of these mass shootings that have been purchased at a gun show or on the internet.”,meter-false,2022,May,25
4687,"""When we passed the assault weapons ban, mass shootings went down. When the law expired, mass shootings tripled.""",meter-mostly-true,2022,May,24
4688,"“Most of these killers tend to be 18, 19 years old.”",meter-mostly-true,2022,May,24
4689,"CBS News reported that two more suspects were arrested in the Buffalo shooting, and that one more victim was identified.",meter-false,2022,May,16
4690,"Mehmet Oz ""called for a New Zealand-style gun ban"" and said ""Americans should have less access to guns.""",meter-mostly-true,2022,April,4
4691,Video of a Q&A response from Amazon’s Alexa confirms that chemtrails are being used “to reduce the human population.”,meter-false,2022,April,6
4692,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,meter-false,2022,March,13
4693,"At the start of the COVID-19 pandemic, Judge Ketanji Brown Jackson advocated that “each and every criminal defendant in D.C. Corrections custody should be released.”",meter-mostly-false,2022,March,21
4694,Jan. 6 defendants “are being held in prison without being charged.”,meter-false,2022,March,13
4695,"“The Manhattan DA is actually proposing to downgrade armed robbery to a misdemeanor, and to stop prosecuting resisting arrest.”",meter-mostly-true,2022,January,21
4696,U.S. has biological weapons labs in Ukraine.,meter-false,2022,March,9
4697,"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""",meter-false,2022,February,25
4698,Russia is targeting U.S. biological weapons labs in Ukraine invasion.,meter-false,2022,February,24
4699,"""48-Hour waiting periods limit crimes of passion and keep our communities safe.”",meter-mostly-true,2022,February,2
4700,“We all know China created COVID.”,meter-false,2022,January,31
4701,“Joe Biden uses the ATF to illegally track your gun transactions.”,meter-false,2022,February,7
4702,“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.,meter-false,2022,February,1
4703,"""Since 2000, the Department of Defense and the Department of Energy have been spraying the entire United States sky with the toxic brew of chemicals and other biologic agents.""",meter-false,2022,January,27
4704,A Black Lives Matter administrator was arrested in a 1983 bombing at the U.S. Capitol.,meter-mostly-false,2022,January,8
4705,A law backed by Virginia Democrats barred local sheriffs from having military equipment that “would have come in very helpful” with the I-95 traffic jam.,meter-false,2022,January,4
4706,“Jan. 6 was NOT an insurrection…but Nov. 4 at 3 a.m. was!”,meter-false,2021,December,28
4707,Chuck Grassley was “voting to slash Medicare” when voting against the debt ceiling bill.,meter-mostly-true,2021,December,9
4708,Kyle Rittenhouse was an “armed person” crossing state lines when he came to Kenosha protests in 2020.,meter-false,2021,November,19
4709,"Says Raz Simone “conquered” part of Seattle, handed out guns to form a paramilitary force that murdered three people, robbed the locals and walked away without being questioned.",meter-mostly-false,2021,November,15
4710,"Timothy Simpkins, a Black teen shooter, got 1 day in jail and $75,000 bail, while Kyle Rittenhouse, a white teen, got 2 months in jail and $2 million bail. “I think it’s pretty evident ... that white privilege is a myth.”",meter-mostly-true,2021,November,15
4711,"“The Spanish High Court has announced (COVID-19) is a bio weapon with a patent, not a virus.”",meter-false,2021,October,22
4712,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",meter-false,2021,November,1
4713,“DEA agent Mark Ibrahim was forced from his job and later indicted simply because he was near the Capitol protest on Jan. 6.”,meter-false,2021,November,2
4714,“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.,meter-false,2021,September,29
4715,Cargo ships “can’t get into port” because of Donald Trump’s executive order 13959.,meter-false,2021,October,21
4716,"Says U.S. left 33 Black Hawks to the Taliban, which has more than “85%” of all countries.",meter-mostly-true,2021,September,1
4717,The bomb threat near the U.S. Capitol on Aug. 19 was a false flag.,meter-false,2021,August,19
4718,Florida Agriculture Commissioner Nikki Fried “suspended gun rights — no due process — just because she says these people were merely ‘involved’ in January 6.”,meter-mostly-false,2021,July,27
4719,“A known antifa member” dressed as a Donald Trump supporter “and caused the Capitol riot” on Jan. 6.,meter-mostly-false,2021,June,21
4720,"Says Emmanuel Macron said, “I no longer have any intention of sacrificing my life, my time, my freedom and the adolescence of my daughters, as well as their right to study properly, for those who refuse to be vaccinated.”",meter-false,2021,July,21
4721,People charged in the Jan. 6 assault on the U.S. Capitol are “political prisoners” and “non-violent trespassers” who have been held in solitary confinement for the past six months.,meter-mostly-false,2021,July,24
4722,“President Biden says he wants to ban handguns.”,meter-false,2021,July,21
4723,“There were no guns whatsoever” at the Capitol riot on Jan. 6.,meter-false,2021,July,11
4724,"Says George Floyd died ""because he had a system full of fentanyl and meth,"" and “beat women and held guns to their pregnant bellies.”",meter-false,2021,July,2
4725,AstraZeneca means “weapon that kills.”,meter-false,2021,June,20
4726,Video shows the Jan. 6 Capitol riot was a “completely peaceful protest.”,meter-false,2021,June,1
4727,"“Watching the TV footage of those who entered the Capitol. … If you didn't know the TV footage was from Jan. 6, you would actually think it was a normal tourist visit.”",meter-false,2021,May,12
4728,Black Lives Matter protest at Iowa Capitol was an “insurrection” like that on Jan. 6 at the U.S. Capitol.,meter-false,2021,April,8
4729,"“You go to a gun show, you can buy whatever you want, and no background check.""",meter-mostly-false,2021,April,8
4730,"Navy SEALs found over 1,000 trafficked children and dead bodies on the Evergreen ship that blocked the Suez Canal.",meter-false,2021,April,3
4731,"In this photo, “Man uses a gun to rob a Texas convenience store. Man was shot by every customer inside the store”",meter-false,2021,March,29
4732,Video says COVID-19 vaccines are “weapons of mass destruction” that “could wipe out the human race.”,meter-false,2021,March,28
4733,Says Sen. Cory Booker wants to require a federal license for gun owners but criticizes voter ID laws as discriminatory.,meter-mostly-true,2019,August,2
4734,"“Less than 500 people a year killed by all rifles combined” and “4,000 a year killed by illegals.”",meter-mostly-false,2021,March,21
4735,"""In 2004, George W. Bush lifted the ban on those (AR-15 type) rifles, and since then, the number of massacres has increased 183%. During the ban, there were 12 incidents. Since he lifted the ban, there were 34 incidents.""",meter-mostly-true,2021,March,23
4736,These 11 mass shootings involved an AR-15-style weapon.,meter-mostly-true,2021,March,22
4737,"“Last week, the Colorado Supreme Court declared that Boulder’s AR-15 ban was unconstitutional. Today, there was a mass shooting in Boulder.”",meter-mostly-true,2021,March,22
4738,"“There was no violence on the Senate side, in terms of the chamber.”",meter-mostly-false,2021,March,20
4739,"“Trump assassination foiled, Deep State in panic mode!”",meter-false,2021,January,30
4740,Says the Biden administration labeled Libertarians terrorists.,meter-false,2021,January,22
4741,"""China was behind the interference and the effort to overthrow our government and the election, election fraud.""",meter-false,2021,January,18
4742,Says President Trump has ordered the military to take over “major corrupt cities” to stay in office and that U.S. citizens will receive emergency alerts on their devices.,meter-false,2021,January,13
4743,"The woman killed during the Jan. 6 U.S. Capitol assault was shot by a Secret Service agent, not Capitol Police.",meter-false,2021,January,7
4744,"The Christmas Day explosion in Nashville, Tenn., was the result of a “missile strike.”",meter-false,2020,December,28
4745,Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a “peaceful” transfer of property from victims to thieves,meter-false,2020,December,8
4746,Says Charles Schumer supports “putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police.”,meter-false,2020,November,16
4747,"""Kyle Rittenhouse used his COVID-19 stimulus check to purchase the AR-15 he used in the fatal Kenosha shooting.""",meter-mostly-true,2020,November,20
4748,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.,meter-false,2020,October,26
4749,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",meter-false,2020,October,17
4750,"Says Joe Biden told a factory worker, “I don’t work for you!” while pointing a finger in the worker’s face.",meter-mostly-true,2020,October,12
4751,"A U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky., and is linked to “a George Soros-funded initiative.”",meter-mostly-false,2020,September,23
4752,“Iran has stockpiled 10 times as much enriched uranium as it had” in 2016.,meter-true,2020,September,13
4753,"Says Rep. Alexandria Ocasio-Cortez and Eugene DePasquale support ""socialized medicine,"" the Green New Deal and defunding the police.",meter-false,2020,August,31
4754,"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people.""",meter-mostly-true,2020,August,26
4755,"“If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now.”",meter-false,2020,August,31
4756,"Says Ady Barkan asked Joe Biden, “Do we agree that we can redirect some of the funding for police?”",meter-false,2020,August,30
4757,“At 17 years old Kyle (Rittenhouse) was perfectly legal to be able to possess that rifle without parental supervision.”,meter-false,2020,August,27
4758,Says Jacob Blake “declared he had a gun in the car and was going to go get it” and was “brandishing” a knife,meter-false,2020,August,26
4759,“Jacob S. Blake is a Child (16 YO Girl) Rapist.”,meter-false,2020,August,24
4760,Photos show that the person who shot three people during a protest over the police shooting of Jacob Blake is a police officer.,meter-false,2020,August,26
4761,“QAnon violence! There is none.”,meter-false,2020,August,20
4762,"Says Kamala Harris said, “If elected & you don’t surrender your guns, I will sign an executive order & the police will show up at your door.”",meter-false,2020,August,11
4763,"“For the first time, the Honor Guard soldiers that march at the Tomb of the Unknown Soldier in Arlington Cemetery have been issued live ammunition.”",meter-false,2020,June,24
4764,People carrying guns can’t wear face masks to protect against the coronavirus because it’s a “class 4 felony.”,meter-false,2020,July,2
4765,An image from the St. Louis protest is “what MSM (mainstream media) won’t show you. Peaceful demonstrator pointing weapon at homeowner.”,meter-false,2020,June,30
4766,"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",meter-false,2020,June,23
4767,"Says Nate McMurray said that “gun owners are part of the most insecure and dangerous club on earth,” that “the NRA are homegrown terrorists,” and that “abortion opponents are the American Taliban.”",meter-mostly-true,2020,June,13
4768,"“Cops in Norway: require 3 years of training, 4 people killed since 2002. Cops in Finland: require 2 years of training, 7 people killed since 2000. Cops in Iceland: require 2 years of training, 1 person killed since ever. Cops in the U.S.: require 21 weeks of training, 8,000+ people killed since 2001.”",meter-mostly-true,2020,June,8
4769,“There were not chemical irritants” used to clear a crowd. Pepper balls are “not a chemical irritant.”,meter-false,2020,June,7
4770,"""Last year, there were nine unarmed black people killed (by law enforcement). Nineteen unarmed white people.”",meter-mostly-false,2020,June,2
4771,"If protesters blocking the road “start banging on your windows, threatening you and trying to get in your vehicle,” it is legal to “hit the gas and plow through them.”",meter-false,2020,May,31
4772,The novel coronavirus was “man-made.”,meter-false,2020,May,15
4773,Says President Donald Trump is “morbidly obese.”,meter-false,2020,May,19
4774,"Prominent Democrats were born in April 1948, ""nine months after"" a UFO crashed near Roswell, N.M.",meter-false,2019,April,17
4775,"""Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?""",meter-false,2020,April,26
4776,“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,meter-false,2020,April,22
4777,Says Bill O'Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.,meter-false,2020,April,11
4778,"Says rival Jill Karofsky wants ""to disarm law abiding citizens.""",meter-mostly-false,2020,March,3
4779,Says “Joe Biden wants to ban 9mm pistols.”,meter-false,2019,November,25
4780,Says a video of Joe Biden and Beto O’Rourke at a Texas Whataburger shows Biden “looking directly into the camera and promising to take away Americans’ guns if elected.”,meter-false,2020,March,4
4781,"Says Joe Biden “attacked voters this primary,” saying “damn liar,” “full of s---” and “dog-faced pony soldier.”",meter-mostly-true,2020,March,10
4782,Says Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,meter-mostly-false,2020,March,6
4783,"On key issues including taxes, health care, the Green New Deal, abortion, and guns, there is “no daylight between” Bernie Sanders and Joe Biden.",meter-mostly-true,2020,March,5
4784,Says Bernie Sanders “voted against the Brady Bill five times for background checks on people.”,meter-mostly-true,2020,March,5
4785,"The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.""",meter-false,2020,March,4
4786,“Corona virus: Florida man arrested for robbery using cough as a weapon.”,meter-false,2020,February,26
4787,"“The coronavirus is the common cold, folks.”",meter-false,2020,February,24
4788,Says the 2008 book “End of Days” predicted the current coronavirus outbreak.,meter-false,2020,February,19
4789,“Violent crime in South Bend doubled during Mayor Pete’s tenure.”,meter-mostly-false,2020,February,10
4790,"""Bloomberg says he wants to ban guns holding more than three rounds.""",meter-mostly-false,2020,February,4
4791,"“The majority of hunters now want universal background checks, the majority of Trump voters.”",meter-true,2020,February,20
4792,Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”,meter-false,2020,February,1
4793,"“In sanctuary cities, local officials order police to release dangerous criminal aliens to prey upon the public instead of handing them over to ICE to be safely removed.”",meter-mostly-false,2020,February,4
4794,"""More than 80% of Republicans think we ought to at least be doing universal background checks.""",meter-true,2020,January,26
4795,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""",meter-false,2020,January,25
