,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
1408,"""The United States is the No. 1 country in the world for energy resources. … We are the king daddy dogs when it comes to energy.""",meter-half-true,2011,August,27
1409,"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""",meter-mostly-true,2011,July,7
1410,"Says President Obama ""has fired more cruise missiles than all other Peace Prize winners combined.""",meter-true,2011,June,15
1411,"""Who are the most consistently misinformed media viewers? … Fox viewers, consistently, every poll.""",meter-false,2011,June,19
1412,"""We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.""",meter-true,2011,June,14
1413,"""Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.""",meter-mostly-true,2011,June,14
1414,"Says the United States is ""the Saudi Arabia of coal.""",meter-mostly-true,2011,May,20
1415,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,meter-false,2011,April,12
1416,"""Foreign aid makes up about 1 percent of our entire budget.""",meter-true,2011,April,13
1417,"""Libya supplies the oil for China. We get no oil from Libya.""",meter-false,2011,April,4
1418,South Korea doesn't pay the United States for U.S. troops that protect their country.,meter-false,2011,March,23
1419,"""American troops have never been under the formal control of another nation.""",meter-false,2011,March,23
1420,"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies.",meter-false,2011,February,9
1421,"""Hitler didn't want unions. Stalin didn't want unions. Mubarak didn't want independent unions. These autocrats in history don't want independent unions.""",meter-true,2011,March,3
1422,"""The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...""",meter-mostly-true,2011,February,14
1423,"""Senator Webb was a reliable vote for President Obama and Senator Harry Reid.""",meter-true,2011,February,9
1424,"The United States is ""the only developed country in the world that has not cut its corporate tax rate.""",meter-half-true,2011,February,11
1425,"Under Hosni Mubarak's rule, ""Egypt received more American dollars than any country besides Israel.""",meter-true,2011,January,30
1426,"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",meter-mostly-false,2011,January,27
1427,"""The New START treaty was passed despite significant concerns among some people in the State and Defense Departments.""",meter-mostly-false,2011,January,25
1428,"""On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.""",meter-mostly-true,2010,December,29
1429,"Said the Washington Post argued that a failure to pass the START treaty this year would be ""no calamity,"" and that the Associated Press said ""the administration concedes the security risk is not immediate.""",meter-half-true,2010,November,28
1430,"""We're the only system of federalism in the world.""",meter-false,2010,November,9
1431,"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.",meter-half-true,2010,July,7
1432,"Georgia is ""the Saudi Arabia of pine trees.""",meter-mostly-false,2010,July,20
1433,"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP.""",meter-mostly-false,2010,June,30
1434,"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""",meter-half-true,2010,June,22
1435,"The White House has ""refused"" international help in dealing with the oil spill.",meter-mostly-false,2010,June,16
1436,"""Brazil got off oil in the last 30 years.""",meter-false,2010,May,2
1437,"""If the space-shuttle program is terminated, Russia and China will be the only nations ...with the capability to launch humans into space.""",meter-true,2010,April,3
1438,"Several times, Obama ""has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""",meter-false,2010,March,2
1439,"""Crist stays in $2,000 a night luxury hotel suites where he racks up $1,300 in mini-bar charges, and doesn't pay for a dime of it himself.""",meter-half-true,2010,March,4
1440,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",meter-mostly-false,2009,October,26
1441,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",meter-true,2009,October,21
1442,"In a now-viral video, ""impressionable youngsters at a public school in New Jersey ... have been instructed to sing the praises of 'Barack Hussein Obama.'""",meter-true,2009,September,25
1443,"""Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.""",meter-mostly-true,2009,September,22
1444,"""Obama has more czars than the Romanovs.""",meter-true,2009,May,30
1445,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",meter-true,2009,May,29
1446,"""Venezuela is a country whose defense budget is probably 1/600th of the United States.""",meter-mostly-true,2009,April,19
1447,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",meter-false,2009,March,25
1448,"""In eighth grade math, we’ve fallen to ninth place.""",meter-false,2009,March,10
1449,"Energy nominee Steven Chu has called coal ""his worst nightmare.""",meter-mostly-true,2008,December,15
1450,"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""",meter-half-true,2008,August,26
1451,"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.""",meter-true,2008,August,9
1452,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",meter-true,2008,July,15
1453,"Barack Obama wants to ""unilaterally disarm our nation.""",meter-false,2008,May,21
1454,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",meter-true,2008,May,27
1455,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president.",meter-mostly-false,2008,March,17
1456,"Italian former Premier Silvio Berlusconi has once again put himself at odds with current Premier Giorgia Meloni by openly criticizing her for meeting with Ukraine’s leader, whom he blamed for the nearly year-old Russian invasion",meter-true,2023,February,13
1457,"Former Premier Silvio Berlusconi has once again put himself at odds with Premier Giorgia Meloni by openly criticizing her for meeting with Ukraine’s leader, whom he blamed for the year-old Russian invasion",meter-true,2023,February,13
1458,The small coal-mining town of Vuhledar on Ukraine’s eastern front line has emerged as a critical hot spot in the fight for Donetsk province,meter-true,2023,February,11
1459,"Amid inflation, power-grid cuts and other pressures applied by Russia and spilling over from the war in Ukraine, Moldova’s government resigned Friday.",meter-true,2023,February,11
1460,President Joe Biden will travel to Poland later this month to rally allies a year after Russia’s assault on Ukraine began,meter-true,2023,February,11
1461,Fierce battles in eastern Ukraine have thrown a new spotlight on a private Russian military group led by a rogue millionaire with longtime links to Russia’s President Vladimir Putin,meter-true,2023,January,28
1462,Efforts to build Kyiv military capacity are both about the current fight and what comes after,meter-true,2023,January,25
1463,U.S. troops will teach Ukrainian forces how to use the Patriot missile defense system at Fort Sill. The training could start as soon as next week.,meter-true,2023,January,10
1464,"The Russian private mercenary group now has 40,000 convicts in battle, taken directly from Russian prisons, U.S. officials say.",meter-true,2022,December,22
1465,Russian President Vladimir Putin said there was no need to mobilize more soldiers now.,meter-true,2022,December,8
1466,Snubs in recent months from Kazakhstan to Tajikistan mark a regional realignment that will only sharpen as sanctions and isolation erode Russia's economic power. ,meter-true,2022,November,30
1467,Abandoned pets roam the streets of ruined front-line towns and villages.,meter-true,2022,November,24
1468,Moscow and Tehran have agreed on a plan to assemble Iranian-designed weapons on Russian soil.,meter-true,2022,November,19
1469,"Since Vladimir Putin’s invasion of Ukraine, a torrent of Russians have arrived in Dubai — seeking refuge from military mobilization and international sanctions.",meter-true,2022,November,17
1470,Gen. Mark Milley has drawn scrutiny for suggesting that winter may present Ukraine an opportunity to explore a peace deal with Russia.,meter-true,2022,November,17
1471,NATO Secretary General Jens Stoltenberg said Wednesday that the explosion in Poland on Tuesday that claimed two lives was probably caused by a Ukrainian missile defending against Russian attack.,meter-true,2022,November,16
1472,"At the G-20 in Bali and COP27 in Egypt, Russia has found itself in an unusual position — a leading topic of discussion rather than a leading player.",meter-true,2022,November,16
1473,"The Polish government said a Russian-made missile fell into the village of Przewodów, about five miles from the Ukrainian border.",meter-true,2022,November,15
1474,"The Group of 20, a club of nations that was founded to tackle the 2008 financial crisis, is desperately seeking a second act.",meter-true,2022,November,13
1475,Ukrainian delegates hope their presence at COP27 will keep the war fresh in people's minds and spark broader discussions about the world's reliance on fossil fuels.,meter-true,2022,November,10
1476,"U.S. monitors have inspected just 10 percent of high-risk weapons sent to Ukraine, as the Biden administration launches new measures to stop arms smuggling.",meter-true,2022,November,1
1477,"Businessman Oleg Tinkov, who publicly criticized Russia's invasion in February, said he “can’t and won’t be associated with a fascist country.” ",meter-true,2022,November,1
1478,"Strikes were reported in Kyiv, Kharkiv, Zaporizhzhia and other regions days after drone strikes damaged Russian warships off the coast of Crimea.",meter-true,2022,October,31
1479,"Yevgeniy Prigozhin, the Russian tycoon behind mercenary group Wagner, personally told Vladimir Putin that military chiefs are mismanaging the war, U.S. officials said.",meter-true,2022,October,25
1480,"As Europe has turned angrily against Moscow's war in Ukraine, Russian digital nomads have flocked to Cyprus, bringing a new buzz to a longstanding expat community.",meter-true,2022,October,23
1481,One of the Islamic State’s newest branches is fueling a brutal conflict that has been raging in northern Mozambique for five years — and this insurgency has global implications.,meter-true,2022,October,20
1482,The increased flow of weapons could help offset steep Russian weapons losses and provide precision-guided munitions like those used in strikes in Ukraine last week.,meter-true,2022,October,16
1483,Kyiv region was hit by drone strikes as NATO defense ministers met in Brussels. Russia's Vladimir Putin met with Turkey’s Recep Tayyip Erdogan in Kazakhstan.,meter-true,2022,October,13
1484,"The nature and tempo of the war have changed in recent weeks, as Ukraine’s forces score victories and Russia retaliates as Putin is backed into a corner. ",meter-true,2022,October,11
1485,Information about dissent in Vladimir Putin's inner circle was deemed significant enough that it was included in President Biden’s daily intelligence briefing.,meter-true,2022,October,7
1486,"The Russian president seems to have a tight grip on power but as military setbacks pile up, there is new speculation about who might want the Kremlin's top job",meter-true,2022,October,6
1487,A billionaire’s half-baked tweet shows the insidious influence of Russian propaganda.,meter-true,2022,October,4
1488,Marina Ovsyannikova made international headlines after protesting the war in Ukraine live on state television in March. ,meter-true,2022,October,4
1489,"Russian President Vladimir Putin announced the illegal annexation of the Donetsk, Luhansk, Kherson and Zaporizhzhia regions at a ceremony in Moscow. ",meter-true,2022,September,30
1490,And one way the staged procedures don’t change anything.,meter-true,2022,September,28
1491,"Vladimir Putin is working to destroy the old international order. Xi Jinping is looking to build a new one, with China at its center. ",meter-true,2022,September,16
1492,"Moscow may look normal after six months of war, but the fissures run deeper.",meter-true,2022,September,8
1493,Inside a Moscow-affiliated church located at the center of American democracy.,meter-true,2022,September,6
1494,"Russia’s Defense Ministry is preparing to buy “millions of rockets and artillery shells” from North Korea as it runs low on weapons in Ukraine, U.S. intelligence says. ",meter-true,2022,September,6
1495,Poland loves coal. But Russia's invasion of Ukraine is pushing Polish citizens to embrace green measures because the shift will free them from Russian fossil fuels.,meter-true,2022,September,6
1496,"“My nervous system is calming down,” said a Ukrainian soldier who lost a leg to shrapnel. “I no longer have nightmares.”",meter-true,2022,September,2
1497,The Black Sea peninsula has returned to the spotlight with Russia's invasion of Ukraine and recent blasts at an ammunition depot and air base there.,meter-true,2022,August,18
1498,"A Washington Post examination of the road to war in Ukraine, and Western efforts to unite to thwart the Kremlin’s plans, draws on extensive interviews with more than three dozen senior U.S., Ukrainian, European and NATO officials.",meter-true,2022,August,16
1499,The country's military is seeking to regain territory along the Black Sea coast.,meter-true,2022,August,12
1500,Russia’s occupation of eastern Ukraine has given it control over some of the most mineral-rich lands in Europe. ,meter-true,2022,August,10
1501,"Ukraine officials stopped short of claiming credit for the attacks on a base in Russian-controlled territory, which would mark a dramatic escalation in the war.",meter-true,2022,August,10
1502,"French President Emmanuel Macron visited Cameroon this week, calling the entire continent out for “hypocrisy."" The leader’s remarks showed a sharp contrast with those of another current visitor to the continent: Russian Foreign Minister Sergey Lavrov. ",meter-true,2022,July,28
1503,"That puts civilians at risk, research shows",meter-true,2022,July,27
1504,"Daria Kasatkina, Russia’s highest-ranked women's tennis player, took a stand on LGBTQ rights and the war in Ukraine in an interview.",meter-true,2022,July,20
1505,The ultimate outcome of this bloody conflict remains uncertain.,meter-true,2022,July,20
1506,The victims struggle to cope with stigma and shame. ,meter-true,2022,July,13
1507,The Pentagon announced a new shipment of four multiple-launch rocket systems to Ukraine as part of a $400 million package that also included additional ammunition and other supplies.,meter-true,2022,July,8
1508,Officials in previous conflicts often eluded concerns whether success was sustainable.,meter-true,2022,July,2
1509,"Caught in a price squeeze for both oil and fish, thousands of ""chippy"" shops could go out of business this year in Britain. ",meter-true,2022,July,2
1510,"More than 7 million Somalis face acute food insecurity, with almost 250,000 at risk of imminent starvation. ",meter-true,2022,June,30
1511,"“If Putin was a woman … I really don’t think he would’ve embarked on a crazy, macho war of invasion,” the British prime minister told German broadcaster ZDF.",meter-true,2022,June,29
1512,"Biden, in Germany for the G-7 summit, said gold is “a major export that rakes in tens of billions of dollars for Russia.”",meter-true,2022,June,26
1513,"Lithuania is enforcing sanctions on goods shipped to Kaliningrad, which is surrounded by NATO members and physically separated from the rest of Russia. ",meter-true,2022,June,21
1514,U.S. aid to Ukraine is good — but not good enough. ,meter-true,2022,June,20
1515,"As of today, more than 100 million people have been forced to flee their homes — more than 1 percent of humanity.",meter-true,2022,June,17
1516,The war transformed Ukraine from a breadbasket into a free-fire zone — with tragic global consequences. ,meter-true,2022,June,17
1517,"A poll of Europeans from 10 countries suggests public attention may turn to fears about the war's wider impact, including the rising cost of living.",meter-true,2022,June,15
1518,"The countries said the deal to settle their 50-year dispute over Hans Island, an uninhabited outcropping in the Arctic, shows how conflicting claims can be resolved peacefully.",meter-true,2022,June,15
1519,"While the Ukraine war and the pandemic might fade with time, experts say, climate change has become a persistent threat to food security, making it more difficult to respond to unforeseen shocks.",meter-true,2022,June,13
1520,"Short of staff, supplies and water, and facing impending Russian attack, these doctors refuse to flee.",meter-true,2022,June,11
1521,"The Russian czar's embrace of Europe, however, is in stark contrast with President Vladimir Putin's isolation from the West. ",meter-true,2022,June,10
1522,The dilemma is that non-Russian troops are dying to suppress a Ukraine that Putin claims is part of Mother Russia. ,meter-true,2022,June,10
1523,"Estonia, Latvia and Slovakia join a multinational effort to investigate war crimes during Russia’s invasion of Ukraine.",meter-true,2022,June,1
1524,Americans and other foreign fighters who’ve taken up arms against Russia describe glaring disparities between what they expected and what they’ve experienced. ,meter-true,2022,May,29
1525,"For Davos regulars, more accustomed to talking about global interconnectedness than geopolitical ruptures, it’s a strange new world. ",meter-true,2022,May,25
1526,Those who provide history and context around the conflict should not be silenced or smeared.,meter-true,2022,May,24
1527,Sweden and Finland’s accession into NATO was supposed to be straightforward. But then Turkey entered the stage.,meter-true,2022,May,20
1528,This week's Free for All letters.,meter-true,2022,May,13
1529,The Biden administration aims to show that its heavy involvement in the Ukraine war is not a distraction from its priorities to the East. ,meter-true,2022,May,13
1530,"U.N. human rights commissioner Michelle Bachelet called the scale of civilian killings areas around the Ukrainian capital formerly occupied by Russian troops ""shocking.""",meter-true,2022,May,12
1531,"The pandemic didn't go away, but global attention may be elsewhere.",meter-true,2022,May,12
1532," The vast majority of Ukrainian refugees are women and children, the two groups most vulnerable to falling victim to labor and sexual abuse",meter-true,2022,May,11
1533,Experts anticipated a Moscow-led cyber assault; instead unprecedented attacks by hacktivists and criminals have wreaked havoc in Russia ,meter-true,2022,May,1
1534,"""When I see those destroyed buildings, I must say what I feel. I imagined my family in one of those houses that is now destroyed and black,” said the secretary general in Borodyanka, Ukraine.",meter-true,2022,April,28
1535,"Muslims join the war effort as fighters or volunteers: ""We’re the minority here, but we’re a part of this country. We must do something.""",meter-true,2022,April,28
1536,"The country is often seen as a quirk of geography and history, though it also became more worryingly known as a murky hub for organized crime and people smuggling.",meter-true,2022,April,28
1537,"Military expenditures increased worldwide in 2021, according to the Stockholm International Peace Institute, surpassing $2 trillion for the first time. ",meter-true,2022,April,25
1538,Greenpeace protesters want the Norwegian government to impose an embargo on Russian oil imports in response to the war in Ukraine.,meter-true,2022,April,25
1539,"New York is home to the largest number of Ukrainian and Russian immigrants in the United States. ""Since the war began, we live in two time zones.""",meter-true,2022,April,25
1540,"An adviser to Ukraine's president accused Russia of a surge in airstrikes on Mariupol's Azovstal Iron and Steel Works and alleged that invasion forces are preparing to storm the site, where remaining defenders and many civilians are holed up.",meter-true,2022,April,23
1541,"A Mariupol resident has created a website to track the missing and dead, providing a window into the grim toll of Russia's war in Ukraine.",meter-true,2022,April,22
1542,U.N. Development Program warns of massive shocks from the conflict,meter-true,2022,April,21
1543,U.S. commanders think the next two to four weeks could be decisive.,meter-true,2022,April,20
1544,"With no sign of an early end to the war in Ukraine, the risk is growing that the conflict will tip a fragile global economy into recession.",meter-true,2022,April,12
1545,Marina Ovsyannikova has joined Germany's Die Welt a month after she interrupted a live Russian state TV broadcast to protest the war in Ukraine.,meter-true,2022,April,12
1546,Here’s what our survey of Middle East scholars found.,meter-true,2022,April,11
1547,"Ukraine's president has called for global protests in solidarity with his country, and demonstrators have taken to the streets in many nations to protest the Russian invasion.",meter-true,2022,April,9
1548,"The 41-year-old mother's mental health had deteriorated after her native Russia invaded Ukraine, her husband told police.",meter-true,2022,April,8
1549,"The open-ended war in Ukraine has thrown the Pentagon’s long-term planning into question, with senior U.S. defense officials expected to revamp how they deploy military forces in Eastern Europe and the Baltics amid deepening anxiety over Russia’s broader ambitions.",meter-true,2022,April,6
1550,"The war in Ukraine looms large, but it hasn’t fundamentally shifted the election’s key currents.",meter-true,2022,April,5
1551,"Russian troops left a Danish island after World War II, offering a blueprint for getting them out of Ukraine.",meter-true,2022,April,4
1552,"Sieges, bombardments of civilian areas, disinformation: These are the tactics Russia is recycling in Ukraine from its intervention in Syria.",meter-true,2022,March,31
1553,"The E.U. is expected to pressure China over its support for Russia, while Beijing is said to be dismayed with the bloc's backing of the U.S. position on the war in Ukraine.",meter-true,2022,March,31
1554,"Thousands of IT professionals are fleeing the country, creating a brain drain that may never be reversed.",meter-true,2022,March,29
1555,The Russian president has given no signs of wavering despite mounting military losses.,meter-true,2022,March,27
1556,"NATO estimates that up to 40,000 Russian troops have been killed, wounded or taken prisoner so far in Ukraine, a senior alliance official said.",meter-true,2022,March,24
1557,"“A month ago, I was busy wearing a suit and tie,” says a Ukrainian lawyer turned soldier. “Now I command 140 people.”",meter-true,2022,March,24
1558,"Though the U.S. has warned China against aiding Russia in its war, Xi Jinping has made a long-term bet on military cooperation with Russia.",meter-true,2022,March,21
1559,"For Gen Xers who grew up with songs like Frankie Goes to Hollywood’s “Two Tribes” and movies like “The Day After,” 1980s Cold War pop culture is feeling uncomfortably timely again.",meter-true,2022,March,20
1560,Conservative lawmakers are now fast-tracking legislation that would allow large-scale mining in the pristine territory.,meter-true,2022,March,19
1561,"India, the world’s biggest oil importer behind China and the United States, has agreed to purchase 3 million barrels of Russian oil at a heavy discount, an Indian official said.",meter-true,2022,March,17
1562,This collection of audio stories covers topics such as America's broken health-care system and parenting.,meter-true,2022,March,17
1563,The food price surge will also complicate global efforts to fend off hunger in conflict-ridden and fragile states.,meter-true,2022,March,11
1564,"As the war heats up, dozens of distant countries are set to feel the burn.",meter-true,2022,March,8
1565,They've got some explaining to do.,meter-true,2022,March,4
1566,"Recent anti-Russian sentiment in the U.S. shows the frustration many Americans feel toward the war in Ukraine, as well as a lack of understanding about the conflict, one expert said.",meter-true,2022,March,4
1567,Here’s what you need to know about SWIFT and the debate about whether to pressure the network to exclude Russian financial institutions.,meter-true,2022,February,26
1568,,meter-true,2022,February,20
1569,The sharp uptick in firing from the separatists’ side over the past three days has shaken even the war-weary.,meter-true,2022,February,20
1570,It was the first effort in three years to wind back Europe’s most significant military conflict.,meter-true,2019,December,9
1571,"Hackers leaked the names, telephone numbers, e-mail addresses, affiliations, and travel dates of journalists,  human rights activists onto vigilante websites that have been used to unmask opposing fighters in southeast Ukraine's two year-old war.",meter-true,2016,May,27
1572,hursday’s commemoration was an eerie throwback to the Soviet era.,meter-true,2023,2023,2023
1573,"In early 1917, protests dislodged a brutal and corrupt system, but it ended badly",meter-true,2014,April,5
1574,"Before the Ukraine war, Volodymyr Zelenskyy travelled to western European capitals as a junior partner from one of many poorer eastern countries",meter-true,2023,February,11
1575,Ukraine’s wartime leader Volodymyr Zelenskyy has now been bestowed with France’s highest medal of honor,meter-true,2023,February,10
1576,Chevron and ExxonMobil posted record profits as the Ukraine war and sanctions on Russia left the global energy supply out of balance.,meter-true,2023,January,31
1577,The Bulletin of the Atomic Scientists set the symbolic Doomsday Clock for the first time since the Ukraine war revived fears of nuclear disaster.,meter-true,2023,January,23
1578,"Andrey Medvedev left the mercenary Wagner Group after witnessing its killing of the group's deserters during the Ukraine war, according to a Russian human rights group.",meter-true,2023,January,17
1579,"Russian President Vladimir Putin spoke with Chinese President Xi Jinping, seeking to strengthen ties as the Ukraine war deepens his international isolation.",meter-true,2022,December,30
1580,"Sébastien Lecornu's visit, which includes a working meeting to discuss future French support for Ukraine's war effort, marks his first trip since the invasion began.",meter-true,2022,December,28
1581,"The country's defense industry, long driven by persistent threats from the North, sees new opportunities to sell globally because of the Ukraine war. ",meter-true,2022,December,23
1582,"The Russia-Ukraine war, the Musk-Twitter saga and Roe v. Wade dominated debates.",meter-true,2022,December,22
1583,We must act now to shape the post-Ukraine war world.,meter-true,2022,December,20
1584,"What's it like to be a 21st-century czar? There are turkeys, fertilizer and a lot of bluster about the Ukraine war.",meter-true,2022,December,5
1585,Poland is a member of NATO. A strike on the country could thus mark a pivotal moment in the Russia-Ukraine war — depending on what actually happened.,meter-true,2022,November,16
1586,"The U.K.-based Collins's Dictionary names ""permacrisis,” an extended period of instability, as its word of the year amid the Ukraine war and rising inflation.",meter-true,2022,November,1
1587,"Diplomacy can’t stop the Ukraine war, alas. But it can avert a nuclear catastrophe.",meter-true,2022,October,28
1588,In today's edition …  Why Democrats are increasingly nervous about California … The Fetterman-Oz debate … Beth Reinhard and Colby Itkowitz dig into Fetterman's time as mayor … In the States: Tobi looks at ballot initiatives on voting … What we're watching: Fall out from the CPC's Ukraine war letter.,meter-true,2022,October,26
1589,"Javaid comes to General Assignment from the New York Times, where she spent part of 2022 covering the Ukraine war and other news for the Live Desk.",meter-true,2022,October,18
1590,The Marshall Plan gave economic aid to Europe and forged an alliance against the USSR 75 years ago. The Russia-Ukraine war is testing its legacy.,meter-true,2022,October,8
1591,A Russian gamble should not force the United States to directly engage in the Ukraine war. ,meter-true,2022,October,7
1592,The European Union is shoring up its resources as temperatures drop and energy supplies remain tight because of the Ukraine war.,meter-true,2022,October,5
1593,Russia’s failure to broker peace between Armenia and Azerbaijan underscores how the Ukraine war has hindered Moscow’s power along its borders. ,meter-true,2022,September,30
1594,The survey data suggests that young married men may start opposing the Ukraine war,meter-true,2022,September,21
1595,"The Ukraine war is not over by any means, but the counteroffensive in Kharkiv has exposed anew President Vladimir Putin’s catastrophic miscalculations.",meter-true,2022,September,13
1596,"The car explosion that killed Daria Dugina, the daughter of Vladimir Putin ally Alexander Dugin, is becoming a flash point in the Russia-Ukraine war. ",meter-true,2022,August,21
1597,"Consumers around the world are experiencing shortages of their favorite foods due to the Ukraine war, cost of living crisis, inflation and coronavirus pandemic. ",meter-true,2022,August,18
1598,"Five months into the Ukraine war, new research backs up Ukrainian officials' concerns that Russian propaganda continues to spread via social media.",meter-true,2022,August,10
1599,The unwillingness to punish President Vladimir Putin for a killing in Berlin ordered by Moscow added to the Kremlin’s sense of impunity before the Ukraine war.,meter-true,2022,August,5
1600,"BP’s blockbuster second-quarter 2022 results were driven by higher fuel prices, the Ukraine war and a surge in global demand.",meter-true,2022,August,2
1601,"The new president, Ranil Wickremesinghe, must now confront upheaval unleashed by the pandemic and Ukraine war.",meter-true,2022,July,23
1602,Russian President Vladimir Putin has been portrayed as more eccentric and irrational in the lead-up to the Ukraine war and in the following months.,meter-true,2022,July,21
1603,The Ukraine war shows the importance of expanding the alliance.,meter-true,2022,June,20
1604,Concerns are growing that inflation will erode support for the Ukraine war among Western allies and entrench Russian gains.,meter-true,2022,June,16
1605,"Speaking at the World Economic Forum in Davos, Switzerland, Kissinger urged the West to not seek an embarrassing defeat for Russia in Ukraine, warning it could worsen Europe’s long-term stability.",meter-true,2022,May,24
1606,Users of smart televisions and some digital platforms in Russia reported seeing an anti-Ukraine-war message on their screens.,meter-true,2022,May,9
1607,The CIA published instructions for how Russians disaffected by the Ukraine war can covertly volunteer information using an encrypted conduit to the agency’s website. ,meter-true,2022,May,3
1608,Western resolve is hardening in the Ukraine war. ,meter-true,2022,April,27
1609,"The Russian military isn’t ""woke."" The Ukraine war is showing why that’s a weakness, not a strength.

",meter-true,2022,April,11
1610,Mixed signals from Zelensky leave West confused about possible settlement to end Russia-Ukraine war,meter-true,2022,March,19
1611,The Ukraine war’s creepiest byproduct is its demonstration of the utility of nuclear weapons. Russia’s invasion shows that a nuclear power can engage in vicious regional aggression without paying the most severe price.,meter-true,2022,March,18
1612,"In his response, Biden’s tone was that of a leader who understands that Ukraine’s war is necessary, just — and likely to go on.",meter-true,2022,March,17
1613,"A meeting of defense ministers called to discuss responses to the Ukraine war focused on ways to permanently shore up NATO’s defenses against Russia on air, sea and land.",meter-true,2022,March,16
1614,"Russia sought to declare Facebook an extremist organization and YouTube blocked Russian state media channels worldwide on Friday, an escalation of the tit-for-tat between Silicon Valley companies and Russia as the Ukraine war enters its third week.",meter-true,2022,March,11
1615,The battle over casualties in the Ukraine war is just beginning.,meter-true,2022,March,11
1616,Harris is visiting Poland and Romania amid Ukraine war to reassure allies worried they might be next in Russia’s crosshairs. Warsaw's eagerness to provide planes to fight in Ukraine -- an idea the U.S. opposes -- has suddenly made the diplomatic mission more sensitive.,meter-true,2022,March,10
1617,Joint Chiefs of Staff Chairman Gen. Mark A. Milley is walking a tightrope: Support Ukraine’s war against Russia — but contain that war within Ukraine’s borders.,meter-true,2022,March,5
1618,Journalists analyze some Ukraine war videos pixel-by-pixel to make sure they aren't bogus.,meter-true,2022,March,3
1619,Federal Reserve Chair Jerome H. Powell told lawmakers Wednesday that “we will proceed carefully as we learn more about the implications of the Ukraine war for the economy.”,meter-true,2022,March,2
1620,"Our expectation of interactivity has us ""participating"" in Ukraine's war.",meter-true,2022,March,2
1621,"The session began with the Jan. 6 attack, and ended with the surprise appearance of Ukraine’s wartime president. Plenty happened along the way. ",meter-true,2022,December,29
1622,The group represents a key weapon in Ukraine’s wartime arsenal: The will of everyday people to risk their lives to defend their nation.,meter-true,2022,August,21
1623,"The Biennale announced that it will include work from Ukraine’s Wartime Art Archive in the “Piazza Ucraina,”",meter-true,2022,April,17
1624,"The Senate Judiciary Committee chairman said a “process” is in place to verify such data from Ukraine, warning “it could be Russian propaganda.”",meter-true,2020,February,9
1625,Neutral Austria has come under heavy criticism for granting visas that will allow sanctioned Russian lawmakers to attend a Vienna meeting of the Organization for Security and Cooperation in Europe,meter-true,2023,February,12
1626,The risk of nuclear escalation in Ukraine means our support cannot be unlimited.,meter-true,2023,February,10
1627,"If approved, the move would authorize U.S. Special Operations troops to employ Ukrainian operatives to observe Russian movements and counter disinformation.",meter-true,2023,February,10
1628,A retired army general has defeated a populist billionaire in a runoff vote to choose the new president of the Czech Republic,meter-true,2023,January,28
1629,Allied defense officials will meet in Brussels this week. NATO chief Jens Stoltenberg said Russia's spring offensive is underway.,meter-true,2023,February,13
1630,Ukraine’s ambassador to Britain made the comments after Polish President Andrzej Duda cast doubt on sending Kyiv F-16 warplanes.,meter-true,2023,February,13
1631,"Peace talks with Russia remain “out of the question,” a senior Ukrainian official said, after almost a year of conflict.",meter-true,2023,February,12
1632,"Ukrainian President Volodymyr Zelensky is set to address the European Parliament after visits to London and Paris, where he requested warplanes and weapons.",meter-true,2023,February,9
1633,"“I will leave Parliament thanking all of you in advance for powerful English planes,” Zelensky said toward the end of his speech, to laughter and applause.",meter-true,2023,February,8
