,claim
4403,"""Almost 1,000 people a day"" are moving to Florida ""because they are more free here than they are in some other states."""
4407,"""Nearly 25 percent of all automobile accidents are caused by texting while driving."""
4412,"""In other jurisdictions where (a domestic partnership registry) has been enacted, we have seen that fewer people enter into marriage."""
4413,"If the sequester hits, federal prosecutors will have to ""let criminals go."""
4414,"Says after Hurricane Sandy, New York Mayor Michael Bloomberg ""refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!"""
4415,"""The group that supported the president’s health care bill the most? Latinos."""
4416,"Employers and schools have no right to conduct ""surveillance of a dorm room or a worker’s cubicle."""
4429,"Says Barack Obama was silent on Iran ""when the students took to the streets in Tehran and the people there protested, (and) the Green Revolution occurred."""
4435,"Voter identification laws make it complicated and expensive to get an ID, essentially instituting a modern-day poll tax."
4437,"""Mitt Romney’s platform ...won't protect the mortgage interest (tax) deduction for middle-class families."""
4440,"Says Barack Obama ""robbed Medicare (of) $716 billion to pay for ... Obamacare."""
4446,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.
4454,"""As Governor: Romney did not keep public safety funding in line with inflation."""
4463,"Says the Department of Homeland Security has ordered ""enough rounds of .40 caliber ammunition to kill every man, woman and child in the United States,"" possibly to combat ""massive civil unrest"" or ""an invasion by a foreign power."""
4473,"Says Wisconsin Assembly Republicans voted to repeal a law that ensures ""that women cannot get paid less than a man for doing the same job."""
4475,"The Atlanta area’s water planning district ""is now the national leader in conservation."""
4479,"Without U.S. Senate action, Texas will have more federal judicial vacancies this year than any other state."
4492,"When Georgia tightened its voter identification laws, the state sent a van and photographer to the homes of people who needed photo IDs and made them for free."
4498,"A bill supported by Gov. Scott Walker makes it ""so that drunk drivers who kill have an easier time of it."""
4505,"""Senate Bill 5 makes it harder for nurses to give the patients the quality care they need."""
4517,Says Rick Perry flip-flopped on gay marriage by first saying it was a state’s rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage.
4528,"""(Birmingham, Ala.) is the cradle of the civil rights movement."""
4535,"""Every time you buy an airline ticket, the federal government runs a background check on you."""
4544,"Republicans offered Wisconsin bar patrons ""free shots (of alcohol) to sign recall petitions against"" Democrats."
4547,"""Full marriage equality [would provide same-sex couples] with about 1,700 rights."""
4554,"In fighting collective bargaining changes, Democrats are trying to ""protect a system that pays unionized government workers 42 percent more than non-union workers."""
4572,"""The Greenest County in America."""
4598,"""As Washington debates cracking down on the big Wall Street banks, I’ve passed legislation that does so."""
4601,"""Across the country, more than half of the U.S. attorney seats remain without a prosecutor chosen by Obama."""
4619,"About 750,000 people die in China each year from auto emissions."
4620,"""Health care mandate will require imprisonment and fines for Americans who can’t afford to purchase insurance or pay hefty government penalties."""
4623,"Van Jones ""is an avowed, self-avowed radical revolutionary communist."""
4625,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries."""
4627,"Sotomayor ""ruled against the white firefighter — Ricci and other white firefighters — just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded."""
4630,"It is ""the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts."""
4634,"""Mr. Warren compared same-sex couples to incest."""
4649,"""The board of a nonprofit organization on which Obama served as a paid director ... granted funding to a controversial Arab group."""
4654,"""Hillary interned with Bob Treuhaft, the head of the California Communist Party."""
4657,"""I saw my father march with Martin Luther King."""
4670,Three court rulings since May 2022 “have made it clear that it is unconstitutional to ban someone between the ages of 18 and 20 from being able to buy an AR.”
4674,"""The IRS is about to double in size, with 87,000 new armed agents and an additional $80 billion in order to primarily enhance IRS enforcement and operations.”"
4681,"John Fetterman wants to “eliminate life sentences for murderers."""
4700,"At the start of the COVID-19 pandemic, Judge Ketanji Brown Jackson advocated that “each and every criminal defendant in D.C. Corrections custody should be released.”"
4711,A Black Lives Matter administrator was arrested in a 1983 bombing at the U.S. Capitol.
4716,"Says Raz Simone “conquered” part of Seattle, handed out guns to form a paramilitary force that murdered three people, robbed the locals and walked away without being questioned."
4725,Florida Agriculture Commissioner Nikki Fried “suspended gun rights — no due process — just because she says these people were merely ‘involved’ in January 6.”
4726,“A known antifa member” dressed as a Donald Trump supporter “and caused the Capitol riot” on Jan. 6.
4728,People charged in the Jan. 6 assault on the U.S. Capitol are “political prisoners” and “non-violent trespassers” who have been held in solitary confinement for the past six months.
4736,"“You go to a gun show, you can buy whatever you want, and no background check."""
4741,"“Less than 500 people a year killed by all rifles combined” and “4,000 a year killed by illegals.”"
4745,"“There was no violence on the Senate side, in terms of the chamber.”"
4758,"A U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky., and is linked to “a George Soros-funded initiative.”"
4777,"""Last year, there were nine unarmed black people killed (by law enforcement). Nineteen unarmed white people.”"
4785,"Says rival Jill Karofsky wants ""to disarm law abiding citizens."""
4789,Says Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”
4796,“Violent crime in South Bend doubled during Mayor Pete’s tenure.”
4797,"""Bloomberg says he wants to ban guns holding more than three rounds."""
4800,"“In sanctuary cities, local officials order police to release dangerous criminal aliens to prey upon the public instead of handing them over to ICE to be safely removed.”"
4803,"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone."""
4811,Says guns are required to be registered.
4812,"""Iran will be shooting at our soldiers with bullets, etc., purchased with the $150 billion Obama gave them."""
4819,"Says in his 2000 book ""I was talking about Osama bin Laden. I said, ‘You have to kill him. You have to take him out.’"""
4820,"Says ""red flag laws"" allow gun seizure without a judge’s involvement: ""They take it away first. Then you have to get permission from a judge to do it."""
4825,"""Over 90% of the American people think we have to get assault weapons off the street  — period."""
4829,"""We made a ridiculous deal (with Iran). We gave them $150 billion. We gave them $1.8 billion, and we got nothing."""
4830,"In Australia ""they went and confiscated all the guns. You know who did what Australia did? Venezuela."""
4831,"""97% of murders occur with handguns."""
4841,"Says ""Joe Biden calls for gun ban."""
4846,"""Anybody can buy any weapon, any time without much, if any, regulation. They buy it over the internet. They can buy machine guns."""
4848,"""Nowadays, there is more regulation over toy guns than real ones."""
4853,"""The F-35 bombers, scheduled to arrive in Burlington this fall, have been designated with a nuclear mission."""
4861,"""Caravan Violence: Invaders Shoot At Police, Set Fire To Immigration Checkpoint"""
4872,"""We passed the toughest gun control law in the United States of America, the SAFE Act."""
4878,"On assault weapons, Supreme Court nominee Brett Kavanaugh’s position is ""way out of the judicial mainstream, far to the right of even late Justice Scalia."""
4880,"Says Bill Clinton ""spent $3 billion and got nothing. And (North Korea) started making nuclear weapons a day later."""
4881,"On Mike DeWine's record as attorney general: ""Opioid deaths have tripled on his watch and there have been cuts to funds for first responders and people in the community fighting the crisis."""
4897,"Says that in the U.S. Capitol, ""Stephen F. Austin’s and Sam Houston’s statues"" are ""the only ones holding a rifle or a sword."""
4906,"""The Obama administration had cut $300 million from school safety."""
4908,"President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia."""
4909,"Florida’s school marshal program passed by the Florida House is the ""first-of-its kind."""
4911,"In comparing mass shootings, ""France had a higher casualty rate in one year than the entire two administrations of Barack Obama."""
4914,"In most states, you can buy an assault rifle with no proof of ID, but in every state, you need proof of ID to vote."
4921,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal."""
4924,"""Bump stocks are already illegal in the state of New York. You can't buy one."""
4929,"""People who die from a home invasion make up a sad but minuscule .04% of all gun murders in the U.S. And over a third of them are killed by their own gun that the criminal has either stolen or wrestled from them."""
4944,"""Sanctuary cities are extremely dangerous."""
4946,"Says Iran has ""violated the terms of the (nuclear) deal."""
4960,"""In our nation’s capital, killings have risen by 50 percent."""
4965,"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city."
4968,"Hillary Clinton said gun confiscation ""would be worth considering."""
4974,"Says Donald Trump ""never said that"" more nations should get nuclear weapons."
4976,"Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia."""
4978,"""Brock Turner’s early release will be a regular occurrence if Prop. 57 passes."""
4979,"Says Marco Rubio voted ""against every bill that would have helped keep our families safe. He even voted against a bipartisan measure, introduced by a Republican, to prevent people on the no-fly list from purchasing guns."""
4983,"The Obama administration gave Iran ""$400 million in ransom payment cash."""
4985,"Says Donald Trump ""has been talking about the option of using a nuclear weapon against our Western European allies."""
4990,"Says Hillary Clinton's Iran nuclear deal ""lined the pockets of the world's number one state sponsor of terrorism with your money."""
4993,"Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, ""I can't say that."""
4997,"""Thanks to (North Carolina’s) governor and the legislature, the average teacher salary can barely support a family."""
4998,"""You can’t get on an airplane, but more than 2,000 people on that list have been able to buy a gun."""
5001,"""Assault rifles already are banned."""
5003,"The rifle used by Omar Mateen ""shoots off 700 rounds in a minute."""
5015,"The decision for the United States to buy heavy water from Iran ""will directly subsidize Iran’s nuclear program."""
5016,"Says Bernie Sanders ""has been largely a very reliable supporter of the NRA."""
5026,"""Gene Green is the NRA’s favorite Democrat in Congress. ... ""It’s no wonder the congressman has a lifetime A rating from the NRA."""
5037,"""Everywhere that we have more citizens carrying guns, crime is less. There's a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent."""
5040,"Oregon’s Umpqua Community College ""where the shooting occurred was a gun-free zone."""
5044,"""After Sandy Hook, Ted Cruz stopped Obama’s push for new gun control laws."""
5045,"""It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows."""
5070,"""Once again, a police officer has been killed with an illegal gun from Georgia – a state that last year did the NRA’s bidding and weakened its already lax gun laws."""
5075,"""It’s estimated that 40 percent of all the guns that are sold in the United States occur with no background records check."""
5083,"""According to the state of Florida, you are almost twice as likely to be attacked by an alligator than by someone who happens to carry a conceal-and-carry permit."""
5085,"Says that ""Susan Rice, the president's national security adviser, has already conceded that Iran will have a robust uranium enrichment capability."""
5086,"""Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day."""
5087,"""The Iranian parliament will get to say yes or no on this deal, and I think the United States Congress should have the exact same input into the process."""
5089,"""There are at least three sectors of the border, one in particular, that are just completely insecure."""
5090,"Says ""President Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used"" assault rifle bullets."
5096,"""We've caught Iran cheating on the interim (nuclear) deal."""
5103,"Republicans ""made it easier to buy a gun"" in states they won in 2010."
5113,"Since 1999, 440 people have been killed in attacks on church property in the United States."
5114,"""For the first time in history, (Thor’s) hammer is being held by a woman."""
5117,An average of nine children a day in the U.S. die of gunshot wounds.
5129,"Earth ""has not warmed for the last 17 years."""
5130,"""Georgia lawmakers are now considering passing the most extreme gun bill in America."""
5138,"""The administration was kicking and screaming all the way with these sanctions being put in place (on Iran)."""
5139,"""Florida sheriffs unequivocally support"" the ""stand your ground"" law."
5143,Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.
5144,"The book Little Red Riding Hood is something ""that’s been banned in America,"" but not assault weapons."
5152,"A law that mandates fingerprinting for gun purchasers is ""a requirement that's reduced gun crimes in the five states where it's the law."""
5153,"When Susan Rice spoke about Benghazi on Sunday news shows, she said ""that al-Qaida might be involved, or other al-Qaida affiliates might be involved, or non-al-Qaida Libyan extremists, which I think demonstrates that there was no effort to play that down."""
5155,"Proposed gun control legislation ""will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database"" and make it ""nearly impossible"" to get a permit to carry a concealed weapon."
5159,"Ché Guevara ""wrote extensively about the superiority of white Europeans over people of African descent."""
5179,"Says Chuck Hagel has called for ""an end to our nuclear program."""
5193,"""One of the key things about Leonard Lance is that in 2008, when you look at [the] Project Vote Smart website, he was not for guns. Now he has gone too far to the right, saying that you can carry concealed weapons in national parks."""
5195,"""For his first interview as president, Barack Obama chose Arab TV for an apology."""
5210,Says Milwaukee County buses are no less safe now than a year or two ago.
5218,"""You are prohibited from walking into the Capitol with a gun, but you can go after the County Commission or the School Board."""
5220,"Says unemployment in Trenton is ""twice as much as what we see in every other area of the state"" and, as a result, ""we have seen an increase in crime."""
5235,"""Fiorina's plan would mean slashing Social Security and Medicare."""
5249,"Mexican government officials ""hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country."""
5268,"John McCain worries about nuclear waste in Arizona, but not in Nevada."
5287,“We have seen over the last 10 years ... under Republican governors a rise in the murder rate in Arizona of 20%.”
5289,"Says Gov. Tony Evers would, “allow the government to use red flag laws to confiscate your firearms without due process.”"
5290,Blake Masters “wants to privatize” Social Security.
5296,"“With Proposition 1, the number of abortion seekers from other states will soar even higher, costing taxpayers millions more.”"
5303,"Ron DeSantis ""opposes any background checks on guns, even for violent criminals."""
5305,"""38,000 Texans had their license to carry denied, revoked, or suspended over the last five years because law enforcement deemed them too dangerous to carry a loaded gun in public. But thanks to Greg Abbott's new law, they don't need a license to carry anymore."""
5318,"""We need to realize that people who think that ‘well, maybe if we could just implement tougher gun laws, it’s going to solve it,’ Chicago and LA and New York disprove that thesis."""
5341,Democrats “are trying to ban voter ID.”
5344,A video shows “your packages were rerouted and have arrived in the port of Miami” as a result of Gov. Ron DeSantis.
5345,“Violent crime rate dropped like a rock following West Virginia’s adoption of permitless carry.”
5351,"""No other country on the planet witnesses the number of gun deaths that
we do here in the United States, and it’s not even close."""
5365,"Police defunding is to blame for “skyrocketing murder rates” in Philadelphia, Minneapolis, Portland, New York City, Chicago, Los Angeles and Washington, D.C."
5367,"“If you look at some of these places that (reduced police funding), they’ve already seen crime go up."""
5377,"Says Denzel Washington said, “I support police over BLM, don’t put them down!”"
5390,Photo shows “all the men who have killed police officers this year (2020).”
5415,Says America’s most violent cities are that way because of their Democratic politics
5436,"On red-flag laws says, ""What (Democrats) wanted to do was say, ‘I think you might do something, so I’m going to take away your gun and make you prove you wouldn’t do it."""
5442,"""75-100 folks (are) killed a month and over 200 wounded by senseless gun violence."""
5444,"Universal background checks involve asking people ""to submit the serial numbers to their guns to a state or federal official,"" and that violates the Second Amendment."
5447,"Dan Helmer ""believes in abolishing our private insurance system."""
5459,"Law-abiding gun owners stop crimes ""2.5 million times a year,"" according to the federal Centers for Disease Control."
5463,"""Chicago experienced its deadliest weekend of the year...With 7 dead and 52 wounded near a playground."""
5467,"""SIX of the most prominent activists during the Ferguson riots have all been found burned to death in their cars. There are no coincidences here."""
5474,Says a photo depicts a teacher and student with guns guarding a Delaware high school in 1973 after a shooting threat.
5487,"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama."""
5488,"""Governor Evers, AG Josh Kaul, and Speaker Robin Vos are demanding ‘Red Flag Gun Seizures’ for Wisconsin, which would allow gun seizures with ""no proof, arrest, indictment, conviction or due process at all!"""
5489,"Says Chicago ""had the lowest murder rates in a generation"" during his time as police superintendent."
5496,"Says Claire McCaskill ""voted against including health records in the background check system."""
5498,"""During the Strickland-Cordray era, taxes were raised by $800 million and Ohio lost 400,000 jobs."""
5506,"Says Kelli Ward ""called for restraint in fighting terrorism."""
5508,"""President Trump proposed the increase to $700 billion to our military budget, which included the 355-ship Navy, which included a military pay increase, a modest one, which included, a yet even more modest housing allowance, but yet (Sen. Tim Kaine) even voted against giving more money to our men and women who are in the military service and against our housing allowance."""
5509,"""Richard Cordray wants to raise your taxes by reversing President Trump's tax reform."""
5511,"Kurt Russell said that celebrities shouldn't ""get political"" when it comes to Donald Trump."
5514,"A recent spending bill had at least ""$1.6 billion in there ... for schools to give them an opportunity to secure them."""
5518,"Says he was ""instrumental to passing two (recent) pieces of legislation that were a huge victory for firefighters across the state."""
5523,"""Paul Ryan has blocked all action to strengthen our gun laws."""
5532,"""A quarter of our guns are sold outside of the background checks."""
5543,"""Here in Florida, despite 14 school shootings in eight years, we still have some of the weakest gun laws in the nation."""
5550,"""In the rest of the world, there have been 18 school shootings in the last twenty years. In the U.S., there have been 18 school shootings since January 1."""
5555,"Says Evan Jenkins was Sen. Joe Manchin’s ""spokesperson. It’s true!"""
5561,"""The Democrats filibustered the legislation that would’ve resulted in this shooter being in federal prison instead of murdering those innocents in that Texas church."""
5562,"""There are no background checks on long guns (AR15s) in Texas."""
5577,"""Violent crimes where a firearm is used have remained static since 2013 in both New York State and Erie County"""
5596,"""During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. … (He) promises to protect those rights, but that's not what his record shows."""
5610,"""Toomey crossed party lines… to stop gun sales to suspects on the terror watch list."""
5614,"""We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book."""
5615,"California’s Proposition 63 would ""CRIMINALIZE the sharing of ammunition between friends who may be hunting or shooting together."""
5620,"David Jolly ""has used money and power to try to … drill off our beaches."""
5623,"Says ""Paul Ryan shut off the C-SPAN cameras when the Democrats started their sit-in."""
5626,"""He leant his name to a bill, did little or nothing three years ago to try to get it passed, (and) since then has done absolutely nothing other than disavow any attempt to move on the legislation."""
5628,"Says the United States has ""treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties, not authorized by Congress."""
5629,"""Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues."""
5642,"""Because of (the 1994 crime bill), we had a 25-year low in crime, a 33-year low in the murder rate, and listen to this, because of that and the background check law, a 46-year low in the deaths of people of gun violence."""
5653,"""So far in 2015, there have been more mass shootings than days."""
5654,"""Under Virginia law, if you are a non-federally licensed (gun) dealer, you cannot get a background check even if you want one."""
5685,"The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state ""is clearly illegal. … The Constitution says you can’t take this stuff."""
5686,"""Suntrust Bank cancels account because company sells guns."""
5705,"""I've been here almost every day."""
5712,"Says Charlie Crist signed ""the nation’s harshest marijuana laws."""
5713,"There have been 74 ""school shootings in America since Sandy Hook."""
5716,"From 2000 to 2008, we averaged ""about five mass shootings a year. We're now averaging 15. So that's a three-fold increase."""
5721,Says he hasn’t changed his view on abortion restrictions.
5722,"""Democrats very much are in the pocket of the NRA."""
5723,The insurance risk corridors aren't going broke like Republicans predicted.
5724,"Premeditation, in murder cases like the Oscar Pistorius case, ""can be formed in the twinkling of an eye."""
5730,"People on pot ""shoot each other ... stab each other ... strangle each other, drive under the influence, kill families."""
5732,"The ""priorities"" of more than three-quarters of Americans are to increase the minimum wage, create a path to citizenship for illegal immigrants, and require background checks for gun buyers."
5738,"""Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama."""
5750,Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.
5759,"If an individual is determined ""to commit suicide, the availability of a gun is not a factor"" because they will find a way."
5763,"The Manchin-Toomey amendment ""would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members"" to get government approval."
5780,"""I had to lay off 48 people last year,"" which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls."
5786,"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation."
5791,"""We weren't told they wanted more security "" for diplomatic facilities in Libya."
5792,"Eric Cantor ""took $5 million from Sheldon Adelson,"" a Las Vegas casino owner."
5795,"David Cicilline was ""required to provide key information about city finances to an independent outside auditor. The deadlines were clear -- yet [he intentionally] missed them by months"" until after the November 2010 election."
5808,Says he did not vote for Nancy Pelosi for speaker of the House.
5811,Says Dwight Holton has never set foot in an Oregon courtroom.
5817,"""Every 1 percent increase in the cost of health insurance today causes about 30,000 Georgians to be uninsured."""
5826,"Says Barack Obama ""endorsed a total ban on the manufacture, sale and possession of all handguns."""
5829,"""The American Conservative Union gives [Rep. Tim] Ryan a dismal 0.0 percent rating for the billions he has contributed to our national debt."""
5834,"""We had (a bill) in Florida where we now are prohibiting doctors to talk -- particularly pediatricians -- to talk to their patients about gun safety in the home."""
5851,"Says Governor-elect Scott Walker’s choice as transition team leader ""killed the release of a damaging report on Walker’s record in the days leading up to the election."""
5856,"Says ""Sean Duffy was a no-show"" as Ashland County District Attorney while he was on the campaign trail"
5858,"""Rick Scott's prison plan would cut Florida's prison budget in half, close prisons, and release tens of thousands of prisoners early -- murderers, rapists, sex offenders, armed robbers, drug dealers."""
5862,Scott Walker supported the same transportation bill he’s attacking me for. He said at the time it would save the taxpayers money.
5866,"GOP candidate for governor Nathan Deal ""is a former Clinton Democrat."""
5867,"""Rob Teilhet, Just another career politician."""
5872,"""Bill White spent his city billions of dollars into debt (and) saw crime rates soar while he backed gun control."""
5888,“Ray Epps confessed to Jan. 6 Committee he ‘orchestrated’ attack on Capitol”
5895,"Raphael Warnock ""believes in no cash bail"" and ""letting people out of prison that are going to make us prisoners in our own home."""
5900,"""Crime is up under Governor DeSantis. Crime was down when I was your governor."""
5902,"Catherine Cortez Masto ""was the deciding vote” to send COVID-19 stimulus checks to more than 1 million prisoners."
5905,Ted Budd “on four separate occasions voted against funding for police here in North Carolina to the tune of more than $32 million.”
5907,“Every single Senate Democrat voted against hiring more border agents. They voted against deporting felons. And they voted against ending catch and release.”
5909,"In Texas, a person can register a dead relative to vote and then cast a mail ballot in their name."
5910,"As attorney general, Catherine Cortez Masto “opposed tougher laws on methamphetamine dealers.”"
5912,Pennsylvania Senate candidate John Fetterman’s tattoo references ‘heroin use’ and the Crips
5920,"Says Tim Michels' family foundation ""funded an organization that tracks women when they get near abortion clinics … he wants to treat women like they're the criminals."""
5922,“Tim Ryan called police the new Jim Crow.”
5923,Three churches were targeted during arson attacks over the summer “because they protect unborn babies and women in need.”
5927,Says Democratic Senate candidate Mandela Barnes “supports abolishing ICE.”
5932,"""Governor Tony Evers gave counties the green light to defund Wisconsin's police departments."""
5938,"""North Carolina GOP is re-introducing a bill that says life begins at conception and anyone who destroys that fertilized egg is guilty of first-degree murder."""
5946,"Republican politicians are pushing a plan ""that could raise taxes on almost one in three Wisconsinites and sunset Social Security and Medicare in five years."""
5947,Cheri Beasley tossed the conviction of a man seeking sex with a boy online and “set free” a child porn offender.
5951,"In the immediate wake of a fire and vandalism at the Madison headquarters of an anti-abortion group, Democrats had not condemned “activists who are engaging in this repugnant illegal activity.”"
5952,On Gov. Tony “Evers’ watch…the efficiency of the state crime lab has plummeted.”
5972,"Judge Ketanji Brown Jackson “gave child porn offenders sentences below the guidelines and below what the prosecutors were requesting,” showing she is “soft on child pornography offenders.”"
5973,"""In my first year in office, Aurora homicides went down by 40%."""
5974,"""The use of ballot drop boxes and ballot harvesting is illegal.”"
5975,The Biden administration “is spending $30 million on crack pipes.”
5986,“Malcolm X’s daughter found dead in NYC days after she exposed NYPD and FBI were behind Malcolm X assassination”
5988,"The FBI targeted a woman and searched her home because she “protested local school board, elections.”"
5989,"The media televised the trial of Kyle Rittenhouse “because he is a ‘white supremacist shooter,’” while limiting coverage of accused sex trafficker Ghislaine Maxwell’s trial to “some cartoon drawing….What are they hiding?”"
5993,Says N.C. Attorney General Josh Stein has gone after Jan. 6 protesters but he has “said nothing” about violent summer protests in North Carolina and was “derelict in his duty.”
6000,"There are 500,000 “missing kids a year.”"
6001,Haitian migrants took an implausible route to Texas-Mexico border area.
6016,"“Police budgets are at their highest they've ever been, there hasn’t actually been any defunding the police.”"
6030,Maxine Waters could be “sentenced” for “jury tampering.”
6034,A Georgia law has not “criminalized giving people bottles of water.” It pertains to political organizations.
6035,"""Joe Biden forced the U.S. Attorney for the Eastern District of North Carolina to resign after 24 people were charged with election fraud and the Mainstream Media never even batted an eyelash."""
6047,"The result of lockdowns “has been the destruction of millions of lives across America as well as increased deaths from suicide, substance abuse and despair without any corresponding benefit in Covid mortality.”"
6049,Said Rep. Alexandria Ocasio-Cortez and her allies “blocked a resolution condemning anti-Semitism — which I passed unanimously in the Senate.”
6050,"“You may not have stayed in a hotel in the past year, but illegals arriving since Biden’s inauguration, they get to stay free of charge.”"
6057,"A second impeachment means Donald Trump loses his lifetime pension, travel allowance, Secret Service detail, and his ability to run for public office."
6062,"Says Raphael Warnock has ""said we need to open up the prisons"" and ""eliminate cash bail."""
6073,"In Massachusetts, ""anybody can go vote for anybody so long as they have their information. … They're not even checking IDs at the polling stations."""
6077,“Major decision protecting voting rights in Pa. Ballots received after Election Day will not be counted.”
6084,Says “Property crime rising in Austin. This is the kind of thing that happens when cities defund and deemphasize police. Residents are left to fend for themselves.”
6085,"When Sara Gideon “knew the truth about” sexual allegations against a state lawmaker, “she could have called for an immediate investigation, but didn’t…Gideon knew for months, using her power to cover up.”"
6087,“BLM Activist kills three people in a Louisville bar wearing a Breonna Taylor tee shirt last Friday.”
6103,Says Jill Schupp has shown a “disturbing pattern of putting sex offenders over our safety.”
6109,Says Kamala Harris “advocated for restoring voting rights for the Boston bomber.”
6122,"Photo shows Raz Simone, “the alleged leader of CHAZ crying after Seattle police arrested him.”"
6124,Says as a state lawmaker a bill he sponsored would have made “it easier to get rid of bad cops”
6126,A bar graph compares homicides for various racial groups
6128,"“Companies that use prison labor: Whole Foods, McDonald’s, Walmart, Victoria’s Secret, AT&T, Bank of America, Starbucks, Wendy’s.”"
6140,"Says a Marquette professor called him a ""maverick"" and found no correlation between his opinions and conservative background."
6143,"""Nate McMurray wants to reward illegals with amnesty."""
6148,"Says of the Milwaukee mass shooter: ""Supposedly he is black. A noose was hung on his locker and he addressed the issue and he was fired! So he returned the next work day and killed who he all thought were involved."""
6151,“Robert de Niro Linked to Child Sex Trafficking Ring According to Court Records”
6157,"""More than 100,000 DACA applicants have been arrested—Murder, Rape, DUI."""
6167,"""The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions."""
6193,"""As you know, we apprehended over 144,000 people in a single month. That is a pace, which if it continues for 12 months, would put us on a pace for nearly 2 million apprehensions on the border."""
6194,"Said Sen. Thom Tillis ""co-sponsored a bill that not only provided amnesty, but provided a clear path to citizenship for illegal immigrants."""
6214,"""Violent crime is now going down for the first time in a long while."""
6223,"""I was the deciding vote on abolishing the death penalty in the state of Illinois."""
6224,"""There have been no hearings"" on a criminal justice bill being considered in the Senate."
6226,"""Democrats just elected (include)… a man who preys on underage prostitutes … and an anti-semitic racist who beats women."""
6228,"Says Brendan Kelly ""allowed half of the criminals he faced to walk free"" and ""failed to protect women who were violently assaulted,"" allowing ""those guilty of sexual assault to cut inexcusable plea deals."""
6229,"""If Rick Scott had his way he would encourage racially profiling immigrant communities here in Florida. He also opposed allowing Dreamers to remain in the U.S."""
6231,"Says Ken Paxton ""shut down the world’s largest human trafficking marketplace."""
6232,"""Pipe bomber suspect pictured last year with Izzy Hernandez. ... a Democrat Donor/Supporter."""
6236,"""Washington Heidi supports sanctuary cities, where illegal immigrants can be released on our streets, like this criminal, who was let go and then sexually assaulted a child."""
6238,"Says Andrew Gillum ""oversaw a 52 percent increase in murder."""
6245,"Says Jacky Rosen ""voted against stopping criminals from re-entering the United States."""
6249,"Says Minnesota U.S. House candidate Joe Radinovich has ""spent his life running from the law, charged with 18 crimes."""
6250,"Says Joe Donnelly ""voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse."""
6257,"""The teachers in (charter) schools don't even have to be certified."""
6259,"Says Richard Cordray ""secretly collected hundreds of millions of credit card accounts and mortgages. Worse, Cordray failed to protect our information. It was hacked over 200 times."""
6263,"""Collusion is not a crime."""
6266,"""In Wisconsin, abortion is still a crime."""
6269,"""An elderly British politician has been savagely beaten to a bloody pulp by a gang of anti-Trump protestors because he ‘welcomed’ the U.S. president to the United Kingdom."""
6278,"""There’s actually a court order that prevents keeping the kids with the parents when you put the parents in jail."""
6280,"Says Wisconsin ""doesn't even give"" released prison inmates ""a bus ticket to get home."""
