id,claim,desc,truth_value
556,Why Senate Republicans Are Feuding Over Their Midterm Message,Senator Rick Scott has an 11-point plan to “rescue America.” Senator Mitch McConnell would rather he not.,meter-true
557,"Biden Urges Americans to Blame Rising Prices on Putin. Many Do, for Now.",News that inflation has hit a 40-year high is another blunt reminder of just how much the president is asking voters to sacrifice in an election year.,meter-true
558,"Russia Batters and Encircles Ukrainian Cities, as Diplomacy Falters",The first meeting during the war of the two countries’ foreign ministers yielded no cease-fire. The Russian side signaled that its invasion would not stop until Ukraine surrendered.,meter-true
559,U.S. Fights Bioweapons Disinformation Pushed by Russia and China,The Biden administration says the two countries’ promotion of anti-U.S. conspiracy theories might be cover for lethal Russian military operations.,meter-true
560,What’s the Best Way to Cope in an Anxious World? Do Something.,One way to loosen the grip of anxiety is to focus on helping someone else.,meter-true
561,Russia-Ukraine talks come to nothing as bombardment of cities continues.,Thousands of people fled through ‘humanitarian corridors’ as Vice President Kamala Harris said that Russia should be investigated for war crimes. U.S. officials warned that Putin’s threat to seize businesses would lead to more ‘economic pain.’,meter-true
562,Biden will call for suspending normal trade relations with Russia.,"The move, expected to be joined by the G7 and the European Union, would result in higher tariffs on Russian products being sent to the United States.",meter-true
563,Your Friday Briefing,Russian forces surround Ukrainian cities.,meter-true
564,"For Young Ukrainians, Independence Is Not Optional",We asked young Ukrainians what it meant to them to grow up in an independent Ukraine and how it feels to watch Russia wage war on their homeland.,meter-true
565,,,meter-true
566,Late Night Casts Doubt on the Russian-Ukrainian Peace Talks,Trevor Noah warned viewers not to get their hopes up: “Not only did Russia not agree to end the war; it wouldn’t even admit that it started a war.”,meter-true
567,Russian Sanctions Snarl Shipping Even as Pandemic Pressure Eases,Global disruptions from the war on Ukraine and uncertainty due to the sanctions have led to pileups at ports and could delay cargo longer.,meter-true
568,China Has Tools to Help Russia’s Economy. None Are Big Enough to Save It.,Any financial lifeline that Beijing can offer Moscow involves taking on risk and won’t have the power to reverse the damage of sanctions imposed by the United States and its allies.,meter-true
569,"Boycotts, Not Bombs: Sanctions Are a Go-To Tactic, With Uneven Results","Financial, travel and trade penalties have become common tools to combat warfare and human rights abuses, but they have not always met their stated goals.",meter-true
570,"The New York Times News Quiz, March 11, 2022",Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,meter-true
571,Putin Wants a Clash of Civilizations. Is ‘The West’ Falling for It?,A clash of civilizations is never a good idea.,meter-true
572,Putin Is ‘Profoundly Anti-Modern.’ Masha Gessen Explains What That Means for the World.,The Russian American journalist on how Putin’s war in Ukraine is playing out inside Russia’s highly controlled media environment.,meter-true
573,The Ukrainian Cyberwar That Wasn’t,Hacks and other cyberweapons might not revolutionize warfare after all.,meter-true
574,"Even Before War, Thousands Were Fleeing Russia for the U.S.","Political activists, L.G.B.T.Q. people and Jehovah’s Witnesses in Russia are crossing the southern border from Mexico in greater numbers. More Ukrainians are also heading to the United States.",meter-true
575,Putin’s Endgame: A Conversation With Fiona Hill,"A discussion on the Russian president’s motivations, the West’s response and how the conflict could play out.",meter-true
576,,,meter-true
577,‘Economic War’,Which companies have pulled out of Russia — and which have not?,meter-true
578,Russian Demands to Ease Sanctions Halt Nuclear Talks With Iran,Russia has injected its fight against sanctions into talks aimed at restoring a nuclear agreement with Iran. The Russian demands have delayed the prospect of a deal.,meter-true
579,Wall Street Joins the Unbanking of Russia,Goldman and JPMorgan are the first big U.S. lenders to pull out of the country.,meter-true
580,Transcript: Ezra Klein Interviews Masha Gessen,A conversation with Russian American journalist Masha Gessen.,meter-true
581,"Europe’s Trains Take Fighters to Ukraine, and Bring Back Refugees","Built up over 150 years of conflicts that defined modern-day Europe, railways have played a central role in the continent’s peacetime integration. Now they’re back on a war footing.",meter-true
582,The Latest News From Ukraine and California’s Response,How Gov. Gavin Newsom is handling Russian sanctions and more.,meter-true
583,The Mafia’s View of ‘The Godfather’ and the W.N.B.A. Star Detained in Russia: The Week in Narrated Articles,"Five articles from around The Times, narrated just for you.",meter-true
584,Roman Abramovich and the End of Soccer’s Oligarch Era,"Stripped of its Russian benefactor, Chelsea now faces a reckoning. Soccer’s will come next.",meter-true
585,U.S. and Allies Move to Further Isolate Russia From Global Economy,"The Biden administration said it would join Europe and other allies in stripping Russia of permanent normal trade relations, another step to inflict economic damage on the country over its invasion of Ukraine.",meter-true
586,The Best of Late Night This Week 🌙,"The late-night hosts devoted this week to Russia’s invasion of Ukraine and its wider effects, including skyrocketing gas prices in the United States. Here’s what they had to say.",meter-true
587,,,meter-true
588,Bitcoin Was Made for This Moment. So Why Isn’t It Booming?,"Long hailed by its advocates as a safe hedge during uncertain times, Bitcoin’s value has fallen steadily in recent weeks.",meter-true
589,‘This Is Everyone’s Culture’: Ukraine’s Architectural Treasures Face Destruction,"The country’s vast array of historic buildings, artworks and public squares are an integral part of Ukraine’s cultural identity. Amid the violence of war, many are being reduced to rubble.",meter-true
590,Theory About U.S.-Funded Bioweapons Labs in Ukraine Is Unfounded,Prominent conservative voices have mischaracterized remarks from American officials to amplify baseless claims promoted by Russian state media.,meter-true
591,So Much Suffering in the Ukraine War,"Readers decry the attacks on a family and a hospital, urge a no-fly zone and discuss Vladimir Putin’s mental state and disinformation. Also: Apologies; praise for employees.",meter-true
592,"Over Ukraine, Lumbering Turkish-Made Drones Are an Ominous Sign for Russia","The Bayraktar TB2 has become a rallying symbol for Ukrainians, who are singing songs about them and posting videos of their success.",meter-true
593,"Roman Abramovich’s Fortune Bought Him Good Will, and Made Him a Target",The oligarch’s billions and his Kremlin connections secured him favors and elite status in the West. Now they’ve landed him on a sanctions list.,meter-true
594,How We Verify Our Reporting on the Ukraine War,"To cut through the fog of propaganda and misinformation on both sides, The Times has deployed dozens of  journalists  to Ukraine to witness events as they unfold.",meter-true
595,Harris Tells Americans They Will Have to Pay More for Gas to Punish Russia,"Vice President Kamala Harris, visiting NATO ally Romania, insisted that the higher costs of energy associated with sanctions imposed on Moscow over its war on Ukraine would be worth the pain.",meter-true
596,"At Indian Wells, Ukrainian Tennis Stars Take Their Fight to the Court","Playing through fear of the war, Marta Kostyuk said that she must show “what it’s like having a Ukrainian heart” and that it “hurts” to see Russian players at the tournament.",meter-true
597,The global supply chain’s pandemic recovery is another casualty of Russia’s invasion of Ukraine.,,meter-true
598,,,meter-true
599,Russian Sieges of Ukrainian Cities Provoke Bitter Recollections for Syrians,"“We feel for them and say, may God be with you,” said one Syrian who endured hunger and cold when his own government, backed by Russia, besieged Aleppo.",meter-true
600,Disney Can’t Hide From Politics,"Companies may need to accept that they have become part of the political process, whether they like it or not.",meter-true
601,President Zelensky Makes His Case for Ukraine to the Russian People,Americans are used to wars against people who don’t so casually speak our language. Zelensky can respond to Russian propaganda by directly addressing the Russian people — in Russian.,meter-true
602,Facebook’s Parent Company Will Make Employees Do Their Own Laundry,The company told workers on Friday that it will reduce or eliminate some of its famous perks as it prepares for a return to the office.,meter-true
603,The Price of Putin’s Belligerence,Sanctions could crush Russia’s economy. Will they actually help Ukraine?,meter-true
604,Ukraine War Gives Freight Firm a New Purpose: ‘I’m Fighting This Way’,"After Russia’s invasion, Meest-America, which specializes in shipping goods to Eastern Europe, shifted to a singular focus.",meter-true
605,‘We Live in a Different World Now’: Dispatch From a Changed Germany,A stunned country rearms.,meter-true
606,Parents Relying on Ukraine Surrogates Desperately Seek Their Newborns,The Russian invasion has disrupted a thriving hub of legal commercial surrogacy. Some couples are risking trips into the war zone to get their children.,meter-true
607,"The U.S. and the E.U., aiming to punish oligarchs, ban luxury exports to Russia.","The move will prevent any shipments of high-end watches, cars, apparel, alcohol and jewelry from reaching the country.",meter-true
608,More Cities Bombarded,Russian forces widened their attacks.,meter-true
609,,,meter-true
610,How a Line of Russian Tanks Became an Inviting Target for Ukrainians,"A skirmish in an eastern suburb of Kyiv illustrated how close Russian forces have come as they continued to tighten a noose on the city, but also revealed their strategic vulnerabilities.",meter-true
611,U.S. Officials Say Superyacht Could be Putin’s,"They say they have indications that the $700 million, 459-foot yacht, which is in dry dock in Italy, is associated with the Russian president, backing an earlier claim by a former crew member.",meter-true
612,"Slowed on the Battlefield, Russia Widens Bombardment of Ukrainian Cities","But military experts, citing previous Russian campaigns, say that strategy is unlikely to succeed without bloody urban fighting.",meter-true
613,Republicans Sense an Opportunity in Nevada’s Restless Latino Voters,"Seizing on signs that suggest Democrats are losing support among Hispanic voters nationwide, Republicans are targeting Senator Catherine Cortez Masto’s seat.",meter-true
614,Brittney Griner’s Circle Turns to a Common Strategy: Silence,Those close to Griner have said little publicly since the W.N.B.A. star was detained in Russia on Feb. 17 on drug charges. Their approach has parallels with other efforts to release Americans held overseas.,meter-true
615,Are We Facing Nuclear War?,Answering your questions about the threat of attack.,meter-true
616,"Shaming Apple and Texting Musk, a Ukraine Minister Uses Novel War Tactics","Mykhailo Fedorov, Ukraine’s youngest minister, has turned technology, cryptocurrency and social media into modern weapons of war.",meter-true
617,"American Voters Now View Ukraine as Favorably as France, Germany and Japan","In a new  survey, 81 percent of Americans say Ukraine is either friendly or an ally, a figure that rivals or  exceeds that of many longtime U.S. allies.",meter-true
618,That Russian Business You’re Boycotting Isn’t Actually Russian,The consumer activism that makes a vodka C.E.O. say: ‘Do you know we’re Latvian?’,meter-true
619,Hundreds of Planes Are Stranded in Russia. They May Never Be Recovered.,"Western companies that own the planes face little prospect of getting them back, meaning billions of dollars in losses.",meter-true
620,,,meter-true
621,House Democrats Push Biden to Build a Better Midterm Message,House Democrats have been pressing the president to come up with a bumper-sticker-worthy slogan. The White House says it’s sharpening its message.,meter-true
622,What It Was Like to Work for Russian State Television,"Until RT America ended abruptly, life as a journalist there was “actually so normal.”",meter-true
623,"Chaos of War in Ukraine Could Fuel New Covid Surge, Doctors Say","War has pushed Covid out of people’s minds while forcing them into crowded and unsanitary conditions that are fertile ground for the coronavirus, polio and other pathogens.",meter-true
624,Russian Scientists Face Isolation Following Invasion of Ukraine,"International collaborations are unraveling as researchers, including many in Russia, speak out against the invasion of Ukraine.",meter-true
625,Pandemic Fears Give Way to a Rush for Bomb Shelters,"Since Vladimir Putin’s invasion of Ukraine, European anxiety has shifted from Covid to nuclear annihilation. Bunkers, survival guides and iodine pills are flying off the shelves.",meter-true
626,Arctic Security Concerns Resurface in Canada’s Territories Amid Russian War,"Between melting sea ice and increased militarization, the Arctic is changing, and premiers in Canada’s territories say the Russian war is another reason to put Arctic security on the policy forefront.",meter-true
627,Here are the latest developments in Ukraine.,,meter-true
628,Pandemic Playlists,Sad bangers and other songs that get us through.,meter-true
629,Zelensky Answers Hamlet,The Ukrainian president addresses the existential question for the world.,meter-true
630,The Comfort of Sports During Difficult Times,Don’t feel guilty about seeking relief in a game.,meter-true
631,,,meter-true
632,How to Wean Europe Off Russian Gas as Swiftly as Possible,A trans-Atlantic energy pact would counter Russia’s might.,meter-true
633,Ukraine War Ushers In ‘New Era’ for U.S. Abroad,"President Biden is rethinking relationships with allies as well as rivals — including China, Iran and Venezuela — to counter President Vladimir V. Putin of Russia.",meter-true
634,"U.S. to Send Arms to Ukraine, as Russia Intensifies Campaign of Destruction","A defiant mayor of a captured city was kidnapped by Russian troops, Ukrainian authorities say, an act that prompted hundreds to protest.",meter-true
635,"With Bombings and a Funeral, the War Arrives in Ukraine’s West","Western Ukraine has been a safe haven for Ukrainian refugees, as well as businessmen, journalists and diplomats. But attacks in two cities pierced the sense of security in the region.",meter-true
636,"In a Kyiv Basement, 19 Surrogate Babies Are Trapped by War but Kept Alive by Nannies","Some surrogate mothers are trapped by the fighting as their due dates near. And newborns face uncertain fates, with many biological parents now unable to travel to Ukraine.",meter-true
637,"Street battles hit a Kyiv suburb, some of the closest fighting to the capital yet.","The capture of the once affluent suburb of Irpin would potentially help Moscow encircle the nearby capital, military analysts say.",meter-true
638,How Ukrainian Paralympians Pushed Through Fear and Worry,"By day in Beijing, athletes raced and trained. By night, they spent time on their phones, connecting with loved ones under attack back home in Ukraine.",meter-true
639,The Ukraine War and the Retro-Future,What happens when you layer 19th-century geopolitics on 21st century reality?,meter-true
640,The Russians Might Have Expected a Warm Welcome. Instead the Mayor Labeled Them ‘Occupiers.’,"The 33-year-old mayor of Melitopol, Ivan Fyodorov, encouraged defiance. Then he was arrested, and hasn’t been heard from since.",meter-true
641,"Saudi Arabia Puts 81 to Death, Despite Promises to Curb Executions","It was the kingdom’s largest mass execution in years. In many cases, the charges involved “not a drop of blood,” a rights activist said.",meter-true
642,,,meter-true
643,"When You Think About Investing, Don’t Think About the News","Our columnist spoke with a Nobel laureate, Richard H. Thaler, about how to invest for the long run even if the world seems to be going nuts now.",meter-true
644,The Week in Business: Economic Sanctions Take a Toll,"Prices for gas, food and rent are going up. Mask mandates are ending. And the Fed is expected to raise interest rates.",meter-true
645,"On ‘S.N.L.,’ President Biden Seeks Help From TikTok Influencers","The episode, hosted by Zoë Kravitz, began with Biden briefing a group of creators about the war in Ukraine.",meter-true
646,Eastern Orthodox Leaders Are Outspoken on Ukraine War. Except One.,"The Russian Orthodox Church is allied with President Putin. But in New York, some of its members are quietly anguished.",meter-true
647,U.K. vs. Oligarchs: ‘The Gloves Are Now Off’,Russia’s war in Ukraine has finally led the British government to go after ultrawealthy Russians in London. But curbing the flood of corrupt money will require going after more than the big names.,meter-true
648,"‘Think of Groundhogs’: For Life Advice From a Grade Schooler, Press 2","A new hotline, an art project by a small California elementary school, was receiving 9,000 calls an hour from people seeking cheerful advice during trying times.",meter-true
649,It’s Time to Offer Russia an Offramp. China Can Help With That.,"China is uniquely placed to play the role of mediator for economic, political and ideological reasons.",meter-true
650,The War Next Door,"In Poland, people watch the unthinkable in Ukraine and worry about the future.",meter-true
651,Poems in a Time of Crisis,Why are so many turning to poetry during this war?,meter-true
652,The base attacked in western Ukraine has been a hub for foreign militaries.,The base outside Lviv that was attacked by Russian forces early on Sunday was a key link between Ukraine’s armed forces and Western militaries before the war.,meter-true
653,,,meter-true
654,Europe Awakens,Russia’s invasion of Ukraine has unexpectedly transformed Europe.,meter-true
655,"Brent Renaud, an American journalist, is killed in Ukraine.","An award-winning filmmaker and journalist, Mr. Renaud, 50, was killed while reporting in a suburb of Kyiv. Another journalist was wounded.",meter-true
656,How Readers Around the World Are Praying for Ukraine,"“The worst is yet to come, Lord, if you do not stop it.”",meter-true
657,"Brent Renaud, Crusading Filmmaker, Is Killed at 50",He traveled around the world and the United States making documentaries about urgent moral issues. He was shot to death while filming in Ukraine.,meter-true
658,"On a Stage 5,000 Miles Away, He Sings for His Family in Ukraine","At the Metropolitan Opera, the bass-baritone Vladyslav Buialskyi has become a symbol of his country’s struggles.",meter-true
659,"At Chelsea, Nervous First Steps Into an Uncertain Future",Locked shops and rivals’ taunts greeted fans at Chelsea’s first home game since sanctions against Roman Abramovich cast their team’s future in doubt.,meter-true
660,"Time is running out for civilians in Mariupol, Red Cross warns.","Russian forces encircled the city nearly two weeks ago, and as the death toll rises, eyewitnesses have reported there is little food or clean water, and no medicine.",meter-true
661,Biden Administration Fights in Court to Uphold Some Trump-Era Immigration Policies,Immigration activists and Democrats say there is a disconnect between the president’s words at the lectern and the government’s litigation in the courtroom.,meter-true
662,‘Things Will Only Get Worse.’ Putin’s War Sends Russians Into Exile.,"Thousands of Russians saw their comfortable, middle-class lives fade overnight with the invasion ordered by President Vladimir V. Putin.",meter-true
663,"Russia Asked China for Military and Economic Aid for Ukraine War, U.S. Officials Say","Jake Sullivan, the U.S. national security adviser, plans to meet with a top Chinese official on Monday in Rome to discuss the war and China’s role.",meter-true
664,,,meter-true
665,Your Monday Briefing: Deadly Airstrikes in Ukraine’s West,Plus Omicron’s impact in the South Pacific and the struggles of the French Greens.,meter-true
666,"Booms, Smoke and Fire Signal Horror of Russian Attack on Base",Residents of a town near Poland’s border awoke to frightful sounds and an awareness they were no longer safe.,meter-true
667,How Does It End? A Way Out of the Ukraine War Proves Elusive.,"Attempts at diplomacy have hit a stone wall as President Vladimir V. Putin of Russia refuses to engage in any serious negotiation, but his endgame is unclear.",meter-true
668,"Shelling damages a revered monastery, and injures some seeking shelter there.",The 16th-century monastery is one of the three most sacred sites in Ukraine for Orthodox believers.,meter-true
669,Oil Prices Drop as Market Volatility Eases,"A barrel of oil is trading at roughly $107, while gasoline is at $4.33 on average in the United States.",meter-true
670,Russian Airstrike at NATO’s Doorstep Raises Fears of Expanded War,"Russian missiles hit a military base being used to train foreign volunteers who want to help Ukraine repel the invasion, killing a reported 35 people just 11 miles from the Polish border.",meter-true
671,"Maria Bakalova, Billy Crystal and other stars show support for Ukraine.","Most of the Critics Choice ceremony has been focused on prizes, but the war in Ukraine has been addressed in a few ways.",meter-true
672,Should Russian Athletes Be Barred From Competition?,"Our columnist examines whether the soft power of sport should be wielded against Russia, penalizing athletes with little or no say in its actions.",meter-true
673,Your Monday Briefing,A Russian assault on NATO’s doorstep.,meter-true
674,Kim Jong-un Is Just Getting Started,"You could be forgiven for forgetting about North Korea, which went quiet for a stretch. Now there’s been a burst of missile tests in the new year.",meter-true
675,,,meter-true
676,"Europe, the ‘Dark Continent,’ Is the Stage for Another Great Migration",Can Europe rise to the challenge?,meter-true
677,How High Oil Prices Threaten a California Plastic Container Business,"Rising energy costs are lifting the prices of key materials and intensifying inflation, compounding supply chain disruptions caused by the pandemic.",meter-true
678,There Are Almost Too Many Things to Worry About,"They range from tragedy to farce, with no end in sight. ",meter-true
679,China Sees at Least One Winner Emerging From Ukraine War: China,The country’s leaders think it can shield itself from economic and diplomatic fallout and eventually be seen as a pillar of stability.,meter-true
680,How Russians See the War in Ukraine,"As well as a military campaign, Moscow is also waging a battle over the truth.",meter-true
681,An Unlikely Hero,We look at Volodymyr Zelensky’s rise.,meter-true
682,The New York Times launches a Telegram channel to deliver news about the war.,"The channel delivers reporting from our continuous live blog, where Times journalists are providing witness accounts, interviews and breaking news from the Russia-Ukraine conflict.",meter-true
683,Are Big Businesses In or Out of Russia?,Companies partially pulling out of the country are under pressure to make a cleaner break.,meter-true
684,"A pregnant woman photographed after a Russian strike on a maternity hospital has died, The A.P. reports.","Her baby also died, the news organization said. The photo captured last week has become one of the defining images of human suffering in the war.",meter-true
685,Powell Admires Paul Volcker. He May Have to Act Like Him.,The Federal Reserve is facing the fastest inflation most Americans have ever seen. Its chair says policymakers will do what it takes to tame prices.,meter-true
686,,,meter-true
687,"Citigroup, the biggest U.S. bank in Russia, will pull out more business.","Citi will expand its exit, announced last April, and stop seeking new clients in Russia.",meter-true
688,Large auto supplier warns of a financial hit from the Ukraine war.,"The problems of Leoni, which makes automotive wiring systems, show the economic collateral damage caused by the Russian invasion.",meter-true
689,A Conductor on Why He Stayed in Russia After the Invasion Began,The Estonian American conductor Paavo Järvi chose to remain in Moscow temporarily to lead a Russian youth orchestra: “I felt a responsibility.”,meter-true
690,British government announces plan to allow residents to sponsor refugees.,"The program, called “Homes for Ukraine,” offers a new route for Ukrainian refugees to come to Britain, which had previously been limited to those joining family members already living there.",meter-true
691,"Lithuania, a Vulnerable NATO Link, Readies for Putin","The Baltics, wedged between Russia and Belarus, have been likened to a modern-day West Berlin. Many here worry that if Ukraine falls, they might be next.",meter-true
692,Democrats Want Investigation Into Postal Service’s Gas Guzzlers Contract,"A plan to purchase up to 165,000 gasoline-powered mail trucks instead of electric models has angered Democrats and the Biden administration.",meter-true
693,"This Year, Try Spring Cleaning Your Brain","Five ways to soothe a mind overstimulated by anxiety, stress and streams of information.",meter-true
694,Here Are Three Reasons Putin Might Fight On,His invasion of Ukraine has been a disaster. But that doesn’t mean he’ll stop.,meter-true
695,"Two Refugees, Both on Poland’s Border. But Worlds Apart.",A young man fleeing war in Sudan and a young woman evacuating Ukraine crossed into Poland at the same time. They had very different experiences.,meter-true
696,Getting Inside Putin’s Head: Is He Irrational?,Trying to figure out what makes Vladimir Putin tick. Also: China’s role; Russian war crimes; being a parent; stresses of email; don’t walk and text. ,meter-true
697,,,meter-true
698,Fox News correspondent Benjamin Hall has been injured in Ukraine.,Mr. Hall is a longtime war correspondent who joined the network in 2015.,meter-true
699,Your Tuesday Briefing: Russia Bombards Kyiv,Plus China’s effort to contain its biggest coronavirus outbreak since Wuhan.,meter-true
700,"A protester storms a live broadcast on Russia’s most-watched news show, yelling, ‘Stop the war!’","The intervention by a state TV employee underscored how dissent is seeping into the public sphere in Russia, despite the Kremlin’s crackdown on anyone who challenges its official narrative of the invasion.",meter-true
701,How Will It End?,The next two or three weeks may decide whether Ukraine can survive as a state.,meter-true
702,Your Monday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
703,"He’s American, He Oversees Papa John’s in Russia and He’s Staying","Christopher Wynne’s company controls the franchise agreements for the 190 Papa John’s locations in the country. “At the end of the day, they appreciate a good pizza,” he said.",meter-true
704,Kyiv’s Once-Busy Streets Empty as Russia Targets Capital,"With civilian areas coming under fire and an estimated half the population having fled, the avenues of the Ukrainian capital, under siege by Russian forces, are almost deserted.",meter-true
705,Diplomacy Quickens to Halt Ukraine War or Stop Its Expansion,"Ukraine and Russia held a new round of talks and agreed to resume them on Tuesday, as the United States warned China about helping an increasingly isolated Kremlin and expanding the conflict.",meter-true
706,How Not to Have a Putin Recession,The Fed should keep calm and carry on.,meter-true
707,How a Murdoch Hopes to Save American Democracy,Kathryn Murdoch is trying to change how elections are run. It’s a work in progress.,meter-true
708,,,meter-true
709,Russian Mogul Is Charged With Donating Illegally to U.S. Campaigns,Andrey Muraviev was indicted on charges of making donations as a foreign national to boost licensing decisions for a marijuana business.,meter-true
710,Russia Deploys a Mystery Munition in Ukraine,"Iskander-M short-range ballistic missiles are releasing a previously unknown decoy designed to evade air-defense systems, an American official said.",meter-true
711,Zelensky calls on Russian troops to surrender.,The Ukrainian leader and the Pentagon have both said some Russian soldiers have surrendered or been captured.,meter-true
712,Here are the latest developments in Ukraine.,,meter-true
713,"Daniil Medvedev Loses a Match and No. 1 Ranking, but Faces Bigger Concerns","At Indian Wells, the Russian fell in the third round to Gael Monfils of France, as Medvedev faced criticism that Russian players should not be competing because of Putin’s invasion of Ukraine.",meter-true
714,Your Tuesday Briefing,Attacks on Kyiv.,meter-true
715,Attack Hits Kyiv Neighborhood,"An explosion rocked a residential neighborhood in Kyiv, killing one and injuring six. It was the second attack on a civilian area in the Ukrainian capital on Monday.",meter-true
716,A Chinese video blogger in Odessa challenges Beijing’s version of the war.,"Wang Jixian has become one of the boldest voices confronting the Chinese state-controlled media’s narrative, drawing hundreds of thousands of viewers.",meter-true
717,"Ukraine’s Refugee Crisis Is Unprecedented. The Response Must Be, Too.",History shows that sympathy for refugees can be fleeting.,meter-true
718,Timothy Snyder on the Myths That Blinded the West to Putin’s Plans,"The renowned historian on Putin’s myths, Ukrainian identity and the West’s “politics of inevitability.”",meter-true
719,,,meter-true
720,We Were Worried About Inflation. Then Russia Invaded Ukraine.,The Federal Reserve has to juggle conflicting goals of taming inflation and sustaining growth.,meter-true
721,Impunity for War Crimes in Syria Casts a Grim Shadow Over Ukraine,"Syria, with Russian support, used many of the brutal tactics now seen in Ukraine — and its dictator stayed in power. That conflict offers lessons for Russia’s leader, analysts say.",meter-true
722,The Story Behind a Defining War Photo,"Lynsey Addario, a photojournalist, took an image that captured the new reality of the fighting in Ukraine.",meter-true
723,The Latest Covid Surge,A new version of Omicron and Hong Kong’s rising death toll.,meter-true
724,Transcript: Ezra Klein Interviews Timothy Snyder,A conversation with historian Timothy Snyder.,meter-true
725,Prepare for Interest Rate Liftoff,How high will the Fed go?,meter-true
726,Airline Ticket Sales Exceed a 2019 Milestone for the First Time,"February bookings for U.S. travel beat those preceding the pandemic, a data analysis found. Summer looks promising for the industry, if fuel costs cooperate.",meter-true
727,"Weekly News Quiz for Students: Ukraine War, 2020 Census, Pokémon",Have you been paying attention to the news recently? See how many of these 10 questions you can get right.,meter-true
728,India says it’s in talks with Russia about increasing oil imports.,"The move comes as New Delhi is striving to preserve its relationship with Moscow, its biggest supplier of weapons, at a time when India faces an aggressive China.",meter-true
729,California Lawmakers Have Solved Berkeley’s Problem. Is CEQA Next?,"A legislative fix helps the university avoid an enrollment freeze, but calls persist for an overhaul of a decades-old environmental law.",meter-true
730,,,meter-true
731,The Road Ahead for the Democrats: Here Are Some Directions,"As the Democrats seek a sharper message, readers have some ideas. Also: The world must act in Ukraine; encourage parents.",meter-true
732,The U.K. targets more oligarchs and Putin allies with sanctions.,"More than 370 people are being penalized, including Russia’s prime minister, a former president and the Kremlin’s press secretary.",meter-true
733,‘Minute-to-Minute Triage’: Weighing News Against Safety in Russia,Western news outlets are engaging in a tense debate over balancing an urgent need to bear witness with journalists’ ability to report freely under strict new laws there.,meter-true
734,Global Economy Sinks Deeper Into Turmoil as Fed Prepares to Raise Rates,"Federal Reserve officials are set to raise interest rates to control inflation, but the return to normal they had hoped to see remains painfully elusive.",meter-true
735,"A Fox News crew in Ukraine was caught in fighting, leaving two journalists dead.","Pierre Zakrzewski, a Fox News cameraman, and Oleksandra Kuvshynova, a Ukrainian journalist, were killed outside Kyiv. A Fox News correspondent, Benjamin Hall, remained hospitalized.",meter-true
736,‘I’m Not Scared of Anything’: Death and Defiance in a Besieged Ukrainian City,The port city of Mykolaiv is being shelled by Russian forces every day. Bodies are piled at the morgue. But residents refuse to succumb.,meter-true
737,The war in Ukraine is raising fears of a recession in Germany.,"Uncertainty looms for German business leaders, who worry that the war could upend their country’s globalized, export-focused economy.",meter-true
738,"Review: With Anthems and Flags, the Met Opera Plays for Ukraine","A concert to benefit relief efforts featured a young Ukrainian singer, Beethoven’s “Ode to Joy” and the Met’s prima donna of the moment.",meter-true
739,Music’s Messy Digital Revolution,"Streaming services bring in steady cash for the music industry, but sales are down and many artists feel left out.",meter-true
740,Can Germany Break Up With Russian Gas?,When a small import threatens to become a big problem.,meter-true
741,,,meter-true
742,Zelensky’s appeal to Canada: Imagine if Toronto were Kyiv.,The Ukrainian president’s emotional speech to Canadian lawmakers underscored how he has increasingly cast himself as a spokesman for liberal democracy.,meter-true
743,Ukraine’s National Anthem Reverberates Around the World,"“Ukraine’s glory hasn’t perished,” begins the anthem, which is being played by orchestras worldwide as a sign of solidarity with Ukraine.",meter-true
744,Officials in Mariupol struggle to account for the dead.,"The coastal city, a battleground for weeks, is under an increasingly relentless Russian assault that is taking an unspeakable toll.",meter-true
745,Russian Artists Lose the Tools of Their Trades as Companies Pull Out,"Creative professionals have been cut off from Western clients and from the products and services they use to make, market and get paid for their work.",meter-true
746,Biden will travel to Europe next week for an extraordinary NATO meeting.,"The president will travel to Brussels for the NATO session, and will also attend a European Union summit meeting.",meter-true
747,"Ukraine War Shifts the Agenda in Congress, Empowering the Center","With a crisis rocking Europe, the left is shelving demands for defense cuts and a swift end to fossil fuels, while on the right, Trump-era foreign policy and criticism of Ukraine are fading.",meter-true
748,"Dollars or Rubles? Russian Debt Payments Are Due, and Uncertain.","Citing sanctions, the Russian government warned it might pay foreign debt obligations in rubles. Credit rating agencies say a default is imminent.",meter-true
749,A Russian TV worker who protested the war on a live broadcast is fined.,"In a video following her sentence, the state TV worker said she had been interrogated for 14 hours and “spent two days without sleep.” She still faces a lengthy prison sentence.",meter-true
750,"On a trip shrouded in secrecy, 3 European leaders travel to Kyiv to offer support.","“It is here, in war-torn Kyiv, that history is being made,” one European leader wrote after arriving in Ukraine’s battered capital.",meter-true
751,Russian State Television Worker Charged for Anti-War Protest,"Marina Ovsyannikova, who worked for Channel 1 in Moscow, could face 15 years in prison for protesting Russia’s invasion of Ukraine during a live broadcast.",meter-true
752,,,meter-true
753,Scenes from the Resistance,Mykolaiv is under daily attack but its residents refuse to succumb.,meter-true
754,Your Wednesday Briefing: E.U. Leaders Visit Kyiv,Plus the ripple effects of China’s surge of Covid cases and a once-perilous road in Afghanistan.,meter-true
