id,claim,desc,truth_value
568,"‘I’m Sorry, We’re From Moscow.’ In Bali, Warring Sides Learn to Cohabitate","Thousands of Russians and Ukrainians have fled their homelands for Bali. But even in a tropical paradise, the war is ever-present.",meter-true
569,"Britain Says It Will Give Ukraine Tanks, Breaching a Western Taboo","Western countries have balked at giving Ukraine tanks and other powerful weapons. As increased spring fighting looms, that seems to be changing.",meter-true
570,Will There Be a Biden Comeback?,"A number of events would have to go the president’s way, and even then age is an issue.",meter-true
571,Rescuers rush to save people buried in rubble of a building destroyed by a Russian missile.,A 15-year-old girl was among the 14 people killed. The search for survivors continues.,meter-true
572,"As Russians Steal Ukraine’s Art, They Attack Its Identity, Too","Russian forces have looted tens of thousands of pieces, including avant-garde oil paintings and Scythian gold. Experts say it is the biggest art heist since the Nazis in World War II, intended to strip Ukraine of its cultural heritage.",meter-true
573,"A United Europe Weathers Crises, but Deeper Challenges Remain","Differences on NATO and E.U. enlargement, energy and climate, and relationships with the United States, China, Russia and Ukraine will prime Davos talks.",meter-true
574,Davos Confronts a New World Order,"The Covid-19 pandemic, invasion of Ukraine, trend toward autocracy and economic inequalities challenge the World Economic Forum’s relevance.",meter-true
575,The War in Ukraine Upended Energy Markets. What Does That Mean for the Climate?,"Almost a year after Russia launched its invasion, assessing the impact on the oil industry and greenhouse gas goals is not so simple.",meter-true
576,,,meter-true
577,German Village at Center of a Fight Over Coal and Climate Is Cleared Out,"For years, activists tried to save tiny Lützerath from being razed to make way for the expansion of an open-pit coal mine. This past week, the police moved them out.",meter-true
578,"Iran Executes Former Defense Official, a Dual U.K. Citizen, on Spy Charges","Alireza Akbari, previously a senior military and defense official, had moved to Britain a decade ago. He had been detained since 2019.",meter-true
579,Russia’s Claim to Seize a Ukrainian Town Exposes Rifts Among Forces,"After Russia’s Defense Ministry said its troops had taken Soledar, a leader of the Wagner mercenary group accused the military of stealing credit. Ukraine said its forces were still fighting there.",meter-true
580,"A Small, Disputed Victory",Russia claims control of Soledar but analysts see little impact on the course of the war.,meter-true
581,How Western Goods Reach Russia: A Long Line of Trucks Through Georgia,"With Western sanctions barring many imports, a lot of what Russia needs now travels a slow, crowded truck route through the Caucasus Mountains from Georgia.",meter-true
582,Biden and Kishida Vow to Bolster U.S.-Japan Alliance as China’s Power Grows,"The two leaders discussed tensions with China, North Korea and Russia and plans for deterrence in Asia with U.S. troops and missiles.",meter-true
583,Tesla Cuts Prices Sharply as It Moves to Bolster Demand,The price reductions in the United States will make more of the company’s electric vehicles eligible for a federal tax credit.,meter-true
584,Battling the Border Surge,The Biden administration’s border policy relies on Mexico for crucial help.,meter-true
585,War and Motherhood Sidelined Ukraine’s Elina Svitolina. She’s Ready to Return.,"Rather than struggling to compete on the WTA Tour most of 2022, the tennis star focused on her new daughter and raising money to help her fellow Ukrainians.",meter-true
586,Your Friday Briefing,An investigation into President Biden’s classified documents.,meter-true
587,,,meter-true
588,"Western Tanks Appear Headed to Ukraine, Breaking Another Taboo","The West has sent an array of weapons once seen as too provocative, and it looks like tanks will be next. With a new Russian offensive expected, officials see an urgent need to shift the balance.",meter-true
589,Your Thursday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
590,"I.M.F. Sees World Economy Rebounding, Yet Still Fragile, in 2023","Kristalina Georgieva, the managing director of the International Monetary Fund, predicts that a global recession can be avoided.",meter-true
591,What Students Are Saying About the State of the World,"To start the new year, we asked teenagers how optimistic they were going into 2023. Here is what they said.",meter-true
592,"Gen. Valery Gerasimov, the new head of Russia’s war effort, is the Kremlin’s top military commander.","In a statement announcing the appointment, the Russian Defense Ministry hinted at a renewed campaign in Ukraine.",meter-true
593,Russia releases a U.S. Navy veteran quietly detained in Kaliningrad in April of last year.,"The veteran, Taylor Dudley, had traveled to Poland to attend a music festival and “at some point crossed the Russian border,” a family spokesman said. It remained unclear on what charges he had been held.",meter-true
594,"As Poland and Britain weigh sending tanks to Kyiv, pressure on other allies mounts.",U.S. and European defense officials have long held concerns that giving Ukraine tanks could prompt Russia to escalate the war.,meter-true
595,"Ukrainian Engineers, Historians and Housewives Are Keeping Putin on His Toes","With sewing machines and smartphones, Ukrainians are fighting against the Russian aggressors.",meter-true
596,U.S. and Japan Say They Will Strengthen Military Cooperation,"Top officials from the two nations are meeting in Washington this week to discuss tensions with China, Russia and North Korea and to plan for deterrence with U.S. troops and missiles.",meter-true
597,"Russia Replaces Commander for Ukraine War, as Signs of Dissension Grow","Allies of President Vladimir V. Putin contradicted each other about battlefield progress, as a war command shake-up put another Kremlin loyalist in charge.",meter-true
598,,,meter-true
599,Your Wednesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
600,Putin’s Military Reshuffle,Russia replaces its commander in Ukraine after just three months.,meter-true
601,Your Thursday Briefing: A Russian Military Shake-Up,"Also, Brazil investigates the riots and Australia reacts to Cardinal George Pell’s death.",meter-true
602,Hunter Biden’s Tangled Tale Comes Front and Center,"Federal prosecutors could decide soon whether to indict the president’s son on tax and gun charges, and he faces a fresh round of hostile congressional hearings. But a close look at his story shows that it differs in important ways from the narrative promoted by Republicans.",meter-true
603,"Come On In, the Internet Is Fine: Kyiv Workers Get Online in Unlikely Spots","Sporadic power outages have people resorting to makeshift office spaces in the Ukrainian capital. Stores have set up power hubs, and workers are getting comfortable doing their jobs in home furnishing displays.",meter-true
604,Another Big Boomer Effect,One generation’s impact on the work force.,meter-true
605,Zelensky thanks the ‘free world’ in a video message at the Golden Globes.,"“There will be no third world war,” the Ukrainian president said. “It is not a trilogy. Ukraine will stop the Russian aggression on our land.”",meter-true
606,‘A Wild Card’: Son of Uganda’s President Jostles to Succeed His Father,Gen. Muhoozi Kainerugaba has been positioning himself as Uganda’s next leader. But his provocative tweets have unnerved Ugandans and put his father in a bind.,meter-true
607,It’s a Wonderful Country: Robert Kagan’s Case for U.S. Empire,"In the second installment of his “Dangerous Nation” trilogy, the veteran foreign policy critic argues for embracing the better angels of America’s imperialist nature.",meter-true
608,Korean Solar Company Plans to Build $2.5 Billion Plant in Georgia,Hanwha Qcells expects to make solar panels and their components in the United States to take advantage of President Biden’s climate policies.,meter-true
609,,,meter-true
610,Your Wednesday Briefing,At least 17 more civilians have died in extraordinary violence in Peru.,meter-true
611,"Corrections: Jan. 11, 2023","Corrections that appeared in print on Wednesday, Jan. 11, 2023.",meter-true
612,Russian Mercenary Group Says It Has Taken Contested Ukrainian Town,"With a harsh winter putting sweeping offensives on hold, the war has shifted back to bloody battles of attrition like the one for the small city of Bakhmut and the smaller town of Soledar.",meter-true
613,Your Tuesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
614,Your Wednesday Briefing: Shanghai’s Devastating Outbreak,"Also, the eight warmest years on record and a fragile political alliance in the Philippines.",meter-true
615,"Russia posts a $47 billion budget deficit for 2022, its second highest in the post-Soviet era.","The budget gap reached 3.3 trillion rubles, or 2.3 percent of the size of the Russian economy, according to the country’s finance minister.",meter-true
616,More than 200 Russian doctors petition Putin to give medical care to Navalny.,"The letter, signed by doctors with their full names, was a rare example of public criticism of the Kremlin in post-invasion Russia.",meter-true
617,"Britain is considering sending tanks to Ukraine, in what would be a first.",The British Challenger II could become the first Western-made main battle tank to be provided to Ukraine since Russia invaded almost a year ago.,meter-true
618,How Finland Is Teaching a Generation to Spot Misinformation,The Nordic country is testing new ways to teach students about propaganda. Here’s what other countries can learn from its success.,meter-true
619,War and Weather,The weirdly warm European winter has unexpected geopolitical consequences.,meter-true
620,,,meter-true
621,Failure of Britain’s First Space Launch Is a Setback to Emerging Industry,"When a Virgin Orbit rocket fell short of orbit, it dealt a blow to Britain’s space program and the companies whose satellites were lost in the mission.",meter-true
622,Brazil and Jan. 6,How Brazil’s riots compare to the Jan. 6 attack.,meter-true
623,What Does It Mean to Provide ‘Security Guarantees’ to Ukraine?,A postwar Ukraine will want to ensure that Russia does not attack again. But is there anything short of full NATO membership that will satisfy Kyiv and deter Moscow?,meter-true
624,The Fed May Finally Be Winning the War on Inflation. But at What Cost?,There’s a good chance that the Fed could push the economy into recession. The pain will not be shared equally.,meter-true
625,U.S. Carbon Emissions Grew in 2022,"Emissions ticked up 1.3 percent last year, even as renewables surpassed coal.",meter-true
626,Your Tuesday Briefing,The armies of Russia and Ukraine clash in Bakhmut.,meter-true
627,Your Monday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
628,Going Toe to Toe in Bakhmut,Ukraine is shifting its strategy to defend the city.,meter-true
629,"Without Hesitation, Ukraine Goes Toe to Toe With Russia in Bakhmut","Earlier in the war, Ukraine’s leadership was more equivocal about pitched battles with high casualties. There’s no second-guessing this time. Some analysts say it makes sense strategically.",meter-true
630,Putin’s Efforts to Divide the West Over Ukraine Fall Flat,"A cease-fire proposal seemingly aimed at splintering Western unity has instead been met with Western escalation, underscoring Moscow’s diplomatic struggles.",meter-true
631,,,meter-true
632,Ukraine rejects Russia’s claim of a deadly strike on troops in the east.,"Russia’s Defense Ministry said it had carried out a strike that “killed 600 people,” but no evidence has emerged to support the claim.",meter-true
633,Ron DeSantis Could Decide Republicans’ Foreign Policy,The Florida governor is viewed as a top Republican presidential contender — at a time when the party is at a crossroads on foreign policy.,meter-true
634,Your Monday Briefing,Here’s what you need to know.,meter-true
635,Your Monday Briefing: China Reopens,"Also, Brazilians storm government offices and the Times investigates a 2021 Kabul airstrike.",meter-true
636,"The House Is in Ruins, but the Holiday Feast Goes On","Orthodox Christmas came under harsh circumstances in Ukraine this year. For families like the Kovtuns, living next to the remains of their shell-struck home, celebration was an act of defiance.",meter-true
637,Now Fighting for Ukraine: Volunteers Seeking Revenge Against Russia,"Chechens, Crimean Tatars and people from the former Soviet republics, all with deep historical grievances against Moscow, are eagerly taking up arms for Kyiv.",meter-true
638,Ukrainians Celebrate Orthodox Christmas at a Holy Site Long Linked to Moscow,"The sermon, a deeply symbolic moment after months of tension with the Moscow-led branch of the church, came as a cease-fire failed to materialize.",meter-true
639,Broken Promises,"If you’ve already broken your New Year’s resolution, don’t despair. You don’t need a holiday to change your life.",meter-true
640,"In a Ukraine Workshop, the Quest to Build the Perfect Grenade","A Ukrainian unit is tinkering with tape, a scale, a 3-D printer and other items to turn a fragmentation grenade into a tank-killer. It’s a steep and risky challenge.",meter-true
641,Your Friday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
642,,,meter-true
643,Ukraine Gets ‘Tank Killers’,"France, Germany and the U.S. step up their support with new weaponry.",meter-true
644,New Armored Vehicles Will Help Ukraine Take the Fight to Russia,"The Western allies’ provision of infantry fighting vehicles signals their support for new offensives in coming months, analysts said.",meter-true
645,Attacks Continue in Ukraine Despite Russia’s Supposed Cease-Fire,"Ukraine never accepted Russia’s unilateral Christmas truce, dismissing it as a hollow ploy, and Russian shelling was as intense as ever in a hotly contested city.",meter-true
646,Fed Officials Ask How to Better Understand Inflation After Surprises,"Federal Reserve officials, including Lisa Cook, a board member, are wrestling with how to think about price increases after 18 months of rapid change.",meter-true
647,What Ukraine Teaches Us About Power,"Acting tough doesn’t make you strong, even militarily.",meter-true
648,The leader of Belarus visits a military base where Russian forces are stationed.,"Concerns have mounted in recent weeks that Moscow could try to draw Belarus, Ukraine’s northern neighbor, more directly into the war.",meter-true
649,Ukraine says recent pledges show that key weapons are no longer ‘taboo’ for its allies.,"The foreign minister, Dmytro Kuleba, welcomed pledges this week from France, Germany and the United States of military aid that his government had been seeking for months.",meter-true
650,"Battered and Strained by War, Ukraine’s Economy Adapts to Survive","After 10 months of Russian destruction, Ukraine’s economy shrank by 30 percent. But companies have packed up and moved, switched products and found support abroad.",meter-true
651,Your Friday Briefing,Responses to Russia’s ordering of a cease-fire.,meter-true
652,"Putin Calls a 36-Hour Cease-Fire, but Ukraine and U.S. Are Skeptical","The cease-fire would coincide with the Eastern Orthodox Christmas on Saturday, but Kremlin adversaries and some analysts call it a ploy for military and political advantage.",meter-true
653,,,meter-true
654,Your Thursday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
655,What is the Bradley Fighting Vehicle?,"Often mistaken for a tank, the decades-old Bradley offers a compromise between traditional tank firepower and an armored personnel carrier.",meter-true
656,Your Friday Briefing: Russia Proposes a Short Cease-Fire,"Also, Kevin McCarthy loses yet another bid to become House speaker, and the week in culture.",meter-true
657,The Meaning of the Chaos in the House,"Reaction to the dysfunction in the House. Also: Being Jewish, or not; trying Vladimir Putin; eyewitness to miracles; children’s books; defining blight.",meter-true
658,"In a phone call with Putin, Turkey’s president calls for a cease-fire.",,meter-true
659,"Russia issues the first pardons to prisoners who fought in Ukraine, state media reports.","Yevgeny Prigozhin, the head of the Wagner paramilitary group, is seen in a video congratulating men for completing their military contracts.",meter-true
660,"More than 60 percent of Bakhmut has been destroyed, a Ukrainian official says.","Russia has continued to press an offensive aimed at capturing the eastern city, after suffering a string of setbacks elsewhere in Ukraine in recent months.",meter-true
661,Violence in the N.F.L.,"In professional football, danger is at the root of any given play.",meter-true
662,Your Thursday Briefing,The Russian authorities have laid the blame for a deadly Ukrainian strike on their soldiers themselves.,meter-true
663,‘Fear Still Remains’: Ukraine Finds Sexual Crimes Where Russian Troops Ruled,"Investigators have uncovered widespread evidence of abuse by Moscow’s forces, including rape and forced nudity. Kremlin officials have repeatedly denied accusations of rights violations.",meter-true
664,,,meter-true
665,Ukraine Claims Heavy Russian Losses in Waves of Missile Strikes,Kyiv says its forces have killed or wounded hundreds of Russian soldiers in a series of pinpoint attacks. Russia has confirmed only one of three waves of strikes.,meter-true
666,Your Wednesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
667,Moscow Blames Its Own Troops,Russia said its soldiers’ use of cellphones led to a strike that left 89 dead.,meter-true
668,"For Russian Troops, Cellphone Use Is a Persistent, Lethal Danger","Ukrainian artillery targets Russian soldiers by pinpointing their phone signals. Despite the deadly results, Russian troops keep defying a ban on cellphone use near the front.",meter-true
669,Your Thursday Briefing: Russia Blames its Dead Soldiers,"Also, Kim Jong-un presents a possible successor.",meter-true
670,France promises Ukraine armored vehicles as the U.S. weighs doing the same.,"President Emmanuel Macron pledged to provide AMX-10 RC armored vehicles, though Mr. Macron’s office did not specify how many of the vehicles would be delivered or when.",meter-true
671,A House Divided,House Republicans are struggling with a test of governing.,meter-true
672,Inside Russia’s Military Catastrophe,"As the war against Ukraine rolls on, it has become increasingly clear that this was not the Russian Army anyone expected.",meter-true
673,Russia says soldiers’ cellphone use led to the deadly Makiivka strike.,"The Defense Ministry said the use of phones helped Ukraine home in on the troops’ location, while influential military bloggers said that explanation ignored commanders’ mistakes.",meter-true
674,Your Wednesday Briefing,Here’s what you need to know.,meter-true
675,,,meter-true
676,"Ukraine Keeps Downing Russian Drones, but Price Tag Is High","When costly missiles take out cheap drones, the real winner over time may be the country that spends less.",meter-true
677,Your Tuesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
678,Putin Prepares Russians for a Long Fight Ahead,"The Russian leader has dropped the pretense that life goes on as normal despite the war, evident in the Kremlin’s quick acknowledgment of mass casualties inflicted by Ukraine last weekend.",meter-true
679,Your Wednesday Briefing: Chaos in the U.S. House Speaker Race,"Also, China threatens countermeasures against travel restrictions.",meter-true
680,"Fireworks, Dancing and a Frozen Duck: How We Rang In 2023",Seven writers describe how they started the new year with celebrations big and small.,meter-true
681,Tanks and Teddy Bears: Ukrainian Children Paint the War,An artist from Lviv has brought works by young people affected by the Russian invasion to a museum in Chicago’s Ukrainian enclave.,meter-true
682,Natural Gas Prices in Europe Fall to Pre-Invasion Levels,"Warm weather, alternatives to Russian gas and a buildup of storage all help. But prices remain high for consumers and industry.",meter-true
683,Democracy Fights Back,Last year’s democratic wins could have big implications.,meter-true
684,Deadly strike on Russians in Ukraine exposes Moscow’s military failings.,,meter-true
685,Japan’s Business Owners Can’t Find Successors. This Man Is Giving His Away.,An owner’s struggle in Japan’s northern dairy region illuminates one of the potentially devastating economic impacts of an aging society.,meter-true
686,,,meter-true
687,The Pelosi Era Comes to a Close,The first woman to become speaker leaves a legacy that will be difficult for her successors to equal.,meter-true
688,Why Japan’s Sudden Shift on Bond Purchases Dealt a Global Jolt,The world has relied on ultralow interest rates in Japan. What will happen if they rise?,meter-true
689,Your Tuesday Briefing,A major strike on Russian troops.,meter-true
690,"In Romania, U.S. Troops Train Close to Russia’s War, in Signal to Moscow",The deployment to a NATO country near the conflict in Ukraine is seen as a model of deterrence for a U.S. military that has recently stepped back from direct fighting.,meter-true
691,We’re Going to Miss Greed and Cynicism,We’ll be nostalgic for the days when the culture war was phony.,meter-true
692,Deadly Strike on Russians in Ukraine Exposes Moscow’s Military Failings,"A Ukrainian attack with U.S.-made rockets may have left hundreds of casualties, and pro-war Russians accused their military commanders of repeating fatal errors.",meter-true
693,Your Monday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
694,A Lethal Start to 2023,"Russia says 63 servicemen were killed in the Donbas, one of Moscow’s biggest losses in a strike.",meter-true
695,Your Tuesday Briefing: A Major Ukrainian Strike,"Also, China’s uncertain economic recovery.",meter-true
696,"Biden Caps Two Years of Action on the Economy, With New Challenges Ahead",The president used a slim congressional majority to enact legislation that could reshape the American economy — if his administration can make the laws succeed.,meter-true
697,,,meter-true
698,A U.S.-made long-range rocket system has helped give Ukraine momentum in the war.,"Washington delivered the first batch of truck-mounted, multiple-rocket launchers, known as HIMARS,",meter-true
699,A Chorus of Hopes for 2023,"A mayor, a veteran and others share their visions for the coming year.",meter-true
700,It’s Time to Say Goodbye to Lush Lawns,The environmental damage of lawns is far worse than most people imagine. Also: Migrant crisis; arms for Ukraine; FTX and political donations. ,meter-true
701,The Question of Life Itself,"How people regard the start of life is complicated, polarizing and worthy of exploration.",meter-true
702,How Russia’s War on Ukraine Is Worsening Global Starvation,"Moscow blocks most shipments from Ukraine, one of the world’s largest wheat producers, and its attacks on the country’s energy grid also disrupt the flow of food.",meter-true
703,Your Monday Briefing,Lula is now the president of Brazil.,meter-true
704,Your Monday Briefing: The Impact of a U.S. Chip-Making Boom,"Also, North Korea threatens nuclear escalation and Ukraine reinforces its resilience amid a deadly assault.",meter-true
705,Russian Airstrikes Leave Ukrainians Few Options but to Endure,"Ten months into the war, Ukraine has turned the tide in ground combat, but its cities are still facing relentless waves of missiles and exploding drones.",meter-true
706,Putin Has No Red Lines,There are better ways to think about strategy.,meter-true
707,Forget the Beach Bod. Try These Soul Resolutions Instead.,New Year’s habits that are good for the soul. ,meter-true
708,,,meter-true
709,"Putin Has a New Year’s Message. So Do His Critics, From Jail.",Seasonal greetings from imprisoned opponents offered counterprogramming of a sort to the traditional end-of-year speech from President Vladimir V. Putin of Russia.,meter-true
710,A Happier New Year,Develop stronger relationships in 2023.,meter-true
711,"‘OK, Mexico, Save Me’: After China, This Is Where Globalization May Lead","As American companies seek to limit their exposure to the pitfalls of making goods in China, some are moving production to Mexico.",meter-true
712,"In Bucha, a Final Rampage Served as a Coda to a Month of Atrocities","Hours before Russian troops began withdrawing from the suburban town, a Russian soldier left a trail of blood and devastated lives in a last paroxysm of violence.",meter-true
713,Deadly Russian Strikes Hammer Ukraine on New Year’s Eve,"Explosions hit the capital, Kyiv, and other cities on the final day of a year shaped by Russia’s invasion. Flanked by soldiers, Vladimir V. Putin called the invasion a “sacred duty” of Russians.",meter-true
714,Russia’s War Could Make It India’s World,"The invasion of Ukraine, compounding the effects of the pandemic, has contributed to the ascent of a giant that defies easy alignment. It could be the decisive force in a changing global system.",meter-true
715,The Invention of Elise Stefanik,"To rise through the Trump-era G.O.P., a young congresswoman gave up her friends, her mentors and her ideals. Will it be enough?",meter-true
716,"With Speeches to Ukraine, and the World, Zelensky Shapes Narrative of the War","In a New Year’s Eve addresses to his people , the president  delivered a message meant to rouse his people and rally Ukraine’s allies.",meter-true
717,Cheer Up! The World Is Better Off Than You Think.,"The year 2022 was not great. But even in the midst of overlapping calamities, progress is being made.",meter-true
718,A Bittersweet First Year for Germany’s New Chancellor,"Olaf Scholz came to power with a mandate for domestic renewal. Instead, he was forced to upend his country’s traditional stance on war and foreign policy.",meter-true
719,,,meter-true
720,Clergymen or Spies? Churches Become Tools of War in Ukraine,Ukrainian officials are cracking down on a branch of the Russian Orthodox Church that they describe as a subversive force doing the Kremlin’s bidding.,meter-true
721,Putin and Zelensky will give dueling addresses today with no end to fighting in sight.,Volodymyr Zelensky of Ukraine and Vladimir V. Putin of Russia will share their New Year’s messages as the war grinds on toward its one-year anniversary.,meter-true
722,Your Friday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
723,"Ukraine Defeats Russian Drone Swarm, as NATO Head Says Kyiv Needs More Arms","In a war where the vital weapons and tactics have changed repeatedly, Ukraine relies more than ever on air defenses to fend off barrages aimed at its energy systems and cities.",meter-true
724,"For Democrats, Spending Package Marked One Final Opportunity","For all their accomplishments in the past two years, Democrats face a far tougher environment to see most of their priorities through.",meter-true
725,"In Battered Ukrainian City, the Latest Battle is Against Winter","Firefighters in Lyman, in Ukraine’s east, contend with land mines, freezing temperatures, damaged buildings, awful cell service and a lack of water.",meter-true
726,The Forces Shaping 2023,We look at seven big news stories from the past 12 months and explain how they could be game changers.,meter-true
727,‘The Daily’ checks in with a Russian man who fled the draft.,,meter-true
728,One Man Flees Putin’s Draft: An Update,"Kirill, a 24-year-old from the Moscow region, fled Russia to avoid being conscripted to fight in Ukraine.",meter-true
729,"Xi and Putin Meet Again, Two Strongmen in a Weak Moment","Russia is isolated by its invasion of Ukraine and needs China more than ever. But China, facing a Covid crisis, is in no position to risk sanctions.",meter-true
730,,,meter-true
731,"What Happened in 2022? A Look at the Year, in Charts.",Ten charts to recap the trends and main events of 2022.,meter-true
732,Your Friday Briefing,Russia has launched still more strikes on Ukrainian infrastructure.,meter-true
733,"100 Years Since the Birth of the Soviet Union, in Pictures",It is the disintegration of the U.S.S.R. that President Vladimir V. Putin of Russia says he wants to remedy by waging war against Ukraine; it is the legacy of Moscow’s dominance that Ukrainians hope to free themselves of by defeating Moscow.,meter-true
734,The Great News Quiz of 2022,This was quite a year. How well do you remember it?,meter-true
735,Russian Missile Barrage Staggers Ukraine’s Air Defenses,"Cruise missiles and exploding drones from Iran swept across the skies of Ukraine, wreaking havoc and once again knocking out power.",meter-true
736,Pictures of the Year,Some of the most memorable photos published in The Times in 2022.,meter-true
737,Moscow on the Med: A Faraway War Transforms a Turkish Resort Town,"Tens of thousands of Russians and Ukrainians have settled in Antalya, on Turkey’s southern coast, hoping to avoid the fallout of Russia’s war in Ukraine and start new lives.",meter-true
738,The Biden administration tries to stop Iran from supplying Russia with drones.,,meter-true
739,Your Thursday Briefing,New requirements for passengers coming from China.,meter-true
740,2022: The Year in Visual Stories and Graphics,"Selected Times graphics, visualizations and multimedia stories published this year.",meter-true
741,,,meter-true
742,Your Wednesday Evening Briefing,Here’s what you need to know at the end of the day.,meter-true
743,Your Thursday Briefing: The U.S. Requires Covid Tests for Travelers From China,"Also, Ukraine peace talks seem far-off.",meter-true
744,Hard-Line Positions by Russia and Ukraine Dim Hope for Peace Talks,"Both Moscow and Kyiv say they are ready to talk, but their terms for sitting down at a negotiating table suggest otherwise.",meter-true
745,Denmark May End Great Prayer Day Holiday as It Seeks to Bolster Military,A proposal by Prime Minister Mette Frederiksen would eliminate one public day off from work in an effort to increase spending on defense.,meter-true
746,U.S. Scrambles to Stop Iran From Providing Drones for Russia,"As the war in Ukraine grinds on, some officials have become convinced that Iran and Russia are building a new alliance of convenience.",meter-true
747,Your Wednesday Briefing,China’s medical system is buckling under the strain of thousands of Covid infections.,meter-true
748,A Russian tycoon and his travel companion are found dead in India.,"The body of the millionaire Pavel Antov, who had reportedly criticized the Russian shelling of civilians in Kyiv, was found outside his hotel.",meter-true
749,Ukraine and Russia Battle for a Gateway City in the East,"Recapturing Kreminna, in eastern Ukraine, would be a step further in Ukraine’s campaign to retake major cities that Russia seized after it invaded.",meter-true
750,Your Wednesday Briefing: China’s Overwhelmed Hospitals,"Also, Ukraine is fighting to retake a city in the Donbas.",meter-true
751,Ukraine’s difficulties on the bond markets leave it more reliant on foreign aid.,"Unable to roll over debt accumulated before the war, Ukraine has paid investors more than it has collected this year, the Central Bank says.",meter-true
752,,,meter-true
753,Lukashenko and Putin Affirm Close Ties Without Addressing Ukraine,"Their meeting could add to fears that Moscow will try to draw Belarus, Ukraine’s northern neighbor, more directly into the war.",meter-true
754,Stories You Might Have Missed in 2022,Today we share stories that stood out to our editors but that you might have missed.,meter-true
755,When Cultural Heritage Becomes a Battlefront,"Against the appalling human cost of Russia’s invasion of Ukraine, its cultural toll may feel insignificant. But tallying the damage shows how central it is to the conflict.",meter-true
756,"Russian City Mourns Its Lost Soldiers, but Doesn’t Resent Putin’s War","Ryazan, not far from Moscow, regularly sends young men off to fight. Some are now buried in the local cemetery, but there is no surge of outrage against Russian leaders.",meter-true
757,Your Tuesday Briefing,Ukrainian attacks on Russian soil.,meter-true
758,"Russian Air Base Is Attacked, as Ukraine Discounts Escalation Threat","Russia said falling wreckage from a Ukrainian drone had killed three servicemen at the base, some 300 miles from Ukraine, which would be the third such long-range attack this month.",meter-true
759,How citizen spies foiled Putin’s grand plan for one Ukrainian city.,"A partisan cell in Kherson spied on, undermined and even hunted down Russian soldiers. Now that Vladimir V. Putin’s forces are gone, people feel free to talk — and to brag a little.",meter-true
760,Your Tuesday Briefing: China Menaces Taiwan,"Also, an emerging picture of China’s Covid crisis.",meter-true
761,Bakhmut’s final food stand finds a way to keep the pizza coming.,,meter-true
762,What You Read,"Today we’re looking back on the stories you read, shared and spent the most time with.",meter-true
763,,,meter-true
764,On the Road With Ukraine’s Refugees: An Update,We reported alongside Ukrainians making their escape from Russia’s increasingly brutal invasion.,meter-true
765,"Nets, Buoys, Salt, Ice. For West African Fishermen, ‘Everything’ Is Going Up.","Fishermen in Sierra Leone need large amounts of ice to store their catch on multiday journeys. Like many commodities, it has become pricey.",meter-true
766,"In Nord Stream Mystery, Baltic Seabed Provides a Nearly Ideal Crime Scene","As investigators piece together clues, Russia has quietly taken steps to begin expensive repairs on the giant gas pipeline, complicating theories about who was behind September’s sabotage.",meter-true
767,"With Record Military Incursions, China Warns Taiwan and the U.S.",Taiwan said China sent 71 military aircraft near the island days after President Biden bolstered U.S. support for Taiwan.,meter-true
768,"In Ukraine, Christmas lights defy the darkness of war.",,meter-true
769,Your Monday Briefing,A special edition looking back at 2022.,meter-true
770,Your Monday Briefing,A special edition looking back at 2022.,meter-true
771,This Year Was the Beginning of a Green Transition,Switching off fossil fuels is going to be a bumpy ride — an energy disruption.,meter-true
772,What to Cook This Week,"Creamy grits with mushrooms and chard, baked pork ragù and more recipes.",meter-true
773,"In Christmas Address, Pope Bemoans ‘Grave Famine of Peace’",Pope Francis urged the tens of thousands of faithful in St. Peter’s Square to pray for Ukraine and for others suffering in conflicts around the world.,meter-true
774,,,meter-true
775,Teaching Cursive Is Passé. Should It Be?,Readers debate the value of having children learn to write in cursive.  Also: San Francisco today; nuclear threats; child care; domestic burdens.,meter-true
776,How Citizen Spies Foiled Putin’s Grand Plan for One Ukrainian City,"A partisan cell in Kherson spied on, undermined and even hunted down Russian soldiers. Now that Vladimir V. Putin’s forces are gone, people feel free to talk — and to brag a little.",meter-true
777,"Putin Insists He Is Open to Talks, as Air-Raid Sirens Sound Across Ukraine","Ukrainians appeared intent on celebrating Christmas, even if scarce power left some cities darkened, save for generator-powered holiday light displays.",meter-true
778,"In Ukraine, Christmas Lights Defy Darkness of War, and Children Ask for Peace","One town is protecting a statue of St. Nick with sandbags, another is putting its Christmas tree underground and others are cranking up noisy generators to keep the holiday spirit alive.",meter-true
779,This Was the Year Everything Changed in Germany,The country has acknowledged the war in Ukraine as its own.,meter-true
