,Unnamed: 0,Unnamed: 0.1,claim,truth_value,source,simple_sentence
4166,4166,4166,"U.S., Europeans warn Sudan's military against excluding civilians in transition, article with image",meter-true,reuters,"U.S., Europeans warn Sudan's military against excluding civilians in transition, article with image ."
4167,4167,4167,"Explainer: Sudan's political transition in the balance, article with gallery",meter-true,reuters,"Explainer: Sudan's political transition in the balance, article with gallery ."
4168,4168,4168,"A Myanmar family flees to India with no plans to return soon, article with gallery",meter-true,reuters,"A Myanmar family flees to India with no plans to return soon, article with gallery ."
4169,4169,4169,"EU mulls arms embargo, more sanctions on Myanmar after 'appalling' violence, article with gallery",meter-true,reuters,"EU mulls arms embargo, more sanctions on Myanmar after 'appalling' violence, article with gallery ."
4170,4170,4170,"Special Report: Pilots detail chaotic collapse of the Afghan Air Force, article with gallery",meter-true,reuters,"Special Report: Pilots detail chaotic collapse of the Afghan Air Force, article with gallery ."
4171,4171,4171,"U.S., Russia set for Jan 10 security talks amid Ukraine tensions, article with image",meter-true,reuters,"U.S., Russia set for Jan 10 security talks amid Ukraine tensions, article with image ."
4172,4172,4172,"Turkey offers to mediate in Bosnian crisis 'to ensure stability', article with gallery",meter-true,reuters,"Turkey offers to mediate in Bosnian crisis 'to ensure stability', article with gallery ."
4173,4173,4173,"Houthis have fired 430 missiles, 851 drones at Saudi Arabia since 2015 - Saudi-led coalition, article with gallery",meter-true,reuters,"Houthis have fired 430 missiles, 851 drones at Saudi Arabia since 2015 - Saudi-led coalition, article with gallery ."
4174,4174,4174,"Putin says Russia doesn't want conflict but needs 'immediate' guarantees, article with image",meter-true,reuters,Putin says Russia does  n't . Putin says Russia does  want conflict . Putin says Russia does  needs 'immediate ' guarantees  article with image . 
4175,4175,4175,"'Keep the defender guessing': Russia's military options on Ukraine, article with image",meter-true,reuters,"'Keep the defender guessing': Russia's military options on Ukraine, article with image ."
4176,4176,4176,"Saudi coalition says it strikes military camp in Sanaa, Houthis say bombs hit prison, article with gallery",meter-true,reuters,"Saudi coalition says it strikes military camp in Sanaa . bombs says hit prison , , article with gallery . "
4177,4177,4177,"Explainer: Why Libya's election has collapsed and what comes next, article with gallery",meter-true,reuters,Explainer : Why Libya 's election has  collapsed. What comes  next  article with gallery. . 
4178,4178,4178,"Three bodies found, but scores buried by landslide at Myanmar jade mine, article with image",meter-true,reuters,Three bodies found. Scores buried by landslide at Myanmar jade mine  article with image. . 
4179,4179,4179,"Scores feared dead after landslide at Myanmar jade mine, article with gallery",meter-true,reuters,"Scores feared dead after landslide at Myanmar jade mine, article with gallery ."
4180,4180,4180,"EXCLUSIVE U.S. concerned over Turkey's drone sales to conflict-hit Ethiopia, article with gallery",meter-true,reuters,"EXCLUSIVE U.S. concerned over Turkey's drone sales to conflict-hit Ethiopia, article with gallery ."
4181,4181,4181,"Libyan election collapses with no plan out of crisis, article with gallery",meter-true,reuters,"Libyan election collapses with no plan out of crisis, article with gallery ."
4182,4182,4182,"Some Bosnian Serbs fear leader's separatist course could bring chaos, article with image",meter-true,reuters,"Some Bosnian Serbs fear leader's separatist course could bring chaos, article with image ."
4183,4183,4183,"Ethiopia says army clearing Tigrayan forces from two northern regions, article with gallery",meter-true,reuters,"Ethiopia says army clearing Tigrayan forces from two northern regions, article with gallery ."
4184,4184,4184,"Tigray forces withdraw from neighbouring Ethiopian regions -spokesman, article with image",meter-true,reuters,"Tigray forces withdraw from neighbouring Ethiopian regions -spokesman, article with image ."
4185,4185,4185,"Rights groups report wave of abuses against Tigrayans in Ethiopian region, article with gallery",meter-true,reuters,"Rights groups report wave of abuses against Tigrayans in Ethiopian region, article with gallery ."
4186,4186,4186,"In east Ukraine city, thoughts turn again to war, article with gallery",meter-true,reuters,"In east Ukraine city, thoughts turn again to war, article with gallery ."
4187,4187,4187,"Pope calls for 'serious international dialogue' to defuse Ukraine tensions, article with gallery",meter-true,reuters,"Pope calls for 'serious international dialogue' to defuse Ukraine tensions, article with gallery ."
4188,4188,4188,"Nigerians displaced by insurgency fear being forced to return home, article with video",meter-true,reuters,"Nigerians displaced by insurgency fear being forced to return home, article with video ."
4189,4189,4189,"North Cameroon violence between farmers, herders kills 22; residents flee, article with gallery",meter-true,reuters,"North Cameroon violence between farmers, herders kills 22; residents flee, article with gallery ."
4190,4190,4190,"U.N. suspends food distribution in two towns in Ethiopia after looting, article with image",meter-true,reuters,"U.N. suspends food distribution in two towns in Ethiopia after looting, article with image ."
4191,4191,4191,"Canada's Omicron travel ban disrupts residents heading home, article with gallery",meter-true,reuters,"Canada's Omicron travel ban disrupts residents heading home, article with gallery ."
4192,4192,4192,"Factbox: Who is fighting in Yemen's war?, article with gallery",meter-true,reuters,"Factbox: Who is fighting in Yemen's war?, article with gallery ."
4193,4193,4193,"Saudi coalition bombs Sanaa in tit-for-tat violence with Houthis, article with gallery",meter-true,reuters,"Saudi coalition bombs Sanaa in tit-for-tat violence with Houthis, article with gallery ."
4194,4194,4194,"Israeli's Gantz immune from prosecution in Gaza bombing case -Dutch court, article with gallery",meter-true,reuters,"Israeli's Gantz immune from prosecution in Gaza bombing case -Dutch court, article with gallery ."
4195,4195,4195,"Yemen Houthis bury their dead as fighting rages in gas-rich Marib, article with gallery",meter-true,reuters,"Yemen Houthis bury their dead as fighting rages in gas-rich Marib, article with gallery ."
4196,4196,4196,"Biden and Putin head into Ukraine talks with scant room for compromise, article with gallery",meter-true,reuters,Biden. Putin head into Ukraine talks with scant room for compromise  article with gallery. . 
4197,4197,4197,"Ukraine shows off U.S. military hardware, vows to fight off Russia, article with gallery",meter-true,reuters,"Ukraine shows off U.S. military hardware, vows to fight off Russia, article with gallery ."
4198,4198,4198,"Colombia ex-rebels grow disillusioned with FARC party 5 years after peace, article with gallery",meter-true,reuters,"Colombia ex-rebels grow disillusioned with FARC party 5 years after peace, article with gallery ."
4199,4199,4199,"U.S. revokes terrorist designation for Colombia's FARC, article with gallery",meter-true,reuters,"U.S. revokes terrorist designation for Colombia's FARC, article with gallery ."
4200,4200,4200,"Belarus announces military drills with Russia near Ukraine border, article with image",meter-true,reuters,"Belarus announces military drills with Russia near Ukraine border, article with image ."
4201,4201,4201,"Explainer: -What is behind unrest in the Solomon Islands?, article with image",meter-true,reuters,"Explainer: -What is behind unrest in the Solomon Islands?, article with image ."
4202,4202,4202,"UN, US express concern after incident at Libyan court, article with image",meter-true,reuters,"UN, US express concern after incident at Libyan court, article with image ."
4203,4203,4203,"Libya fighters disrupt Gaddafi son's election appeal, article with gallery",meter-true,reuters,"Libya fighters disrupt Gaddafi son's election appeal, article with gallery ."
4204,4204,4204,"Australian police take control of Solomon Islands capital - witnesses, article with video",meter-true,reuters,"Australian police take control of Solomon Islands capital - witnesses, article with video ."
4205,4205,4205,"Thousands protest in Sudan against deal between PM Hamdok and military, article with video",meter-true,reuters,Thousands protest in Sudan against deal between PM Hamdok article with video . Thousands protest in Sudan against deal military article with video . 
4206,4206,4206,"Colombia gets U.S. extradition request for accused drug trafficker Otoniel, article with image",meter-true,reuters,"Colombia gets U.S. extradition request for accused drug trafficker Otoniel, article with image ."
4207,4207,4207,"In Russia-Ukraine faceoff, both sides stage combat drills, article with gallery",meter-true,reuters,"In Russia-Ukraine faceoff, both sides stage combat drills, article with gallery ."
4208,4208,4208,"United Nations calls for immediate end to fighting in Ethiopia, article with gallery",meter-true,reuters,"United Nations calls for immediate end to fighting in Ethiopia, article with gallery ."
4209,4209,4209,"U.S. amends Syria sanctions rules over NGO activities, article with image",meter-true,reuters,"U.S. amends Syria sanctions rules over NGO activities, article with image ."
4210,4210,4210,"Q+A What is the risk of a war between Russia and Ukraine?, article with gallery",meter-true,reuters,Q+A What is  the risk of a war between Russia . Q+A What is  the risk of Ukraine ?  article with gallery . 
4211,4211,4211,"United Nations calls for efforts to ensure economic future for Colombia ex-rebels, article with gallery",meter-true,reuters,"United Nations calls for efforts to ensure economic future for Colombia ex-rebels, article with gallery ."
4212,4212,4212,"Colombia's armed forces seize cocaine worth over $300 million, article with image",meter-true,reuters,"Colombia's armed forces seize cocaine worth over $300 million, article with image ."
4213,4213,4213,"Number of children recruited into conflict grows in West and Central Africa, article with gallery",meter-true,reuters,Number of children recruited into conflict grows in West with gallery . Number of children recruited into Central Africa  article with gallery . 
4214,4214,4214,"Poland says Belarus border crisis may be prelude to ""something worse"", article with video",meter-true,reuters,"Poland says Belarus border crisis may be prelude to `` `` something worse '' '' , , article with video . Belarus border crisis says may be prelude to `` `` something worse '' '' , , article with video . Belarus border crisis says be prelude to `` `` something worse '' '' , , article with video . "
4215,4215,4215,"Europe must resist Belarus migrants' 'blackmail', Austria says, article with video",meter-true,reuters,"Europe must resist Belarus migrants' 'blackmail', Austria says, article with video ."
4216,4216,4216,"Britain outlaws Palestinian militant group Hamas -interior minister, article with image",meter-true,reuters,"Britain outlaws Palestinian militant group Hamas -interior minister, article with image ."
4217,4217,4217,"U.S. warns China after South China Sea standoff with Philippines, article with image",meter-true,reuters,"U.S. warns China after South China Sea standoff with Philippines, article with image ."
4218,4218,4218,"In pitch to Africa, Blinken vows cleaner business deals, article with video",meter-true,reuters,"In pitch to Africa, Blinken vows cleaner business deals, article with video ."
4219,4219,4219,"Security, climate dominate as U.S. Secretary of State kicks off Africa tour, article with video",meter-true,reuters,"Security, climate dominate as U.S. Secretary of State kicks off Africa tour, article with video ."
4220,4220,4220,"Sanctions possible for those undermining Bosnia peace deal -Blinken, article with image",meter-true,reuters,"Sanctions possible for those undermining Bosnia peace deal -Blinken, article with image ."
4221,4221,4221,"Gaddafi, Haftar election bids add fresh uncertainty to Libya turmoil, article with gallery",meter-true,reuters,"Gaddafi, Haftar election bids add fresh uncertainty to Libya turmoil, article with gallery ."
4222,4222,4222,"Libya's eastern commander Haftar announces election bid, article with gallery",meter-true,reuters,"Libya's eastern commander Haftar announces election bid, article with gallery ."
4223,4223,4223,"Colombian troop surge seeks to stem drug-linked Venezuelan border violence, article with video",meter-true,reuters,"Colombian troop surge seeks to stem drug-linked Venezuelan border violence, article with video ."
4224,4224,4224,"China's Xi expected to prioritise Taiwan issue in Biden discussion, article with image",meter-true,reuters,"China's Xi expected to prioritise Taiwan issue in Biden discussion, article with image ."
4225,4225,4225,"U.S. blacklists Eritrean military over conflict in Ethiopia, article with image",meter-true,reuters,"U.S. blacklists Eritrean military over conflict in Ethiopia, article with image ."
4226,4226,4226,"I'll not sacrifice peace for Republika Srpska, Bosnian Serb leader says, article with image",meter-true,reuters,"I'll not sacrifice peace for Republika Srpska, Bosnian Serb leader says, article with image ."
4227,4227,4227,"Ethiopia rounds up high-profile Tigrayans, U.N. staff, article with video",meter-true,reuters,"Ethiopia rounds up high-profile Tigrayans, U.N. staff, article with video ."
4228,4228,4228,"Turkish defence firm to test sea-based drones as orders swell, article with gallery",meter-true,reuters,"Turkish defence firm to test sea-based drones as orders swell , , article with gallery . Turkish defence firm to test sea-based drones as orders to test sea-based drones as orders . Turkish defence firm to test sea-based drones as orders test sea-based drones as orders . "
4229,4229,4229,"Returning to ruined city, Libyan family struggles to rebuild, article with video",meter-true,reuters,"Returning to ruined city, Libyan family struggles to rebuild, article with video ."
4230,4230,4230,"U.N. aid chief says Myanmar deteriorating, Security Council meets, article with image",meter-true,reuters,"U.N. aid chief says Myanmar deteriorating, Security Council meets, article with image ."
4231,4231,4231,"Sudan internet cuts complicate civil disobedience campaign against coup, article with image",meter-true,reuters,"Sudan internet cuts complicate civil disobedience campaign against coup, article with image ."
4232,4232,4232,"U.S. orders non-emergency government employees in Ethiopia to leave, article with image",meter-true,reuters,"U.S. orders non-emergency government employees in Ethiopia to leave, article with image ."
4233,4233,4233,"New alliance wants to oust Ethiopia's PM by talks or force, article with video",meter-true,reuters,New alliance wants to oust Ethiopia 's PM by talks force  article with video . 
4234,4234,4234,"U.S. Republicans want billions for Taiwan military aid to counter China, article with image",meter-true,reuters,"U.S. Republicans want billions for Taiwan military aid to counter China, article with image ."
4235,4235,4235,"Pentagon sharply raises its estimate of Chinese nuclear warheads, article with gallery",meter-true,reuters,"Pentagon sharply raises its estimate of Chinese nuclear warheads, article with gallery ."
4236,4236,4236,"Ethiopia government says Tigray forces killed 100 youths in key town, article with video",meter-true,reuters,"Ethiopia government says Tigray forces killed 100 youths in key town , , article with video . Tigray forces says killed 100 youths in key town , , article with video . "
4237,4237,4237,"Analysis: Sudan's military leaders could face isolation after coup, article with image",meter-true,reuters,"Analysis: Sudan's military leaders could face isolation after coup, article with image ."
4238,4238,4238,"First few tourists visit Libya but security threats remain, article with image",meter-true,reuters,First few tourists visit Libya. Security threats remain  article with image. . 
4239,4239,4239,"Don't blame us for Ukraine's use of Turkish drones -Turkish FM, article with image",meter-true,reuters,"Don't blame us for Ukraine's use of Turkish drones -Turkish FM, article with image ."
4240,4240,4240,"Crisis with Lebanon rooted in Hezbollah dominance - Saudi minister, article with image",meter-true,reuters,"Crisis with Lebanon rooted in Hezbollah dominance - Saudi minister, article with image ."
4241,4241,4241,"Ukraine using Turkish drones in Donbass conflict in self-defence, Zelenskiy says, article with image",meter-true,reuters,"Ukraine using Turkish drones in Donbass conflict in self-defence, Zelenskiy says, article with image ."
4242,4242,4242,"EU top military official voices support for Bosnia's joint armed forces, article with image",meter-true,reuters,"EU top military official voices support for Bosnia's joint armed forces, article with image ."
4243,4243,4243,"Factbox: The general who led Sudanese coup, article with image",meter-true,reuters,Factbox : The general   article with image . Factbox : The led Sudanese coup  . Factbox : article with image . 
4244,4244,4244,"Factbox: What is happening in Sudan?, article with image",meter-true,reuters,"Factbox: What is happening in Sudan?, article with image ."
4245,4245,4245,"China strengthens land border protection with new law, article with image",meter-true,reuters,"China strengthens land border protection with new law, article with image ."
4246,4246,4246,"U.N. plane aborts landing as air strike hits Ethiopia's Tigray, article with image",meter-true,reuters,"U.N. plane aborts landing as air strike hits Ethiopia's Tigray, article with image ."
4247,4247,4247,"Nigerian state to shut camps for people displaced by insurgency, article with image",meter-true,reuters,"Nigerian state to shut camps for people displaced by insurgency, article with image ."
4248,4248,4248,"Factbox: What is the Lebanese Forces party?, article with gallery",meter-true,reuters,"Factbox: What is the Lebanese Forces party?, article with gallery ."
4249,4249,4249,"Outgoing U.N. envoy says Myanmar has spiraled into civil war, article with image",meter-true,reuters,"Outgoing U.N. says Myanmar has spiraled into civil war , , article with image . Myanmar says has spiraled into civil war , , article with image . Myanmar says spiraled into civil war , , article with image . "
4250,4250,4250,"Libyan PM, foreign powers backs Dec. 24 national election, article with image",meter-true,reuters,"Libyan PM, foreign powers backs Dec. 24 national election, article with image ."
4251,4251,4251,"Blinken, on Colombia visit, says human rights accountability critical, article with gallery",meter-true,reuters,"Blinken, on Colombia visit, says human rights accountability critical, article with gallery ."
4252,4252,4252,"Ethiopia conducts two air strikes on Tigray within hours, war escalates, article with video",meter-true,reuters,"Ethiopia conducts two air strikes on Tigray within hours, war escalates, article with video ."
4253,4253,4253,"Ethiopian families fleeing fighting describe hunger, rape in Amhara, article with video",meter-true,reuters,"Ethiopian families fleeing fighting describe hunger, rape in Amhara, article with video ."
4254,4254,4254,"Separatists end blockade of hotel housing conflict monitors in eastern Ukraine, article with gallery",meter-true,reuters,"Separatists end blockade of hotel housing conflict monitors in eastern Ukraine, article with gallery ."
4255,4255,4255,"Explainer: How Hezbollah widens Iran's Middle East reach, article with image",meter-true,reuters,"Explainer Explainer : : How Hezbollah widens Iran 's Middle East reach , , article with image . . . Hezbollah widens Iran 's Middle East reach , , article with image . "
4256,4256,4256,"Deadly shooting rocks Beirut as tensions over blast probe erupt, article with video",meter-true,reuters,"Deadly shooting rocks Beirut as tensions over blast probe erupt, article with video ."
4257,4257,4257,"Explainer: What's happening in Lebanon, article with image",meter-true,reuters,"Explainer : : What 's happening in Lebanon , , article with image . Explainer : : What 's happening in Lebanon , , article 's happening in Lebanon . Explainer : : What 's happening in Lebanon , , article happening in Lebanon . "
4258,4258,4258,"In Libyan city, mass graves evoke stakes of faltering peace push, article with gallery",meter-true,reuters,"In Libyan city, mass graves evoke stakes of faltering peace push, article with gallery ."
4259,4259,4259,"Tension over Beirut blast probe tips Lebanon into new crisis, article with gallery",meter-true,reuters,"Tension over Beirut blast probe tips Lebanon into new crisis, article with gallery ."
4260,4260,4260,"How Libya's shaky peace push has unfolded, article with image",meter-true,reuters,image article with image . Libya 's shaky peace push has unfolded . Libya 's shaky peace push unfolded . 
4261,4261,4261,"Battle-hardened Taliban fighters enjoy a day off at amusement park, article with gallery",meter-true,reuters,"Battle-hardened Taliban fighters enjoy a day off at amusement park, article with gallery ."
4262,4262,4262,"Taiwan does not seek military confrontation, says president, article with video",meter-true,reuters,"Taiwan does not seek military confrontation, says president, article with video ."
4263,4263,4263,"Colombia deploys 14,000-strong military unit in restive border region, article with gallery",meter-true,reuters,"Colombia deploys 14,000-strong military unit in restive border region, article with gallery ."
4264,4264,4264,"New European taskforce takes on Mali's elusive militants, article with video",meter-true,reuters,"New European taskforce takes on Mali's elusive militants, article with video ."
4265,4265,4265,"Gunfire disrupts Cameroon prime minister's visit to separatist region, article with image",meter-true,reuters,"Gunfire disrupts Cameroon prime minister's visit to separatist region, article with image ."
4266,4266,4266,"Libya's warring sides, including Russian mercenaries, may be guilty of crimes - UN, article with gallery",meter-true,reuters,"Libya's warring sides, including Russian mercenaries, may be guilty of crimes - UN, article with gallery ."
4267,4267,4267,"EXCLUSIVE Some 1,900 Colombian guerrillas operating from Venezuela, says Colombia military chief, article with gallery",meter-true,reuters,"EXCLUSIVE Some 1,900 Colombian guerrillas operating from Venezuela, says Colombia military chief, article with gallery ."
4268,4268,4268,"Guatemala suspends search for remains of indigenous children killed in war-era massacre, article with gallery",meter-true,reuters,"Guatemala suspends search for remains of indigenous children killed in war-era massacre, article with gallery ."
4269,4269,4269,"Search for remains of indigenous children killed in Guatemala massacre blocked by residents, article with video",meter-true,reuters,"Search for remains of indigenous children killed in Guatemala massacre blocked by residents, article with video ."
4270,4270,4270,"Iraqis to vote in ballot marked by growing social and political fractures, article with gallery",meter-true,reuters,Iraqis to vote in ballot marked by growing social fractures  article with gallery . Iraqis to vote in ballot marked by growing political fractures  article with gallery . 
4271,4271,4271,"Guatemala to search for bodies of Indigenous children believed killed in civil war massacre, article with image",meter-true,reuters,"Guatemala to search for bodies of Indigenous children believed killed in civil war massacre , article with image . "
4272,4272,4272,"Israeli PM says Iran has crossed nuclear 'red lines'; Tehran calls it 'full of lies', article with gallery",meter-true,reuters,"Israeli PM says Iran has crossed nuclear 'red lines'; Tehran calls it 'full of lies', article with gallery ."
4273,4273,4273,"Gunmen kill 22 Nigerian security personnel, says state lawmaker, article with image",meter-true,reuters,"Gunmen kill 22 Nigerian security personnel, says state lawmaker, article with image ."
4274,4274,4274,"Libya's presidency seeks consensus on election law, article with image",meter-true,reuters,"Libya's presidency seeks consensus on election law, article with image ."
4275,4275,4275,"UN commissioner urges international effort on Myanmar 'before it is too late', article with gallery",meter-true,reuters,"UN commissioner urges international effort on Myanmar 'before it is too late', article with gallery ."
4276,4276,4276,"Gay war veteran speaks out for equal rights in Ukraine's military, article with gallery",meter-true,reuters,"Gay war veteran speaks out for equal rights in Ukraine's military, article with gallery ."
4277,4277,4277,"Factbox: What is Lebanon's Hezbollah?, article with image",meter-true,reuters,"Factbox: What is Lebanon's Hezbollah?, article with image ."
4278,4278,4278,"Killings of Colombia environmental activists hit record, NGO says, despite gov't promises, article with gallery",meter-true,reuters,"Killings of Colombia environmental activists hit record, NGO says, despite gov't promises, article with gallery ."
4279,4279,4279,"N.Korea tests first 'strategic' cruise missile with possible nuclear capability, article with video",meter-true,reuters,"N.Korea tests first 'strategic' cruise missile with possible nuclear capability, article with video ."
4280,4280,4280,"Abimael Guzman, founder of Peruvian rebel group Shining Path, dies at 86, article with video",meter-true,reuters,"Abimael Guzman, founder of Peruvian rebel group Shining Path, dies at 86, article with video ."
4281,4281,4281,"Myanmar urged to avoid violence after junta opponents declare revolt, article with gallery",meter-true,reuters,"Myanmar urged to avoid violence after junta opponents declare revolt , , article with gallery . junta opponents declare revolt , , article with gallery . "
4282,4282,4282,"Analysis: S.Korea blazes new path with 'most potent' conventional missile submarine, article with image",meter-true,reuters,"Analysis: S.Korea blazes new path with 'most potent' conventional missile submarine, article with image ."
4283,4283,4283,"Taliban sources say last Afghan holdout region falls; resistance denies claim, article with video",meter-true,reuters,Taliban sources say last Afghan holdout region falls . last Afghan holdout region denies falls . 
4284,4284,4284,"The day the music died: Afghanistan's all-female orchestra falls silent, article with video",meter-true,reuters,"The day the music died: Afghanistan's all-female orchestra falls silent, article with video ."
4285,4285,4285,"Worst Tripoli fighting in a year shows limits of Libya peace push, article with image",meter-true,reuters,"Worst Tripoli fighting in a year shows limits of Libya peace push, article with image ."
4286,4286,4286,"Rebels hold out in Afghan valley as Taliban set up government in Kabul, article with video",meter-true,reuters,"Rebels hold out in Afghan valley as Taliban set up government in Kabul , , article with video . Taliban set up government in Kabul , , article with video . "
4287,4287,4287,"Guns, drugs, jobs. In these Venezuelan towns, Colombian rebels call the shots, article with gallery",meter-true,reuters,"Guns, drugs, jobs.In these Venezuelan towns, Colombian rebels call the shots, article with gallery ."
4288,4288,4288,"Analysis: Afghanistan pullout spurs EU to revive rapid reaction force, article with image",meter-true,reuters,"Analysis : Afghanistan pullout spurs EU to revive rapid reaction force , article with image . "
4289,4289,4289,"Israel bombs Hamas sites in Gaza over fire balloons - military, article with video",meter-true,reuters,"Israel bombs Hamas sites in Gaza over fire balloons - military, article with video ."
4290,4290,4290,"Veteran Afghan strongmen to form new front for negotiating with Taliban, article with gallery",meter-true,reuters,"Veteran Afghan strongmen to form new front for negotiating with Taliban, article with gallery ."
4291,4291,4291,"U.N. chief says social fabric of Ethiopia being torn apart, article with gallery",meter-true,reuters,"U.N. chief says social fabric of Ethiopia being torn apart, article with gallery ."
4292,4292,4292,"Colombia's cemeteries may hold answers for families of disappeared, article with video",meter-true,reuters,"Colombia's cemeteries may hold answers for families of disappeared, article with video ."
4293,4293,4293,"Desperate Nigerians sell homes and land to free kidnapped children, article with video",meter-true,reuters,Desperate Nigerians sell homes land to free kidnapped children  article with video . 
4294,4294,4294,"Planes, guns, night-vision goggles: The Taliban's new U.S.-made war chest, article with gallery",meter-true,reuters,"Planes, guns, night-vision goggles: The Taliban's new U.S.-made war chest, article with gallery ."
4295,4295,4295,"Biden and Israeli PM set to discuss Iran strategy at meeting next week, article with gallery",meter-true,reuters,Biden set to discuss Iran strategy at meeting next week  article with gallery . Israeli PM set to discuss Iran strategy at meeting next week  article with gallery . 
4296,4296,4296,"Biden scrambles to limit damage to credibility from Afghanistan, article with image",meter-true,reuters,"Biden scrambles to limit damage to credibility from Afghanistan, article with image ."
4297,4297,4297,"Drones, navies, attack boats: Will they be enough to tackle the world's latest piracy hotspot?, article with video",meter-true,reuters,"Drones , navies , attack boats : Will they be enough to tackle the world 's latest piracy hotspot ? , article with video . "
4298,4298,4298,"Britain asks: Is America back or has it turned its back?, article with gallery",meter-true,reuters,Britain asks : Is America back . Britain asks : has it turned  its back ?  article with gallery . 
4299,4299,4299,"Profits and poppy: Afghanistan's illegal drug trade a boon for Taliban, article with gallery",meter-true,reuters,Profits : Afghanistan 's illegal drug trade a boon for Taliban  article with gallery . Poppy : Afghanistan 's illegal drug trade a boon for Taliban  article with gallery . 
4300,4300,4300,"U.S. mobilizes 3,000 troops to Kabul for embassy staff drawdown, article with image",meter-true,reuters,"U.S. mobilizes 3,000 troops to Kabul for embassy staff drawdown, article with image ."
4301,4301,4301,"Ethiopia urges citizens to join armed forces as conflict spreads, article with image",meter-true,reuters,"Ethiopia urges citizens to join armed forces as conflict spreads, article with image ."
4302,4302,4302,"Yemen's children toil at dangerous work, not school, article with video",meter-true,reuters,"Yemen's children toil at dangerous work, not school, article with video ."
4303,4303,4303,"Tigrayan forces take control of Ethiopia's Lalibela, a UN World Heritage Site - eyewitnesses, article with video",meter-true,reuters,"Tigrayan forces take control of Ethiopia's Lalibela, a UN World Heritage Site - eyewitnesses, article with video ."
4304,4304,4304,"Top paramilitary, guerrilla leaders in Colombia ask forgiveness, article with gallery",meter-true,reuters,"Top paramilitary, guerrilla leaders in Colombia ask forgiveness, article with gallery ."
4305,4305,4305,"U.S.'s Blinken, Sudan's prime minister discuss Ethiopia's Tigray conflict, article with image",meter-true,reuters,"U.S.'s Blinken, Sudan's prime minister discuss Ethiopia's Tigray conflict, article with image ."
4306,4306,4306,"Eritrean refugees in Ethiopian capital protest insecurity at Tigray camps, article with gallery",meter-true,reuters,"Eritrean refugees in Ethiopian capital protest insecurity at Tigray camps, article with gallery ."
4307,4307,4307,"Ukrainian president fires head of the armed forces, citing disputes, article with gallery",meter-true,reuters,"Ukrainian president fires head of the armed forces, citing disputes, article with gallery ."
4308,4308,4308,"Peru opposition to lead Congress in setback for socialist Castillo, article with image",meter-true,reuters,"Peru opposition to lead Congress in setback for socialist Castillo, article with image ."
4309,4309,4309,"Lebanese Sunni tycoon Najib Mikati poised to be designated PM, article with gallery",meter-true,reuters,"Lebanese Sunni tycoon Najib Mikati poised to be designated PM, article with gallery ."
4310,4310,4310,"Ethiopia's Amhara state rallies youth to fight Tigrayan forces as war widens, article with gallery",meter-true,reuters,"Ethiopia's Amhara state rallies youth to fight Tigrayan forces as war widens, article with gallery ."
4311,4311,4311,"Azerbaijan jails 13 Armenian military personnel for six years -court, article with image",meter-true,reuters,"Azerbaijan jails 13 Armenian military personnel for six years -court, article with image ."
4312,4312,4312,"Analysis: Caught between China and the U.S., Asian countries stockpile powerful new missiles, article with gallery",meter-true,reuters,Analysis : Caught between China stockpile powerful new missiles  article with gallery . Analysis : the U.S.  Asian countries stockpile powerful new missiles  article with gallery . 
4313,4313,4313,"Afghanistan on brink of humanitarian crisis-UN refugee agency, article with video",meter-true,reuters,"Afghanistan on brink of humanitarian crisis-UN refugee agency, article with video ."
4314,4314,4314,"Why were Colombian ex-soldiers in Haiti? Experts say they are popular mercenaries, article with gallery",meter-true,reuters,"Why were Colombian ex-soldiers in Haiti?Experts say they are popular mercenaries , , article with gallery . they are popular mercenaries , , article with gallery . "
4315,4315,4315,"Ahmed Jibril, founder of pro-Syrian Palestinian guerrilla group, buried in Damascus, article with gallery",meter-true,reuters,"Ahmed Jibril, founder of pro-Syrian Palestinian guerrilla group, buried in Damascus, article with gallery ."
4316,4316,4316,"Britain has withdrawn nearly all its troops from Afghanistan - PM Johnson, article with video",meter-true,reuters,"Britain has withdrawn nearly all its troops from Afghanistan - PM Johnson, article with video ."
4317,4317,4317,"Analysis: Myanmar turmoil deepens as clashes spread, article with gallery",meter-true,reuters,"Analysis : Myanmar turmoil deepens as clashes spread , article with gallery . "
4318,4318,4318,"Nigerian lawmakers approve $2.4 billion to fight violence, fund vaccines, article with image",meter-true,reuters,"Nigerian lawmakers approve $2.4 billion to fight violence, fund vaccines, article with image ."
4319,4319,4319,"U.S. extends Temporary Protected Status for Yemeni immigrants, article with image",meter-true,reuters,"U.S. extends Temporary Protected Status for Yemeni immigrants, article with image ."
4320,4320,4320,"Greek economy won't close again because of COVID-19, PM says, article with gallery",meter-true,reuters,Greek economy wo n't close again.  of COVID-19 . PM says  article with gallery. . 
4321,4321,4321,"Soccer Divided loyalties: Euros split residents of war-ravaged east Ukraine, article with video",meter-true,reuters,"Soccer Divided loyalties: Euros split residents of war-ravaged east Ukraine, article with video ."
4322,4322,4322,"U.S. adds Turkey to list of countries implicated in use of child soldiers, article with image",meter-true,reuters,"U.S. adds Turkey to list of countries implicated in use of child soldiers, article with image ."
4323,4323,4323,"In a first, U.S. warns of dangers of systemic racism in human trafficking report, article with gallery",meter-true,reuters,"In a first, U.S. warns of dangers of systemic racism in human trafficking report, article with gallery ."
