,0,truth_value,1
629,Russian FSB Fails Damage Control of Navalny’s Phone Call,MISLEADING,meter-false
630,"Russia’s Disinfo Backfires, Causes Contradictory Messaging on Troop Deployment in Central African Republic",FALSE,meter-false
631,"Detained in Africa, Maduro Ally Conjures Up a Venezuela Without Corruption",MISLEADING,meter-false
632,Putin’s ‘Smokescreen’ Fails To Obscure FSB Hand In Navalny Novichok Poisoning,FALSE,meter-false
633,Russian Media Invent Phony Coverup Story About US Army Homicides,FALSE,meter-false
634,China Claims There’s Religious Freedom in Xinjiang. Not Even Close.,FALSE,meter-false
635,Russia’s Reply to Massive US Cyber Hack – Deny and Deflect,MISLEADING,meter-false
636,A New (Unlikely) Story About One of Putin’s Notorious Pardons,LIKELY FALSE,meter-false
637,No Evidence Russia Spread COVID-19 Disinfo? Think Again.,FALSE,meter-false
638,Venezuelan TV Says China’s Coronavirus Vaccine is 97 Percent Effective. Even China Says That’s Wrong.,FALSE,meter-false
639,"Despite Evidence, Egypt’s El-Sissi Denies Rights Violations",MISLEADING,meter-false
640,Kremlin Falsely Says Moscow Not at Fault for Sour Relations with US,FALSE,meter-false
641,China’s Murky Claims About the India Border Clash,MISLEADING,meter-false
642,Is Russia Investigating Navalny Under Extremism Law?,MISLEADING,meter-false
643,Hong Kong’s Exaggerations in the Latest Jimmy Lai Arrest,MISLEADING,meter-false
644,Russia Defends ‘Peacekeepers’ the New Moldovan President Wants Out,MISLEADING,meter-false
645,"Lukashenko Falsely Blames Belarus’ Woes on Poland, Fantasizes a NATO Invasion",FALSE,meter-false
646,"With COVID-19 Cases Spiking, Mexico Distorts WHO’s Diagnosis",MISLEADING,meter-false
647,Third Obama Term? Russian TV Slams Incoming Biden Staff,MISLEADING,meter-false
648,Russia Tries to Pin Syrian Refugees’ Fate on US,MISLEADING,meter-false
649,"In Brazil, Disputed Claims Spread About U.S. Election Fraud",MISLEADING,meter-false
650,Imported pandemic: Chinese state media deflects Covid-19 origin,MISLEADING,meter-false
651,Was a Chinese Microwave Weapon Used Against Indian troops?,UNSUBSTANTIATED,meter-false
652,Russian State Media Distort Ukrainian Peace Plan in Donbas War,FALSE,meter-false
653,Cabello Falsely Calls Venezuela Most Politically Stable Country in the Americas,FALSE,meter-false
654,Photo of Rocket Attack on Eritrea Is Actually from China in 2015,FALSE,meter-false
655,Obama Book Reflects on Russia’s World Status – and RT Distorts What It Says,MISLEADING,meter-false
656,Iran’s Questionable Denials About Harboring al-Qaida’s No. 2,LIKELY FALSE,meter-false
657,Chinese FM Hurls Bogus ‘Genocide’ Claim at Canada,MISLEADING,meter-false
658,"Hurricane Eta Hammers Nicaragua, But Not in Ortega’s Mind",FALSE,meter-false
659,Russia’s Top Diplomat Suggests Navalny Was Poisoned in Germany,FALSE,meter-false
660,Azerbaijan Ruler Denies Blame for Civilian Deaths in Nagorno-Karabakh,MISLEADING,meter-false
661,Russia’s Carnival Mirror of U.S. Presidential Elections,FALSE,meter-false
662,Turkish Government Falsely Denies Existence of Nationalist Group,FALSE,meter-false
663,"Twitter, Trump’s Wall and the Drop in Border Crossings",MISLEADING,meter-false
664,Kremlin Justifies Lifetime Criminal Immunity for Putin with Erroneous Claim,FALSE,meter-false
665,Assad Regime Groundlessly Claims US and Allies are Lying About Chemical Attacks,FALSE,meter-false
666,Iran’s U.N. Envoy Distorts World Court’s Order,MISLEADING,meter-false
667,"Without Evidence, China Claims ‘Western Hands’ Behind Thai Protests",UNSUBSTANTIATED,meter-false
668,The Soviet Union Brought Neither Peace Nor Freedom to Hungary,MISLEADING,meter-false
669,Iran’s Misleading Rebuttal to UN Human Rights Report,MISLEADING,meter-false
670,Russia’s Lavrov Wrongly Calls EU Sanctions Over Navalny Poisoning Illegal,FALSE,meter-false
671,Putin’s Man in Ukraine Pushes Unproven Russian COVID-19 Vaccine,FALSE,meter-false
672,Hun Sen’s ‘Color Revolution’ Cover Story,FALSE,meter-false
673,"Maduro's Boasts of Coronavirus Success, Ignores Cratering Health System",MISLEADING,meter-false
674,Did McDonald’s in Azerbaijan Make Pro-Military Posts on Instagram?,TRUE,meter-true
675,Putin’s Ever-False Claims About U.S. Election Interference,FALSE,meter-false
676,Ortega Denies Torture in Nicaragua’s Prisons. Published Reports Say He’s Wrong.,FALSE,meter-false
677,East Congo Mayor Downplays Size of Prison Break by Islamist Militants,MISLEADING,meter-false
678,Kadyrov’s Delusive Claim That French Provoked Teacher’s Beheading,MISLEADING,meter-false
679,"Venezuelan Officials, Taking a Swipe at Chile, Misrepresent Protest Photos",FALSE,meter-false
680,Did Chinese Diplomats Assault Taiwan Counterparts in Fiji?,MISLEADING,meter-false
681,"On Russian TV, Video Game Images Become Nagorno Karabakh Combat",FALSE,meter-false
682,Is China The Happiest Country in The World?,MISLEADING,meter-false
683,"As Russia Walks Away from MH17 Crash Talks, More Recycled Spin",FALSE,meter-false
684,"In Iran, a Top Cleric Targets Women Wearing Loose Hijab, Raising Fears of Violence",FALSE,meter-false
685,Just Who Is This ‘Entrepreneur’ Suing Navalny?,MISLEADING,meter-false
686,Origins of Cleopatra: How the Ancient Queen Caused a Twitter Storm,FALSE,meter-false
687,Whose Drone Is It Anyway?,MISLEADING,meter-false
688,Who’s ‘Politicizing’ the Navalny Poisoning?,MISLEADING,meter-false
689,Are Syrian Mercenaries Fighting for Azerbaijan? Here’s What We Know So Far.,FALSE,meter-false
690,"Taking Russia’s Side, Germany’s Ex-Chancellor Questions Navalny Poisoning",MISLEADING,meter-false
691,Developer of Russia’s Sputnik V Falsely Claims that ‘the West’ is Foot-Dragging on a Vaccine,FALSE,meter-false
692,Chinese Air Force Pilfers Hollywood Clips for Fake Attack Video,FALSE,meter-false
693,"As New Uighur Detention Facilities Emerge, China’s Denials and Disinfo Persist",FALSE,meter-false
694,Putin Offers U.S. a ‘Reset’ on Cybersecurity – While Meddling in the Election,MISLEADING,meter-false
695,Same False Formula: Russia Denies Ever Producing Nerve Agent that Poisoned Top Putin Critic,FALSE,meter-false
696,"After U.N. Finds War Crimes Evidence in Syria, Turkey Points Finger of Blame at Kurds",MISLEADING,meter-false
697,Venezuelan Foreign Minister Calls In-Depth U.N. Report a Plot. It is Not.,MISLEADING,meter-false
698,Chinese Party Paper Spins Controversy Over Disney’s New “Mulan”,MISLEADING,meter-false
699,Russia’s Two Minds on Vote by Mail,MISLEADING,meter-false
700,Russian State Media Can’t Agree About Belarus Protest Numbers,FALSE,meter-false
701,That Pro-Lukashenko Demonstrator? He’s Actually a Russian Ringer.,MISLEADING,meter-false
702,"Brazilian Leaders Rebut Criticism of Amazon Fires with Misleading Video, Squishy Numbers",MISLEADING,meter-false
703,Iran’s Supreme Leader Spins Charlie Hebdo Case Into a Western Conspiracy,MISLEADING,meter-false
704,Updated: Belarus Says Oppo Leaders Fled; Evidence Suggests Forced Deportation,FALSE,meter-false
705,China Cites Misleading Stats to Deny Uighur Sterilization Campaign,MISLEADING,meter-false
706,"Russia Flexes Military Might in the Bering Sea, Then Falsely Claims U.S. is Picking a Fight",FALSE,meter-false
707,Classic Disinfo: Russia Spins Multiple Navalny Poisoning Narratives,MISLEADING,meter-false
708,Maduro Claims Without Evidence That Trump Ordered Him Killed,MISLEADING,meter-false
709,Russian Lawmaker Suggests U.S. or Georgia Produced Navalny Poison,FALSE,meter-false
710,Sputnik: Russian Scientist Says Novichok Would Have Left Navalny Dead,FALSE,meter-false
711,Lukashenko Levels Fake Claim That F-16 Attacks Were Next,MISLEADING,meter-false
712,Wear a Mask or Eat Salt? An Iranian Preacher Pushes Unproved COVID-19 Remedy,FALSE,meter-false
713,Turkish Islamist Party’s Twisted Review of the Istanbul Convention,PARTLY FALSE,meter-false
714,Russia Will Investigate Navalny’s Poisoning… As a Foreign Attempt to Destabilize the Country,FALSE,meter-false
715,Maduro Again Downplays the Depths of Venezuela’s Coronavirus Crisis,MISLEADING,meter-false
716,Anonymous TASS Quote Blames Navalny’s Illness on … Navalny,MISLEADING,meter-false
717,A Renegade South Korean Church Sparks Outbreak,FALSE,meter-false
718,Madagascar’s President Promised a Miracle Coronavirus Cure. It Didn’t Work.,FALSE,meter-false
719,The Linguistics of Disinfo: How Russia Portrays Kamala Harris,MISLEADING,meter-false
720,Maduro High Fives Lukashenko For a Rigged Election Just Like His,MISLEADING,meter-false
721,"Secretary Azar’s Visit to Taiwan Breaks no International Rules, to China’s Chagrin",FALSE,meter-false
722,Did Russia Send Wagner Mercenaries to ‘Stage Terror Attacks’ in Belarus?,MISLEADING,meter-false
723,"With a Fake Tweet, Smear Campaign Targets Bolsonaro Critic",FALSE,meter-false
724,Viral Falsehood About a New Statue Reopens an Old South Korea-Japan Wound,FALSE,meter-false
725,Iran’s Military Bragging is Classic. Often It Goes a Little Too Far,FALSE,meter-false
726,‘Landlord’ of Belarus Smites the Press and Women in Politics,FALSE,meter-false
727,Bolsonaro’s Top Health Official Flubs a Key Virus Fact,FALSE,meter-false
728,China Claims Uighurs ‘Enjoy a Happy Life’ – Despite Mass Detentions in Xinjiang,FALSE,meter-false
729,Egypt’s al-Sisi Told Trump Foreign Interference in Libya is Bad – Just as his Parliament Authorized him to Intervene,MISLEADING,meter-false
730,"Maduro Calls COVID-19 Deal with Opposition a Lie, but it’s Already Under Way.",MISLEADING,meter-false
731,"Despite Turkey’s Assurances, Hagia Sophia’s Doors Will Not Be ‘Wide Open to All’",MISLEADING,meter-false
732,Trump's Mexican Border Wall Claims Fall Short,MISLEADING,meter-false
733,Hong Kong’s Aggressive Use of Security Law,MISLEADING,meter-false
734,"Putin, a Rainbow Flag, and Discrimination in Russia",FALSE,meter-false
735,Bolsonaro’s Son Counters Coronavirus Attacks with Spin-tistics,MISLEADING,meter-false
736,"Fact, Fiction in China’s Critique of U.S. Arms Control",MISLEADING,meter-false
737,Can You Trust Your COVID-19 App?,MISLEADING,meter-false
738,Maduro Downplays Venezuela’s Coronavirus Disaster,MISLEADING,meter-false
739,"Russia Denies ‘Territorial Claims,’ But What About These?",MISLEADING,meter-false
740,"Iran, Russia Dispute U.N. Findings on Saudi Oil Attack",FALSE,meter-false
741,The Supreme Court Did Not Rule that DACA is Illegal,FALSE,meter-false
742,"Despite Beijing’s Spin, Hong Kong Businesses Wary of Security Law",MISLEADING,meter-false
743,Five Latin Countries Where Coronavirus Case Counts are Anyone's Guess,MISLEADING,meter-false
744,"With LBGT+ Rights, Georgia Looks The Other Way",MISLEADING,meter-false
745,North Korea’s Specious Swipe at Moon’s Conciliatory Record,MISLEADING,meter-false
746,A Misleading Bolsonaro Tweet Overlooks Brazil’s Rising Deforestation,MISLEADING,meter-false
747,"U.S. Protests Incite Racist Words, Mockery from Moscow",FALSE,meter-false
748,Trump’s Antifa Tweet: Conflation and Confusion,MISLEADING,meter-false
749,Chinese Disinfo Hits U.S. Biolab With New COVID-19 Conspiracy,MISLEADING,meter-false
750,China Misleads on Hong Kong Support for New Security Law,MISLEADING,meter-false
751,"MiGs in Libya, Contradicting Moscow's Denials",FALSE,meter-false
752,Russian News Site Distorts U.S. Coronavirus Poll,FALSE,meter-false
753,Old Photo is Dubious Rebuttal to Reports that Kadyrov has COVID-19,MISLEADING,meter-false
754,"Boosted by Russia, A Viral Video Falsely Claims Italy Wants Bill Gates Arrested",FALSE,meter-false
755,"30 Years After Admitting WWII Massacre of Polish POWs, Katyn Memorial Plaques Removed in Russia",FALSE,meter-false
756,"Journalists Are Attacked, But Brazil’s Bolsonaro Only Saw ‘Joy of the People’",MISLEADING,meter-false
757,"Hong Kong, China Misrepresent Criticism of Protester Arrests",MISLEADING,meter-false
758,"Pro-Kremlin Site Declares Remdesivir a Failure, Links to Bogus Lab Conspiracy",FALSE,meter-false
759,Is This Photo of Kim Jong Un’s Funeral Real? No!,FALSE,meter-false
760,Russia Seasons Escalating Trump-Iran Tensions With Disinfo,FALSE,meter-false
761,‘Miracle of Miracles’: Russia’s Star Doctor Wrongly Says Children 'Do Not Die' of COVID-19,FALSE,meter-false
762,COVID-19 Positive in Kazakhstan? The City Will Seal Your Door from the Outside,FALSE,meter-false
763,Radiation Levels And Wildfires Near Chernobyl,MISLEADING,meter-false
764,China’s Official Coronavirus Timeline Starts Out Weeks Too Late,FALSE,meter-false
765,Misleading Mashup: Russia’s COVID-19 'Aid' to U.S.,MISLEADING,meter-false
766,Did Serbia Ban Dog Walking Because of COVID-19?,TRUE,meter-true
767,That ‘Special Drug’ China Gave Turkey for Coronavirus,MISLEADING,meter-false
768,Are Universities Punishing Students ‘Over Common Cold’?,FALSE,meter-false
769,The Great Phony: F. Scott Fitzgerald’s Fake Quarantine Letter,FALSE,meter-false
770,Did a Russian Journalist Justify Terrorism? Nyet!,MISLEADING,meter-false
771,Infowars’ Jones Hawked ‘Nanosilver Toothpaste’ Fake Coronavirus Cure,MISLEADING,meter-false
772,Four Super Fake Coronavirus Claims (That We Saw Today),DANGEROUSLY FAKE,meter-false
773,Erdogan to Europe: ‘Who Are You Lying To?’ He’s Not Entirely Honest,MISLEADING,meter-false
774,"Don’t Panic! Russia Boosting Oil Production Good For the Country, Officials Say. Except It’s Not",MISLEADING,meter-false
775,Iran’s Immunity from the Coronavirus? Kiss a Holy Tomb,FALSE,meter-false
776,Sputnik Misreports Biden’s ‘Rejection’ of Comey’s Endorsement,MISLEADING,meter-false
777,Russian Academy of Sciences Takes Aim at Musk’s SpaceX Satellites,LIKELY TRUE,meter-true
778,The Strike: Did Russia Knowingly Target Turkish Troops?,MISLEADING,meter-false
779,Is Coronavirus ‘Like a Strong Flu’?,MISLEADING,meter-false
780,Russian TV Accuses Kyiv of Forsaking Ukrainians in Wuhan; Evacuee Tells Different Story,MISLEADING,meter-false
781,"Disputing Turkey, Russian Ambassador Dodges Blame Over Deadly Airstrikes in Northwest Syria",MISLEADING,meter-false
782,Russian Chief Editor Wildly Exaggerates Sputink’s Belarus Audience,PARTLY FALSE,meter-false
783,Turkey’s Claim of Killing 76 Syrian Troops Has Scant Evidence,LIKELY FALSE,meter-false
784,Unsupported Claims that CIA’s Iran Chief Died in Afghan Crash,LIKELY FALSE,meter-false
785,A Tit-for-Tat Over License Plates in Moldova’s Back Yard,FALSE,meter-false
786,A Flip-Flop for Putin in Israeli-American’s Pardon,MISLEADING,meter-false
787,Russian Media Spew U.S. Coronavirus Conspiracies for Domestic Audience,MISLEADING,meter-false
788,The Bezos Phone Hack and the Saudis’ Misleading Rebuttal,MISLEADING,meter-false
789,Warm Winter? Russian Lawmaker Blames Nonexistent U.S. ‘Climate Weapons’,FALSE,meter-false
790,Six Kremlin Foreign Policy Boasts and Why They’re Wrong,FALSE OR MISLEADING,meter-false
791,Close Call: Russian Navy Ship vs. U.S. Destroyer,LIKELY FALSE,meter-false
792,Is Africa’s Richest Woman a Russian Citizen?,MISLEADING,meter-false
793,It’s Not ‘Scientifically Impossible’ to Shoot Down a Passenger Jet,FALSE,meter-false
794,Russia’s New Year Horror: Presumed Consent for Organ Donation,MISLEADING,meter-false
795,Russian Lawmaker: ‘Trump Did Not Understand the Significance of Soleimani’,FALSE,meter-false
796,Putin Claims Russian Dominion in Hypersonic Weapons Technology,MISLEADING,meter-false
797,Syria Accuses Americans of Supporting IS After U.S. Helped Free Most of Country From the Group,FALSE,meter-false
798,U.S. Army Sergeants Arrested for Carjacking a BMW in Lithuania?,FALSE,meter-false
799,"Putin: Heavy Weaponry in Donbas Comes from Governments Sympathetic to Separatists, Not Russia",FALSE,meter-false
800,"At his 15th Year-End Presser, Putin Recycles False Claims",FALSE,meter-false
801,Update: Putin Claims ‘Sovereign Internet’ Law Not for Isolating Russia from Global Web,MISLEADING,meter-false
802,Kyrgyzstan Denies it Restricts Press While Imprisoning Journalists,FALSE,meter-false
803,Kremlin Adviser Misfires on U.S. Bill to Protect NATO Membership,MISLEADING,meter-false
804,Russian Foreign Minister: 'Meddling or Non-Meddling... No Collusion',FALSE,meter-false
805,"Update: A Killing in Berlin, And Putin’s Misleading Claims About A “Blood-Thirsty” Chechen",MISLEADING,meter-false
806,Is Maria Butina Bananas Over Prison Food?,MISLEADING,meter-false
807,Russia's Response to Olympic Ban: 'Chronic Anti-Russian Hysteria',FALSE,meter-false
808,A Misleading Claim About Russia’s Defense Spending,MISLEADING,meter-false
809,Russian ‘Troll Farm’ Posts Ersatz Report on Hong Kong Thanksgiving Rally,FALSE,meter-false
810,Russia Exaggerates Apple’s Move to Label Crimea as Russian,PARTIALLY TRUE,meter-false
811,Impending Olympic Ban And The 'West's Anti-Russia Conspiracy',FALSE,meter-false
812,F-35 ‘Epic Failure’ Intercepting Russian Bomber Tu-160 an Epic Fake,FALSE,meter-false
813,"Despite Denials, Putin’s Approval of Wagner Well Documented",FALSE,meter-false
814,"Russian TV’s False Claims About Morales, Pompeo",FALSE,meter-false
815,Russia and Syria: U.S.-backed Syrian Forces Blocking Refugee Return,FALSE,meter-false
816,Russian Official: Extradition of Russian Hacker to U.S. Illegal -- False,FALSE,meter-false
817,Phone Intercepts Suggest Russian Control Over Ukraine Separatists Ahead of Malaysia Airline Shootdown,MISLEADING,meter-false
818,Transnistrian TV Spins Russian Expert’s Statement On Independence,MISLEADING,meter-false
819,Indian Politician: Pakistan May Have ‘Released Poison Gas’ Over Polluted New Delhi,FALSE,meter-false
820,RIA Novosti Inserts False Claims in Article on Interview With MH17 Suspect,FALSE,meter-false
821,Russian News Agency Omits Torshin Link Cited in Butina’s 60 Minutes Interview,MISLEADING,meter-false
822,Erdogan Calls U.S. House of Representatives’ Resolution on Armenian Genocide ‘Slander’,FALSE,meter-false
823,Russian Expert Discounts Islamic State Threat,MISLEADING,meter-false
824,Sputnik Moldova Painted Media Forum as a Coup Factory,FALSE,meter-false
825,Russia Campaigns to Undermine U.S. Operation that Killed al-Baghdadi,FALSE,meter-false
826,"Russian Official Claims Butina ‘Returning Home’ Thanks to Advocacy, not Plea Deal",FALSE,meter-false
827,Russian Official: Telegram Isn’t Banned in Russia,FALSE,meter-false
828,Russian Media Falsely Attributes a Conspiracy Quote to Zbigniew Brzezinski,FALSE,meter-false
829,Russian Media Falsely Claim European Parliament is Set to Investigate Greta Thunberg for Kremlin Funding,FALSE,meter-false
830,"Turkish Politician Claims Invasion is to Fight Terrorism, But ISIS Prisoners Are Escaping",MISLEADING,meter-false
831,Russian State News Agency Claims Two UN Committees Strike in Support of Russia,FALSE,meter-false
832,Pro-Russia Separatist in Ukraine Claims Mortar is NATO-Made,MISLEADING,meter-false
833,Russian State Media Mocks NATO for 'Catfishing' Troops,MISLEADING,meter-false
834,Russian TV Host Claims Ukraine Bashing Not on Purpose,FALSE,meter-false
835,Russia Responded to WADA Data Manipulation Inquiry with ‘Lies and Propaganda’,LIKELY TRUE,meter-true
836,Russian Media Recycles Debunked Reports about Ukraine’s Energy Readiness for Winter,FALSE,meter-false
837,Russia Was Behind Giuliani’s Invitation to Armenia,FALSE,meter-false
838,New Sanctions Against ‘Putin’s Chef’ Prompt Latest Russian Election Meddling Denial,FALSE,meter-false
839,"Russian Energy Narrative Targets Poland, Ukraine and the Baltic States",FALSE,meter-false
840,Russian Media Compares Greta Thunberg with ISIS Terrorists and Adolf Hitler,FALSE,meter-false
841,"Syrian State News Blames ‘Terrorists’ for Destruction of City Hit by Regime Chemical Attack, Air Strikes",MISLEADING,meter-false
842,Poklonskaya Suggests Moving UN HQ to Crimea to End Annexation ‘Fairy Tale’,FALSE,meter-false
843,Turkish Daily Reported a Man Killed by Hindu Mob in a 'Cow-Lynching' Was Muslim: False,FALSE,meter-false
844,RT Avoids 800-Pound Gorilla in Top-6 Corruption story,MISLEADING,meter-false
845,Russian Foreign Ministry Denies the Soviet Union Occupied Estonia,FALSE,meter-false
846,Russia Insults and Misquotes a U.S. Air Force Commander,FALSE,meter-false
847,TASS Source: Ukraine Endangering Minsk Agreement,MISLEADING,meter-false
848,False: Russia’s OSCE Rep Claims Kosovo a Failed ‘Quasi-State Entity’,FALSE,meter-false
849,False: Russian Claim Georgia Denied USNS Yuma Entry to its Black Sea Port,FALSE,meter-false
850,Russian TV Claims U.S. Arming Islamic State in Yemen,FALSE,meter-false
851,"Lavrov Urges Western Leaders to Observe International Law, Ignoring Russia’s Record",MISLEADING,meter-false
852,Putin Spokesman Downplays Alleged U.S. Spy,MISLEADING,meter-false
853,Russian Foreign Ministry Denies Red Army Brought Repression to Bulgaria in 1944,FALSE,meter-false
854,"Russia Claims Paul Whelan Not Isolated, But Hasn’t Let Him Phone His Family",FALSE,meter-false
855,Russian Defense Ministry Attacks U.S. Over Airstrike on Terrorist Group,MISLEADING,meter-false
856,Russian Robot FEDOR Tweeted from Space a Plagiarized Picture of Earth,FALSE,meter-false
857,"Putin Canceled South Stream, but Russian Newspaper Blames U.S.",FALSE,meter-false
858,Russia Claims Baltic States Never Turned Democratic,FALSE,meter-false
859,Russian Media Push a “Chechen Revenge” Version in the Berlin Assassination – Contradicting Facts and Logic,LIKELY FALSE,meter-false
860,Russian Newspaper Falsely Claims U.S. Pressed Bulgaria to Quit the Belene Nuclear Power Plant,FALSE,meter-false
861,Lavrov Ignores Vital Support USSR Provided to the Third Reich After the Signing of the Molotov-Ribbentrop Pact,MISLEADING,meter-false
862,European Court Convicted Russia of Magnitsky's Death – Russian Media Reported Opposite,MISLEADING,meter-false
863,RT Questions Tusks’ Claim Ukraine a Better G7 Fit than Russia,MISLEADING,meter-false
864,Chechen Strongman Claims the West Sanctioned Him for Protecting Muslim Rights,FALSE,meter-false
865,Kremlin Website Omits Macron’s References to Free Elections,MISLEADING,meter-false
866,"Post-Skyfall Blast, Kremlin Denies Responsibility for Radiation Monitoring Stations",MISLEADING,meter-false
867,Russian Novelist Brags His Battalion Killed the Most Ukrainians,FALSE,meter-false
868,Russian Foreign Minister Pushes ‘Anglo-Saxon’ Anti-Doping Conspiracy,FALSE,meter-false
869,Pelosi Accused of Applauding Hong Kong Violence Over Tiananmen Candle Vigil Praise,FALSE,meter-false
870,"Two Decades on, Russian State Media Omits Facts About the Kursk Submarine Disaster",MISLEADING,meter-false
871,Russian State TV Puts Out Hit Piece on Moscow Opposition Protest,MISLEADING,meter-false
872,Russia Falsely Claims the U. S. Never Presented Evidence of INF Treaty Violation,FALSE,meter-false
873,Russia’s UK Embassy Fires Back at Skripal Poisoning Sanctions,FALSE,meter-false
874,"Twitter Temporarily Bans Russian Embassy in Syria, Reason Unknown",FALSE,meter-false
875,Pro-Kremlin Pundit Blames Demonstrators for Police Crackdown on Moscow Protest,FALSE,meter-false
876,Sputnik Falsely Claims that NATO Combats Orthodoxy,FALSE,meter-false
877,RT Head Speaks Out Against U.K. Watchdog Fine,MISLEADING,meter-false
878,"Protesting Latvian Ban, Russia Claims Kremlin-Owned Media ‘Not Controlled by State’",FALSE,meter-false
879,RT Host Denies Credibility of Mueller Indictment against Russian Troll Factory,FALSE,meter-false
880,"Despite Rumors, Turkmen Leader Likely Alive",LIKELY TRUE,meter-true
881,"Responding to a Threat Not Made, Russian Party Leader Menaced Ukraine’s Existence",FALSE,meter-false
882,Russian Foreign Ministry Raises False Fears About Ukrainian Language Law,FALSE,meter-false
883,Russian Black Sea Presence Becoming Physically Disruptive,LIKELY FALSE,meter-false
884,RT Loses Plot on Italian Neo-Nazi Missile Bust,FALSE,meter-false
885,Russian Foreign Minister: Iran Does Not Violate Nuclear Protocols,TRUE,meter-true
886,New Russian Ambassador to Serbia Starts Mandate with False Claims,FALSE,meter-false
887,‘Troll Factory’ Demands Proof of Civilian Deaths from Russian Strikes in Syria,FALSE,meter-false
888,Russian Ex-Cosmonaut Claims to Have Seen from Space with 'Naked Eye' Ukrainian Shelling of Unarmed Citizens,FALSE,meter-false
889,Russian Pundit Claims Liberal Governments at War with Religion,FALSE,meter-false
890,RT Falsely Claims U.S. Uses SWIFT as Weapon,MISLEADING,meter-false
891,"Russian Media Reported ‘Rusty’ Tanks Displayed in Washington, DC on July 4",FALSE,meter-false
892,Putin Tells Elton John Russia ‘Unbiased’ Toward LGBT Community,FALSE,meter-false
893,"Top Russian Diplomat Falsely Claims U.S. Actions Violated Vienna Convention, Calls White House Policy ‘Schizophrenic’",FALSE,meter-false
894,What Russian State Media Labeled as 'Unidentified Object' was Syrian Missile that Landed on Cyprus,MISLEADING,meter-false
895,Russia Did Not Offer to Free Ukrainian Sailors it Captured,MISLEADING,meter-false
896,"Forward, to the Past: How Can Russia Recapture the Economic Growth of the 2000s?",TRUE,meter-true
897,Russian Defense Ministry Claims Metal Gear Video Game is U.S. Intelligence Project,FALSE,meter-false
898,Moscow Claims Georgia not Targeted with Sanctions,MISLEADING,meter-false
899,Russia Wants Concessions from Ukraine for Continuing Gas Transit to Europe,FALSE,meter-false
900,"Putin Says Russia Never Shirks Responsibility, Denies MH17 Evidence",FALSE,meter-false
901,False: Kremlin Claims No Growth of Poverty in Russia,FALSE,meter-false
902,Russian TV Host Dismisses Poland’s WWII ‘Offense’,MISLEADING,meter-false
903,"Russian Politician Calls HBO Chernobyl ‘Anti-Soviet Filth’, Falsely Accuses Producers of Distortion",FALSE,meter-false
904,Russia’s Defense Ministry Falsely Blames Syrian Rebels for an Attack on a Turkish Army Outpost,FALSE,meter-false
905,Moscow Claims Kosovo ‘Unstable’ While Destabilizing the North,FALSE,meter-false
906,U.S. Vessel Had Right of Way in Incident with Russian Destroyer,LIKELY FALSE,meter-false
907,Rossiya Segodnya Head Falsely Touts Russia Press Freedom Bona Fides,FALSE,meter-false
908,Far and Away: How Do the CIS and EEU Stack Up in Russia’s Foreign Trade?,PARTIALLY TRUE,meter-false
909,Russia Rains on D-Day Parade,FALSE,meter-false
910,Russian Media Repeats False Claim on Use of Force in Eastern Ukraine,FALSE,meter-false
911,TurkStream Will Deepen Bulgaria’s Dependence on Russian Gas,FALSE,meter-false
912,Russia’s Plan for 2020 U.S. Presidential Election – Inflaming Racial Discord?,LIKELY TRUE,meter-true
913,"Russian Law Prohibits Political Activity in Schools, but Not When Supporting Vladimir Putin",MISLEADING,meter-false
914,Russian TV Digs Up Fabricated Organ Harvesting Claim,FALSE,meter-false
915,The Mortality Rate for Road Accidents Drops in Russia and Europe,TRUE,meter-true
916,Russian Gave Pompeo Old Article to Prove No Election Meddling,MISLEADING,meter-false
917,New U.S. Sanctions Bill Against Nord Stream 2 Not a Trade War on Europe,FALSE,meter-false
918,Did New President of Ukraine Threaten to Seize Neighboring Territory?,FALSE,meter-false
919,Fabricated News Claims Poroshenko Engineering 3rd Round of Voting,FALSE,meter-false
920,Will Russia Really Gain Control Over Ukraine's Economy?,FALSE,meter-false
921,Are ‘Putin’s Billions’ a Myth?,MISLEADING,meter-false
922,Russian Defense Ministry TV Host Falsely Slaps West for Russophobic Propaganda,FALSE,meter-false
923,Nord Stream 2 Will Not Reduce Natural Gas Prices in Europe,FALSE,meter-false
924,Lavrov: 'Some Countries' Forget Pre-War Roles -- He Avoids Russia's Amnesia,MISLEADING,meter-false
925,Erdoğan Claims Turkey Only NATO-Member Country to Fight Islamic State on the Ground in Syria,MISLEADING,meter-false
926,The Claim on Russian State TV that NATO Doubles Defense Spending is Baseless,FALSE,meter-false
927,Russia Today Editor Hits Reuters with a False Claim,FALSE,meter-false
928,Updated: Did China Join Sanctions Against Russia?,PARTLY FALSE,meter-false
929,Which G20 Countries’ Public Debt is More Expensive than that of Russia?,TRUE,meter-true
930,Is the U.S. to Blame for a Majority of the Civilian Casualties in Afghanistan?,MISLEADING,meter-false
931,Moscow Lashes Out at Lithuanian Criminal Convictions of Soviet Officers,FALSE,meter-false
932,"Updated: Is North Korea Responsible for Stability, as Kremlin Claims?",MISLEADING,meter-false
933,Russian Prime Minister Claims Country’s Arms Exports Not Affected by Sanctions,PARTIALLY TRUE,meter-false
934,Putin’s Claim about Retail Gasoline Prices in Russia is Inaccurate,FALSE,meter-false
